Player,Matched_Player_Name,Position,Team,Age,JB Trade Value,KTC Trade Value,JB_normalized,KTC_normalized,Value_Difference,weighted_avg_trade_value,BestMatch,free_agent_indicator,rostered_indicator
Dalton Kincaid,Dalton Kincaid,TE,BUF,24,41,6440,53,63,-10,56.0,,0,0
Deebo Samuel Sr.,Deebo Samuel,WR,SFO,28,41,5464,53,54,-1,53.0,,0,0
Isiah Pacheco,Isiah Pacheco,RB,KCC,25,40,5916,52,58,-6,54.0,,0,0
Trey McBride,Trey McBride,TE,ARI,24,40,6575,52,65,-13,56.0,Trey McBride,0,1
Justin Herbert,Justin Herbert,QB,LAC,26,40,5753,52,56,-4,53.0,,0,0
Mike Evans,Mike Evans,WR,TBB,30,39,5063,51,49,2,50.0,,0,0
Brian Thomas Jr.,Brian Thomas Jr.,WR,JAC,21,39,5712,51,56,-5,53.0,,1,0
Davante Adams,Davante Adams,WR,LVR,31,39,5107,51,50,1,51.0,,0,0
Jayden Reed,Jayden Reed,WR,GBP,24,39,5454,51,53,-2,52.0,,0,0
Jonathon Brooks,Jonathon Brooks,RB,CAR,21,39,6182,51,61,-10,54.0,,0,0
Christian Kirk,Christian Kirk,WR,JAC,27,38,4718,50,46,4,49.0,,0,0
Mark Andrews,Mark Andrews,TE,BAL,28,38,5820,50,57,-7,52.0,,0,0
Brock Bowers,Brock Bowers,TE,LVR,21,37,6224,48,61,-13,52.0,,0,0
Josh Jacobs,Josh Jacobs,RB,GBP,26,37,5233,48,51,-3,49.0,,0,0
Stefon Diggs,Stefon Diggs,WR,HOU,30,37,4323,48,42,6,46.0,,0,0
Ladd McConkey,Ladd McConkey,WR,LAC,22,37,5526,48,54,-6,50.0,,0,0
Kyle Pitts,Kyle Pitts,TE,ATL,23,37,6141,48,60,-12,52.0,,0,0
Jordan Addison,Jordan Addison,WR,MIN,22,36,5454,47,53,-6,49.0,,0,0
Amari Cooper,Amari Cooper,WR,CLE,30,36,4504,47,44,3,46.0,,0,0
Rachaad White,Rachaad White,RB,TBB,25,36,5496,47,54,-7,49.0,,0,0
Terry McLaurin,Terry McLaurin,WR,WAS,28,35,4584,46,45,1,46.0,,0,0
Cooper Kupp,Cooper Kupp,WR,LAR,31,35,4784,46,47,-1,46.0,,0,0
T.J. Hockenson,T.J. Hockenson,TE,MIN,27,35,5396,46,53,-7,48.0,,0,0
Jordan Love,Jordan Love,QB,GBP,25,35,5743,46,56,-10,49.0,,0,0
Chris Godwin,Chris Godwin,WR,TBB,28,34,4511,44,44,0,44.0,,0,0
Trey Benson,Trey Benson,RB,ARI,22,34,5200,44,51,-7,46.0,,0,0
D'Andre Swift,D'Andre Swift,RB,CHI,25,33,4583,43,45,-2,44.0,,0,0
Travis Kelce,Travis Kelce,TE,KCC,34,33,4953,43,48,-5,45.0,,0,0
Keon Coleman,Keon Coleman,WR,BUF,21,32,4960,42,48,-6,44.0,,0,0
Calvin Ridley,Calvin Ridley,WR,TEN,29,32,4044,42,39,3,41.0,,0,0
Joe Mixon,Joe Mixon,RB,HOU,28,32,4409,42,43,-1,42.0,,0,0
Alvin Kamara,Alvin Kamara,RB,NOS,29,32,4015,42,39,3,41.0,,0,0
Derrick Henry,Derrick Henry,RB,BAL,30,32,4701,42,46,-4,43.0,,0,0
Tyjae Spears,Tyjae Spears,RB,TEN,23,31,4502,40,44,-4,41.0,,0,0
George Kittle,George Kittle,TE,SFO,30,31,4390,40,43,-3,41.0,,0,0
Rhamondre Stevenson,Rhamondre Stevenson,RB,NEP,26,31,4715,40,46,-6,42.0,,0,0
Ricky Pearsall,Ricky Pearsall,WR,SFO,23,31,4561,40,44,-4,41.0,,0,0
Jayden Daniels,Jayden Daniels,QB,WAS,23,30,5414,39,53,-14,44.0,,0,0
Brian Robinson Jr.,Brian Robinson,RB,WAS,25,30,4051,39,39,0,39.0,,0,0
David Montgomery,David Montgomery,RB,DET,27,30,4284,39,42,-3,40.0,,0,0
Christian Watson,Christian Watson,WR,GBP,25,30,4489,39,44,-5,41.0,,0,0
Najee Harris,Najee Harris,RB,PIT,26,29,4193,38,41,-3,39.0,,0,0
Trevor Lawrence,Trevor Lawrence,QB,JAC,24,29,4786,38,47,-9,41.0,,0,0
Adonai Mitchell,Adonai Mitchell,WR,IND,21,29,4356,38,42,-4,39.0,,0,0
Brock Purdy,Brock Purdy,QB,SFO,24,29,4461,38,43,-5,40.0,,0,0
Tony Pollard,Tony Pollard,RB,TEN,27,29,3835,38,37,1,38.0,,0,0
Dak Prescott,Dak Prescott,QB,DAL,31,28,4440,36,43,-7,38.0,,0,0
Aaron Jones,Aaron Jones,RB,MIN,29,28,3618,36,35,1,36.0,,0,0
Zamir White,Zamir White,RB,LVR,24,28,4512,36,44,-8,39.0,,0,0
Zack Moss,Zack Moss,RB,CIN,26,28,3612,36,35,1,36.0,Zack Moss,0,1
Javonte Williams,Javonte Williams,RB,DEN,24,28,3722,36,36,0,36.0,,0,0
Evan Engram,Evan Engram,TE,JAC,29,28,4163,36,40,-4,37.0,,0,0
Kendre Miller,Kendre Miller,RB,NOS,22,27,3781,35,36,-1,35.0,,0,0
Jaylen Warren,Jaylen Warren,RB,PIT,25,27,4259,35,41,-6,37.0,,0,0
Xavier Legette,Xavier Legette,WR,CAR,23,27,4152,35,40,-5,37.0,,0,0
Diontae Johnson,Diontae Johnson,WR,CAR,28,27,4114,35,40,-5,37.0,,0,0
Ja'Lynn Polk,Ja'Lynn Polk,WR,NEP,22,27,3985,35,39,-4,36.0,,0,0
Keenan Allen,Keenan Allen,WR,CHI,32,26,3732,34,36,-2,35.0,,0,0
Zach Charbonnet,Zach Charbonnet,RB,SEA,23,26,3896,34,38,-4,35.0,,0,0
Tua Tagovailoa,Tua Tagovailoa,QB,MIA,26,25,4295,32,42,-10,35.0,,0,0
Jameson Williams,Jameson Williams,WR,DET,23,25,4068,32,39,-7,34.0,,0,0
Jermaine Burton,Jermaine Burton,WR,CIN,23,25,3710,32,36,-4,33.0,Jermaine Burton,0,1
MarShawn Lloyd,MarShawn Lloyd,RB,GBP,23,25,3908,32,38,-6,34.0,,0,0
David Njoku,David Njoku,TE,CLE,28,25,4043,32,39,-7,34.0,,0,0
Mike Williams,Mike Williams,WR,NYJ,29,24,2316,31,22,9,28.0,,0,0
Courtland Sutton,Courtland Sutton,WR,DEN,28,24,3229,31,31,0,31.0,,0,0
Nick Chubb,Nick Chubb,RB,CLE,28,24,3461,31,33,-2,32.0,Nick Chubb,0,1
Blake Corum,Blake Corum,RB,LAR,23,24,4247,31,41,-10,34.0,,0,0
James Conner,James Conner,RB,ARI,29,23,3594,30,35,-5,32.0,,0,0
Jaylen Wright,Jaylen Wright,RB,MIA,21,23,3716,30,36,-6,32.0,,0,0
Marvin Mims Jr.,Marvin Mims,WR,DEN,22,23,2905,30,28,2,29.0,,0,0
Jakobi Meyers,Jakobi Meyers,WR,LVR,27,23,3158,30,30,0,30.0,,0,0
Raheem Mostert,Raheem Mostert,RB,MIA,32,22,3120,28,30,-2,29.0,,0,0
Jerry Jeudy,Jerry Jeudy,WR,CLE,25,22,3340,28,32,-4,29.0,,0,0
Devin Singletary,Devin Singletary,RB,NYG,26,22,3311,28,32,-4,29.0,,0,0
Jahan Dotson,Jahan Dotson,WR,WAS,24,21,3540,27,34,-7,29.0,Jahan Dotson,0,1
DeAndre Hopkins,DeAndre Hopkins,WR,TEN,32,21,3129,27,30,-3,28.0,,0,0
Josh Downs,Josh Downs,WR,IND,22,21,3752,27,36,-9,30.0,,0,0
Dontayvion Wicks,Dontayvion Wicks,WR,GBP,23,21,3855,27,37,-10,30.0,,0,0
Ty Chandler,Ty Chandler,RB,MIN,26,21,2317,27,22,5,25.0,,0,0
Curtis Samuel,Curtis Samuel,WR,BUF,28,20,2984,26,28,-2,27.0,,0,0
J.J. McCarthy,J.J. McCarthy,QB,MIN,21,20,3495,26,34,-8,29.0,,0,0
Jake Ferguson,Jake Ferguson,TE,DAL,25,20,4164,26,40,-14,31.0,Jake Ferguson,0,1
Rashid Shaheed,Rashid Shaheed,WR,NOS,25,20,3349,26,32,-6,28.0,,0,0
Jaleel McLaughlin,Jaleel McLaughlin,RB,DEN,23,19,2992,25,28,-3,26.0,,0,0
Chase Brown,Chase Brown,RB,CIN,24,19,3501,25,34,-9,28.0,,0,0
Drake Maye,Drake Maye,QB,NEP,21,19,3790,25,37,-12,29.0,,0,0
Rashod Bateman,Rashod Bateman,WR,BAL,24,19,2590,25,24,1,25.0,,0,0
Romeo Doubs,Romeo Doubs,WR,GBP,24,18,3721,23,36,-13,27.0,,0,0
Gus Edwards,Gus Edwards,RB,LAC,29,18,2763,23,26,-3,24.0,Gus Edwards,0,1
Jerome Ford,Jerome Ford,RB,CLE,24,18,3567,23,34,-11,27.0,,0,0
Luke Musgrave,Luke Musgrave,TE,GBP,23,17,3408,22,33,-11,26.0,,0,0
Jared Goff,Jared Goff,QB,DET,29,17,3819,22,37,-15,27.0,,0,0
Tyler Lockett,Tyler Lockett,WR,SEA,31,17,2732,22,26,-4,23.0,,0,0
Ben Sinnott,Ben Sinnott,TE,WAS,22,16,3378,21,32,-11,25.0,,0,0
Troy Franklin,Troy Franklin,WR,DEN,21,16,3422,21,33,-12,25.0,,0,0
Cole Kmet,Cole Kmet,TE,CHI,25,16,3282,21,31,-10,24.0,,0,0
Pat Freiermuth,Pat Freiermuth,TE,PIT,25,16,3568,21,34,-13,25.0,,0,0
Bryce Young,Bryce Young,QB,CAR,23,16,3462,21,33,-12,25.0,,0,0
Javon Baker,Javon Baker,WR,NEP,22,16,2902,21,28,-7,23.0,,0,0
Kimani Vidal,Kimani Vidal,RB,LAC,22,16,3001,21,29,-8,24.0,,0,0
Roman Wilson,Roman Wilson,WR,PIT,23,15,3469,19,33,-14,24.0,,0,0
Dallas Goedert,Dallas Goedert,TE,PHI,29,15,3121,19,30,-11,23.0,Dallas Goedert,0,1
Jalen McMillan,Jalen McMillan,WR,TBB,22,15,2756,19,26,-7,21.0,,0,0
Malachi Corley,Malachi Corley,WR,NYJ,22,15,2857,19,27,-8,22.0,,0,0
Khalil Shakir,Khalil Shakir,WR,BUF,24,15,3566,19,34,-15,24.0,,0,0
Deshaun Watson,Deshaun Watson,QB,CLE,28,15,2819,19,27,-8,22.0,,0,0
Roschon Johnson,Roschon Johnson,RB,CHI,23,15,2725,19,26,-7,21.0,,0,0
Rico Dowdle,Rico Dowdle,RB,DAL,26,15,2435,19,23,-4,20.0,Rico Dowdle,0,1
Ray Davis,Ray Davis,RB,BUF,24,15,2628,19,25,-6,21.0,Ray Davis,0,1
Brandin Cooks,Brandin Cooks,WR,DAL,30,14,2034,18,19,-1,18.0,,0,0
Dalton Schultz,Dalton Schultz,TE,HOU,28,14,3251,18,31,-13,22.0,,0,0
Quentin Johnston,Quentin Johnston,WR,LAC,22,14,2909,18,28,-10,21.0,,0,0
Braelon Allen,Braelon Allen,RB,NYJ,20,14,2665,18,25,-7,20.0,Braelon Allen,0,1
Geno Smith,Geno Smith,QB,SEA,33,13,1945,17,18,-1,17.0,Geno Smith,0,1
Cade Otton,Cade Otton,TE,TBB,25,13,2184,17,20,-3,18.0,,0,0
Austin Ekeler,Austin Ekeler,RB,WAS,29,13,2685,17,25,-8,20.0,,0,0
Tyler Allgeier,Tyler Allgeier,RB,ATL,24,13,2603,17,25,-8,20.0,,0,0
Antonio Gibson,Antonio Gibson,RB,NEP,26,13,2309,17,22,-5,19.0,,0,0
Keaton Mitchell,Keaton Mitchell,RB,BAL,22,13,2862,17,27,-10,20.0,,0,0
Michael Wilson,Michael Wilson,WR,ARI,24,12,3063,15,29,-14,20.0,,0,0
Darnell Mooney,Darnell Mooney,WR,ATL,26,12,2376,15,22,-7,17.0,,0,0
Tyrone Tracy Jr.,Tyrone Tracy,RB,NYG,24,12,2476,15,23,-8,18.0,,0,0
Audric Estime,Audric Estime,RB,DEN,20,12,2866,15,27,-12,19.0,,0,0
Bucky Irving,Bucky Irving,RB,TBB,21,12,2659,15,25,-10,18.0,,0,0
Will Shipley,Will Shipley,RB,PHI,21,12,2211,15,21,-6,17.0,,0,0
Isaiah Likely,Isaiah Likely,TE,BAL,24,12,3157,15,30,-15,20.0,,0,0
Baker Mayfield,Baker Mayfield,QB,TBB,29,12,2661,15,25,-10,18.0,,0,0
Elijah Mitchell,Elijah Mitchell,RB,SFO,26,11,2049,14,19,-5,16.0,,0,0
Ezekiel Elliott,Ezekiel Elliott,RB,DAL,29,11,2278,14,21,-7,16.0,,0,0
DeMario Douglas,Demario Douglas,WR,NEP,23,11,3165,14,30,-16,19.0,,0,0
Jalin Hyatt,Jalin Hyatt,WR,NYG,22,11,2359,14,22,-8,17.0,,0,0
Joshua Palmer,Josh Palmer,WR,LAC,24,11,3219,14,31,-17,20.0,,0,0
Khalil Herbert,Khalil Herbert,RB,CHI,26,10,2218,13,21,-8,16.0,,0,0
Chuba Hubbard,Chuba Hubbard,RB,CAR,25,10,2250,13,21,-8,16.0,,0,0
Kirk Cousins,Kirk Cousins,QB,ATL,35,10,2879,13,27,-14,18.0,,0,0
Dameon Pierce,Dameon Pierce,RB,HOU,24,10,2242,13,21,-8,16.0,,0,0
Michael Mayer,Michael Mayer,TE,LVR,23,10,2581,13,24,-11,17.0,,0,0
Luke McCaffrey,Luke McCaffrey,WR,WAS,23,10,2715,13,26,-13,17.0,,0,0
Tank Bigsby,Tank Bigsby,RB,JAC,22,10,2203,13,20,-7,15.0,Tank Bigsby,0,1
Isaac Guerendo,Isaac Guerendo,RB,SFO,24,9,1883,11,17,-6,13.0,,0,0
Matthew Stafford,Matthew Stafford,QB,LAR,36,9,2713,11,26,-15,16.0,,0,0
Ja'Tavion Sanders,Ja'Tavion Sanders,TE,CAR,21,9,2519,11,24,-13,15.0,,0,0
Devontez Walker,Devontez Walker,WR,BAL,23,9,2090,11,19,-8,14.0,,0,0
Wan'Dale Robinson,Wan'Dale Robinson,WR,NYG,23,9,2542,11,24,-13,15.0,,0,0
Demarcus Robinson,Demarcus Robinson,WR,LAR,29,9,1265,11,11,0,11.0,,0,0
J.K. Dobbins,J.K. Dobbins,RB,LAC,25,9,2504,11,24,-13,15.0,,0,0
Rasheen Ali,Rasheen Ali,RB,BAL,23,8,1754,10,16,-6,12.0,Rasheen Ali,0,1
Dylan Laube,Dylan Laube,RB,LVR,24,8,1786,10,16,-6,12.0,,0,0
Andrei Iosivas,Andrei Iosivas,WR,CIN,24,8,1392,10,12,-2,11.0,,1,0
Jacob Cowing,Jacob Cowing,WR,SFO,23,8,1477,10,13,-3,11.0,,1,0
Malik Washington,Malik Washington,WR,MIA,23,8,2157,10,20,-10,13.0,,0,0
Jonathan Mingo,Jonathan Mingo,WR,CAR,23,8,1809,10,16,-6,12.0,,0,0
Treylon Burks,Treylon Burks,WR,TEN,24,8,1689,10,15,-5,12.0,,1,0
D'Onta Foreman,D'Onta Foreman,RB,CLE,28,8,1326,10,12,-2,11.0,D'Onta Foreman,0,1
Clyde Edwards-Helaire,Clyde Edwards-Helaire,RB,KCC,25,8,1542,10,14,-4,11.0,,0,0
Chigoziem Okonkwo,Chigoziem Okonkwo,TE,TEN,24,8,2269,10,21,-11,14.0,,0,0
Elijah Moore,Elijah Moore,WR,CLE,24,7,1943,9,18,-9,12.0,,1,0
Tyler Conklin,Tyler Conklin,TE,NYJ,29,7,1485,9,13,-4,10.0,,0,0
Will Levis,Will Levis,QB,TEN,25,7,3017,9,29,-20,16.0,,0,0
Bo Nix,Bo Nix,QB,DEN,24,7,2891,9,27,-18,15.0,,0,0
Noah Fant,Noah Fant,TE,SEA,26,7,2042,9,19,-10,12.0,,0,0
A.T. Perry,A.T. Perry,WR,NOS,24,7,1797,9,16,-7,11.0,,1,0
Trey Sermon,Trey Sermon,RB,IND,25,7,1430,9,13,-4,10.0,,1,0
Hunter Henry,Hunter Henry,TE,NEP,29,6,1826,7,17,-10,10.0,,0,0
Michael Thomas,Michael Thomas,WR,FA,31,6,166,7,0,7,5.0,,0,0
Trey Palmer,Trey Palmer,WR,TBB,23,6,1962,7,18,-11,11.0,,1,0
Greg Dortch,Greg Dortch,WR,ARI,26,6,1782,7,16,-9,10.0,,0,0
Theo Johnson,Theo Johnson,TE,NYG,23,6,1924,7,18,-11,11.0,,0,0
Aaron Rodgers,Aaron Rodgers,QB,NYJ,40,6,2167,7,20,-13,11.0,Aaron Rodgers,0,1
Michael Penix Jr.,Michael Penix Jr.,QB,ATL,24,5,2974,6,28,-22,13.0,,0,0
Erick All Jr.,Erick All,TE,CIN,23,5,1612,6,14,-8,9.0,,1,0
Jared Wiley,Jared Wiley,TE,KCC,23,5,1463,6,13,-7,8.0,,1,0
Jalen Tolbert,Jalen Tolbert,WR,DAL,25,5,1563,6,14,-8,9.0,,1,0
Cedric Tillman,Cedric Tillman,WR,CLE,24,5,1695,6,15,-9,9.0,,0,0
Darius Slayton,Darius Slayton,WR,NYG,27,5,1456,6,13,-7,8.0,,0,0
Adam Thielen,Adam Thielen,WR,CAR,33,5,1682,6,15,-9,9.0,,0,0
Ainias Smith,Ainias Smith,WR,PHI,23,5,1267,6,11,-5,8.0,,1,0
Juwan Johnson,Juwan Johnson,TE,NOS,27,5,1560,6,14,-8,9.0,,0,0
Tucker Kraft,Tucker Kraft,TE,GBP,23,5,2571,6,24,-18,12.0,,0,0
Jawhar Jordan,Jawhar Jordan,RB,HOU,24,5,693,6,5,1,6.0,,1,0
Alexander Mattison,Alexander Mattison,RB,LVR,26,5,1494,6,13,-7,8.0,,0,0
Jelani Woods,Jelani Woods,TE,IND,25,5,1668,6,15,-9,9.0,,0,0
Odell Beckham Jr.,Odell Beckham,WR,MIA,31,4,916,5,7,-2,6.0,,0,0
Miles Sanders,Miles Sanders,RB,CAR,27,4,1209,5,10,-5,7.0,,1,0
Cade Stover,Cade Stover,TE,HOU,24,4,1494,5,13,-8,8.0,,1,0
Jordan Mason,Jordan Mason,RB,SFO,25,4,792,5,6,-1,5.0,,1,0
Eric Gray,Eric Gray,RB,NYG,24,4,1389,5,12,-7,7.0,,1,0
Daniel Jones,Daniel Jones,QB,NYG,27,4,1966,5,18,-13,9.0,,0,0
Blake Watson,Blake Watson,RB,DEN,24,4,1093,5,9,-4,6.0,,1,0
Chris Rodriguez Jr.,Chris Rodriguez,RB,WAS,23,3,1517,3,14,-11,7.0,,1,0
Mike Gesicki,Mike Gesicki,TE,CIN,28,3,1446,3,13,-10,6.0,,0,0
Greg Dulcich,Greg Dulcich,TE,DEN,24,3,2146,3,20,-17,9.0,,1,0
Colby Parkinson,Colby Parkinson,TE,LAR,25,3,1503,3,13,-10,6.0,,1,0
Jonnu Smith,Jonnu Smith,TE,MIA,28,3,1611,3,14,-11,7.0,,0,0
Taysom Hill,Taysom Hill,TE,NOS,33,3,1339,3,12,-9,6.0,,0,0
Johnny Wilson,Johnny Wilson,WR,PHI,23,3,1377,3,12,-9,6.0,,1,0
Sione Vaki,Sione Vaki,RB,DET,23,3,1072,3,9,-6,5.0,,1,0
Xavier Gipson,Xavier Gipson,WR,NYJ,23,3,1587,3,14,-11,7.0,,1,0
Justin Fields,Justin Fields,QB,PIT,25,3,2536,3,24,-21,10.0,,0,0
Derek Carr,Derek Carr,QB,NOS,33,3,1564,3,14,-11,7.0,,0,0
Russell Wilson,Russell Wilson,QB,PIT,35,3,1706,3,15,-12,7.0,,0,0
Dawson Knox,Dawson Knox,TE,BUF,27,2,1746,2,16,-14,7.0,,1,0
Lucas Krull,Lucas Krull,TE,DEN,26,2,136,2,0,2,1.0,,1,0
Darnell Washington,Darnell Washington,TE,PIT,22,2,1281,2,11,-9,5.0,,1,0
Jeremy Ruckert,Jeremy Ruckert,TE,NYJ,24,2,712,2,5,-3,3.0,,1,0
Zach Ertz,Zach Ertz,TE,WAS,33,2,731,2,6,-4,3.0,,0,0
Daniel Bellinger,Daniel Bellinger,TE,NYG,23,2,1886,2,17,-15,7.0,,1,0
Michael Carter,Michael Carter,RB,ARI,25,2,918,2,7,-5,4.0,,1,0
Tyler Higbee,Tyler Higbee,TE,LAR,31,2,1132,2,10,-8,5.0,,1,0
Tre Tucker,Tre Tucker,WR,LVR,23,2,1489,2,13,-11,6.0,,0,0
Gardner Minshew II,Gardner Minshew,QB,LVR,28,2,1552,2,14,-12,6.0,,1,0
Aidan O'Connell,Aidan O'Connell,QB,LVR,25,2,1387,2,12,-10,5.0,,1,0
Parker Washington,Parker Washington,WR,JAC,22,2,1543,2,14,-12,6.0,,0,0
Calvin Austin III,Calvin Austin III,WR,PIT,25,2,1363,2,12,-10,5.0,,1,0
Ryan Flournoy,Ryan Flournoy,WR,DAL,24,2,759,2,6,-4,3.0,,1,0
Kenneth Gainwell,Kenneth Gainwell,RB,PHI,25,2,1387,2,12,-10,5.0,,0,0
Justice Hill,Justice Hill,RB,BAL,26,2,1275,2,11,-9,5.0,,1,0
AJ Dillon,AJ Dillon,RB,GBP,26,2,1465,2,13,-11,6.0,,0,0
D'Ernest Johnson,D'Ernest Johnson,RB,JAC,28,2,689,2,5,-3,3.0,,1,0
Evan Hull,Evan Hull,RB,IND,23,2,1561,2,14,-12,6.0,,1,0
Isaiah Spiller,Isaiah Spiller,RB,LAC,23,2,1193,2,10,-8,5.0,,0,0
Deneric Prince,Deneric Prince,RB,KCC,24,2,712,2,5,-3,3.0,,1,0
Isaiah Davis,Isaiah Davis,RB,NYJ,22,2,1213,2,10,-8,5.0,,1,0
Sean Tucker,Sean Tucker,RB,TBB,22,1,1213,1,10,-9,4.0,,0,0
Jauan Jennings,Jauan Jennings,WR,SFO,27,1,1499,1,13,-12,5.0,,1,0
DJ Chark Jr.,D.J. Chark,WR,LAC,27,1,1639,1,15,-14,6.0,,0,0
Brenden Rice,Brenden Rice,WR,LAC,22,1,1971,1,18,-17,7.0,,0,0
Zay Jones,Zay Jones,WR,ARI,29,1,1653,1,15,-14,6.0,,0,0
Tim Patrick,Tim Patrick,WR,DEN,30,1,616,1,4,-3,2.0,,1,0
Rondale Moore,Rondale Moore,WR,ATL,24,1,2062,1,19,-18,7.0,,0,0
Noah Brown,Noah Brown,WR,HOU,27,1,1197,1,10,-9,4.0,,1,0
K.J. Osborn,K.J. Osborn,WR,NEP,27,1,1396,1,12,-11,5.0,,1,0
Bo Melton,Bo Melton,WR,GBP,25,1,1444,1,13,-12,5.0,,1,0
Jordan Travis,Jordan Travis,QB,NYJ,24,1,688,1,5,-4,2.0,,1,0
John Metchie III,John Metchie,WR,HOU,24,1,1452,1,13,-12,5.0,,1,0
Dalvin Cook,Dalvin Cook,RB,BAL,29,1,239,1,1,0,1.0,,0,0
Tyler Boyd,Tyler Boyd,WR,TEN,29,1,1695,1,15,-14,6.0,,1,0
Kendrick Bourne,Kendrick Bourne,WR,NEP,29,1,1490,1,13,-12,5.0,,0,0
Kadarius Toney,Kadarius Toney,WR,KCC,25,1,799,1,6,-5,3.0,,0,0
Kayshon Boutte,Kayshon Boutte,WR,NEP,22,1,1145,1,10,-9,4.0,,1,0
