Player,Matched_Player_Name,Position,Team,Age,JB Trade Value,KTC Trade Value,JB_normalized,KTC_normalized,Value_Difference,weighted_avg_trade_value,BestMatch,free_agent_indicator,rostered_indicator
Joe Burrow,Joe Burrow,QB,CIN,27.0,47,6215,61,62,-1,143.0,,0,0
Saquon Barkley,Saquon Barkley,RB,PHI,27.0,47,6143,61,61,0,142.0,Saquon Barkley,0,1
Kenneth Walker III,Kenneth Walker III,RB,SEA,23.0,45,5878,59,58,1,137.0,,0,0
Kyren Williams,Kyren Williams,RB,LAR,23.0,45,6144,59,61,-2,138.0,,0,0
Michael Pittman Jr.,Michael Pittman,WR,IND,26.0,45,6214,59,62,-3,139.0,,0,0
Tee Higgins,Tee Higgins,WR,CIN,25.0,45,6109,59,60,-1,138.0,Tee Higgins,0,1
Sam LaPorta,Sam LaPorta,TE,DET,23.0,45,7804,59,77,-18,144.0,,0,0
Xavier Worthy,Xavier Worthy,WR,KCC,21.0,44,5595,57,55,2,132.0,,0,0
Rashee Rice,Rashee Rice,WR,KCC,24.0,44,5133,57,51,6,131.0,,0,0
James Cook,James Cook,RB,BUF,24.0,43,5624,56,56,0,131.0,,0,0
Jaxon Smith-Njigba,Jaxon Smith-Njigba,WR,SEA,22.0,43,5986,56,59,-3,132.0,,0,0
Zay Flowers,Zay Flowers,WR,BAL,23.0,43,6128,56,61,-5,132.0,,0,0
Caleb Williams,Caleb Williams,QB,CHI,22.0,43,5978,56,59,-3,132.0,,0,0
Kyler Murray,Kyler Murray,QB,ARI,26.0,42,5552,55,55,0,128.0,,0,0
Dalton Kincaid,Dalton Kincaid,TE,BUF,24.0,41,6324,53,63,-10,127.0,,0,0
Deebo Samuel Sr.,Deebo Samuel,WR,SFO,28.0,41,5438,53,54,-1,124.0,,0,0
Isiah Pacheco,Isiah Pacheco,RB,KCC,25.0,40,5794,52,57,-5,123.0,,0,0
Trey McBride,Trey McBride,TE,ARI,24.0,40,6411,52,64,-12,125.0,Trey McBride,0,1
Justin Herbert,Justin Herbert,QB,LAC,26.0,40,5793,52,57,-5,123.0,,0,0
Mike Evans,Mike Evans,WR,TBB,30.0,39,5031,51,50,1,119.0,,0,0
Brian Thomas Jr.,Brian Thomas Jr.,WR,JAC,21.0,39,5631,51,56,-5,121.0,,1,0
Davante Adams,Davante Adams,WR,LVR,31.0,39,5012,51,50,1,119.0,,0,0
Jayden Reed,Jayden Reed,WR,GBP,24.0,39,5370,51,53,-2,120.0,,0,0
Jonathon Brooks,Jonathon Brooks,RB,CAR,21.0,39,6083,51,60,-9,122.0,,0,0
Christian Kirk,Christian Kirk,WR,JAC,27.0,38,4803,50,47,3,116.0,,0,0
Mark Andrews,Mark Andrews,TE,BAL,28.0,38,5838,50,58,-8,119.0,,0,0
Brock Bowers,Brock Bowers,TE,LVR,21.0,37,6265,48,62,-14,117.0,,0,0
Josh Jacobs,Josh Jacobs,RB,GBP,26.0,37,5140,48,51,-3,113.0,,0,0
Stefon Diggs,Stefon Diggs,WR,HOU,30.0,37,4381,48,43,5,110.0,,0,0
Ladd McConkey,Ladd McConkey,WR,LAC,22.0,37,5627,48,56,-8,115.0,,0,0
Kyle Pitts,Kyle Pitts,TE,ATL,23.0,37,6054,48,60,-12,116.0,,0,0
Jordan Addison,Jordan Addison,WR,MIN,22.0,36,5940,47,59,-12,114.0,,0,0
Amari Cooper,Amari Cooper,WR,CLE,30.0,36,4612,47,45,2,109.0,,0,0
Rachaad White,Rachaad White,RB,TBB,25.0,36,5492,47,54,-7,112.0,,0,0
Terry McLaurin,Terry McLaurin,WR,WAS,28.0,35,4589,46,45,1,107.0,,0,0
Cooper Kupp,Cooper Kupp,WR,LAR,31.0,35,4719,46,47,-1,108.0,,0,0
T.J. Hockenson,T.J. Hockenson,TE,MIN,27.0,35,5348,46,53,-7,110.0,,0,0
Jordan Love,Jordan Love,QB,GBP,25.0,35,5804,46,57,-11,111.0,,0,0
Chris Godwin,Chris Godwin,WR,TBB,28.0,34,4321,44,43,1,102.0,,0,0
Trey Benson,Trey Benson,RB,ARI,22.0,34,5172,44,51,-7,105.0,,0,0
D'Andre Swift,D'Andre Swift,RB,CHI,25.0,33,4557,43,45,-2,101.0,,0,0
Travis Kelce,Travis Kelce,TE,KCC,34.0,33,4889,43,48,-5,102.0,,0,0
Keon Coleman,Keon Coleman,WR,BUF,21.0,32,5162,42,51,-9,101.0,,0,0
Calvin Ridley,Calvin Ridley,WR,TEN,29.0,32,4076,42,40,2,97.0,,0,0
Joe Mixon,Joe Mixon,RB,HOU,28.0,32,4343,42,43,-1,98.0,,0,0
Alvin Kamara,Alvin Kamara,RB,NOS,29.0,32,4026,42,40,2,97.0,,0,0
Derrick Henry,Derrick Henry,RB,BAL,30.0,32,4593,42,45,-3,99.0,,0,0
Tyjae Spears,Tyjae Spears,RB,TEN,23.0,31,4317,40,43,-3,94.0,,0,0
George Kittle,George Kittle,TE,SFO,30.0,31,4280,40,42,-2,94.0,,0,0
Rhamondre Stevenson,Rhamondre Stevenson,RB,NEP,26.0,31,4817,40,48,-8,96.0,,0,0
Ricky Pearsall,Ricky Pearsall,WR,SFO,23.0,31,4651,40,46,-6,95.0,,0,0
Jayden Daniels,Jayden Daniels,QB,WAS,23.0,30,5440,39,54,-15,96.0,,0,0
Brian Robinson Jr.,Brian Robinson,RB,WAS,25.0,30,4063,39,40,-1,91.0,,0,0
David Montgomery,David Montgomery,RB,DET,27.0,30,4348,39,43,-4,92.0,,0,0
Christian Watson,Christian Watson,WR,GBP,25.0,30,4584,39,45,-6,93.0,,0,0
Najee Harris,Najee Harris,RB,PIT,26.0,29,4275,38,42,-4,90.0,,0,0
Trevor Lawrence,Trevor Lawrence,QB,JAC,24.0,29,4786,38,47,-9,92.0,,0,0
Adonai Mitchell,Adonai Mitchell,WR,IND,21.0,29,4289,38,42,-4,90.0,,0,0
Brock Purdy,Brock Purdy,QB,SFO,24.0,29,4491,38,44,-6,91.0,,0,0
Tony Pollard,Tony Pollard,RB,TEN,27.0,29,3775,38,37,1,88.0,,0,0
Dak Prescott,Dak Prescott,QB,DAL,30.0,28,4318,36,43,-7,86.0,,0,0
Aaron Jones,Aaron Jones,RB,MIN,29.0,28,3552,36,35,1,84.0,,0,0
Zamir White,Zamir White,RB,LVR,24.0,28,4517,36,45,-9,87.0,,0,0
Zack Moss,Zack Moss,RB,CIN,26.0,28,3604,36,35,1,84.0,Zack Moss,0,1
Javonte Williams,Javonte Williams,RB,DEN,24.0,28,3833,36,38,-2,85.0,,0,0
Evan Engram,Evan Engram,TE,JAC,29.0,28,4266,36,42,-6,86.0,,0,0
Kendre Miller,Kendre Miller,RB,NOS,22.0,27,4014,35,39,-4,83.0,,0,0
Jaylen Warren,Jaylen Warren,RB,PIT,25.0,27,4245,35,42,-7,84.0,,0,0
Xavier Legette,Xavier Legette,WR,CAR,23.0,27,4262,35,42,-7,84.0,,0,0
Diontae Johnson,Diontae Johnson,WR,CAR,28.0,27,4275,35,42,-7,84.0,,0,0
Ja'Lynn Polk,Ja'Lynn Polk,WR,NEP,22.0,27,3920,35,39,-4,83.0,,0,0
Keenan Allen,Keenan Allen,WR,CHI,32.0,26,3649,34,36,-2,80.0,,0,0
Zach Charbonnet,Zach Charbonnet,RB,SEA,23.0,26,3941,34,39,-5,81.0,,0,0
Tua Tagovailoa,Tua Tagovailoa,QB,MIA,26.0,25,4362,32,43,-11,78.0,,0,0
Jameson Williams,Jameson Williams,WR,DET,23.0,25,4015,32,40,-8,77.0,,0,0
Jermaine Burton,Jermaine Burton,WR,CIN,23.0,25,3560,32,35,-3,76.0,Jermaine Burton,0,1
MarShawn Lloyd,MarShawn Lloyd,RB,GBP,23.0,25,3857,32,38,-6,77.0,,0,0
David Njoku,David Njoku,TE,CLE,28.0,25,3995,32,39,-7,77.0,,0,0
Mike Williams,Mike Williams,WR,NYJ,29.0,24,2391,31,23,8,70.0,,0,0
Courtland Sutton,Courtland Sutton,WR,DEN,28.0,24,3292,31,32,-1,73.0,,0,0
Nick Chubb,Nick Chubb,RB,CLE,28.0,24,3386,31,33,-2,73.0,Nick Chubb,0,1
Blake Corum,Blake Corum,RB,LAR,23.0,24,4107,31,40,-9,75.0,,0,0
James Conner,James Conner,RB,ARI,29.0,23,3380,30,33,-3,71.0,,0,0
Jaylen Wright,Jaylen Wright,RB,MIA,21.0,23,3690,30,36,-6,72.0,,0,0
Marvin Mims Jr.,Marvin Mims,WR,DEN,22.0,23,2828,30,28,2,69.0,,0,0
Jakobi Meyers,Jakobi Meyers,WR,LVR,27.0,23,3228,30,32,-2,71.0,,0,0
Raheem Mostert,Raheem Mostert,RB,MIA,32.0,22,3086,28,30,-2,66.0,,0,0
Jerry Jeudy,Jerry Jeudy,WR,CLE,25.0,22,3339,28,33,-5,67.0,,0,0
Devin Singletary,Devin Singletary,RB,NYG,26.0,22,3354,28,33,-5,67.0,,0,0
Jahan Dotson,Jahan Dotson,WR,WAS,24.0,21,3543,27,35,-8,66.0,Jahan Dotson,0,1
DeAndre Hopkins,DeAndre Hopkins,WR,TEN,32.0,21,3097,27,30,-3,64.0,,0,0
Josh Downs,Josh Downs,WR,IND,22.0,21,3756,27,37,-10,66.0,,0,0
Dontayvion Wicks,Dontayvion Wicks,WR,GBP,23.0,21,3738,27,37,-10,66.0,,0,0
Ty Chandler,Ty Chandler,RB,MIN,26.0,21,2357,27,23,4,62.0,,0,0
Curtis Samuel,Curtis Samuel,WR,BUF,27.0,20,2903,26,28,-2,61.0,,0,0
J.J. McCarthy,J.J. McCarthy,QB,MIN,21.0,20,3586,26,35,-9,64.0,,0,0
Jake Ferguson,Jake Ferguson,TE,DAL,25.0,20,4240,26,42,-16,66.0,Jake Ferguson,0,1
Rashid Shaheed,Rashid Shaheed,WR,NOS,25.0,20,3295,26,32,-6,63.0,,0,0
Jaleel McLaughlin,Jaleel McLaughlin,RB,DEN,23.0,19,3069,25,30,-5,60.0,,0,0
Chase Brown,Chase Brown,RB,CIN,24.0,19,3474,25,34,-9,61.0,,0,0
Drake Maye,Drake Maye,QB,NEP,21.0,19,3792,25,37,-12,62.0,,0,0
Rashod Bateman,Rashod Bateman,WR,BAL,24.0,19,2582,25,25,0,58.0,,0,0
Romeo Doubs,Romeo Doubs,WR,GBP,24.0,18,3783,23,37,-14,58.0,,0,0
Gus Edwards,Gus Edwards,RB,LAC,29.0,18,2811,23,27,-4,55.0,Gus Edwards,0,1
Jerome Ford,Jerome Ford,RB,CLE,24.0,18,3500,23,34,-11,57.0,,0,0
Luke Musgrave,Luke Musgrave,TE,GBP,23.0,17,3310,22,32,-10,55.0,,0,0
Jared Goff,Jared Goff,QB,DET,29.0,17,3856,22,38,-16,57.0,,0,0
Tyler Lockett,Tyler Lockett,WR,SEA,31.0,17,2641,22,26,-4,53.0,,0,0
Ben Sinnott,Ben Sinnott,TE,WAS,22.0,16,3464,21,34,-13,53.0,,0,0
Troy Franklin,Troy Franklin,WR,DEN,21.0,16,3598,21,35,-14,54.0,,0,0
Cole Kmet,Cole Kmet,TE,CHI,25.0,16,3274,21,32,-11,53.0,,0,0
Pat Freiermuth,Pat Freiermuth,TE,PIT,25.0,16,3583,21,35,-14,54.0,,0,0
Bryce Young,Bryce Young,QB,CAR,23.0,16,3487,21,34,-13,53.0,,0,0
Javon Baker,Javon Baker,WR,NEP,22.0,16,3017,21,29,-8,52.0,,0,0
Kimani Vidal,Kimani Vidal,RB,LAC,22.0,16,2862,21,28,-7,51.0,,0,0
Roman Wilson,Roman Wilson,WR,PIT,23.0,15,3590,19,35,-16,50.0,,0,0
Dallas Goedert,Dallas Goedert,TE,PHI,29.0,15,3184,19,31,-12,48.0,Dallas Goedert,0,1
Jalen McMillan,Jalen McMillan,WR,TBB,22.0,15,2858,19,28,-9,47.0,,0,0
Malachi Corley,Malachi Corley,WR,NYJ,22.0,15,2931,19,29,-10,48.0,,0,0
Khalil Shakir,Khalil Shakir,WR,BUF,24.0,15,3474,19,34,-15,49.0,,0,0
Deshaun Watson,Deshaun Watson,QB,CLE,28.0,15,2760,19,27,-8,47.0,,0,0
Roschon Johnson,Roschon Johnson,RB,CHI,23.0,15,2788,19,27,-8,47.0,,0,0
Rico Dowdle,Rico Dowdle,RB,DAL,26.0,15,2402,19,23,-4,46.0,Rico Dowdle,0,1
Ray Davis,Ray Davis,RB,BUF,24.0,15,2506,19,24,-5,46.0,Ray Davis,0,1
Brandin Cooks,Brandin Cooks,WR,DAL,30.0,14,2070,18,20,-2,43.0,,0,0
Dalton Schultz,Dalton Schultz,TE,HOU,28.0,14,3193,18,31,-13,46.0,,0,0
Quentin Johnston,Quentin Johnston,WR,LAC,22.0,14,3032,18,30,-12,46.0,,0,0
Braelon Allen,Braelon Allen,RB,NYJ,20.0,14,2673,18,26,-8,45.0,Braelon Allen,0,1
Geno Smith,Geno Smith,QB,SEA,33.0,13,1844,17,18,-1,40.0,Geno Smith,0,1
Cade Otton,Cade Otton,TE,TBB,25.0,13,2230,17,22,-5,41.0,,0,0
Austin Ekeler,Austin Ekeler,RB,WAS,29.0,13,2674,17,26,-9,43.0,,0,0
Tyler Allgeier,Tyler Allgeier,RB,ATL,24.0,13,2547,17,25,-8,42.0,,0,0
Antonio Gibson,Antonio Gibson,RB,NEP,26.0,13,2293,17,22,-5,41.0,,0,0
Keaton Mitchell,Keaton Mitchell,RB,BAL,22.0,13,2834,17,28,-11,43.0,,0,0
Michael Wilson,Michael Wilson,WR,ARI,24.0,12,2969,15,29,-14,40.0,,0,0
Darnell Mooney,Darnell Mooney,WR,ATL,26.0,12,2293,15,22,-7,37.0,,0,0
Tyrone Tracy Jr.,Tyrone Tracy,RB,NYG,24.0,12,2421,15,24,-9,38.0,,0,0
Audric Estime,Audric Estime,RB,DEN,20.0,12,2685,15,26,-11,39.0,,0,0
Bucky Irving,Bucky Irving,RB,TBB,21.0,12,2730,15,27,-12,39.0,,0,0
Will Shipley,Will Shipley,RB,PHI,21.0,12,2386,15,23,-8,38.0,,0,0
Isaiah Likely,Isaiah Likely,TE,BAL,24.0,12,3279,15,32,-17,41.0,,0,0
Baker Mayfield,Baker Mayfield,QB,TBB,29.0,12,2693,15,26,-11,39.0,,0,0
Elijah Mitchell,Elijah Mitchell,RB,SFO,26.0,11,1977,14,19,-5,34.0,,0,0
Ezekiel Elliott,Ezekiel Elliott,RB,DAL,29.0,11,2245,14,22,-8,35.0,,0,0
DeMario Douglas,Demario Douglas,WR,NEP,23.0,11,3247,14,32,-18,39.0,,0,0
Jalin Hyatt,Jalin Hyatt,WR,NYG,22.0,11,2464,14,24,-10,36.0,,0,0
Joshua Palmer,Josh Palmer,WR,LAC,24.0,11,3142,14,31,-17,38.0,,0,0
Khalil Herbert,Khalil Herbert,RB,CHI,26.0,10,2154,13,21,-8,33.0,,0,0
Chuba Hubbard,Chuba Hubbard,RB,CAR,25.0,10,2178,13,21,-8,33.0,,0,0
Kirk Cousins,Kirk Cousins,QB,ATL,35.0,10,2899,13,28,-15,35.0,,0,0
Dameon Pierce,Dameon Pierce,RB,HOU,24.0,10,2217,13,21,-8,33.0,,0,0
Michael Mayer,Michael Mayer,TE,LVR,23.0,10,2791,13,27,-14,35.0,,0,0
Luke McCaffrey,Luke McCaffrey,WR,WAS,23.0,10,2771,13,27,-14,35.0,,0,0
Tank Bigsby,Tank Bigsby,RB,JAC,22.0,10,2160,13,21,-8,33.0,Tank Bigsby,0,1
Isaac Guerendo,Isaac Guerendo,RB,SFO,24.0,9,1976,11,19,-8,28.0,,0,0
Matthew Stafford,Matthew Stafford,QB,LAR,36.0,9,2699,11,26,-15,31.0,,0,0
Ja'Tavion Sanders,Ja'Tavion Sanders,TE,CAR,21.0,9,2498,11,24,-13,30.0,,0,0
Devontez Walker,Devontez Walker,WR,BAL,23.0,9,2071,11,20,-9,29.0,,0,0
Wan'Dale Robinson,Wan'Dale Robinson,WR,NYG,23.0,9,2605,11,25,-14,30.0,,0,0
Demarcus Robinson,Demarcus Robinson,WR,LAR,29.0,9,1304,11,12,-1,26.0,,0,0
J.K. Dobbins,J.K. Dobbins,RB,LAC,25.0,9,2528,11,25,-14,30.0,,0,0
Rasheen Ali,Rasheen Ali,RB,BAL,23.0,8,1816,10,17,-7,26.0,Rasheen Ali,0,1
Dylan Laube,Dylan Laube,RB,LVR,24.0,8,1811,10,17,-7,26.0,,0,0
Andrei Iosivas,Andrei Iosivas,WR,CIN,24.0,8,1404,10,13,-3,24.0,,1,0
Jacob Cowing,Jacob Cowing,WR,SFO,23.0,8,1547,10,15,-5,25.0,,1,0
Malik Washington,Malik Washington,WR,MIA,23.0,8,2017,10,19,-9,26.0,,1,0
Jonathan Mingo,Jonathan Mingo,WR,CAR,23.0,8,1984,10,19,-9,26.0,,0,0
Treylon Burks,Treylon Burks,WR,TEN,24.0,8,1783,10,17,-7,26.0,,1,0
D'Onta Foreman,D'Onta Foreman,RB,CLE,28.0,8,1449,10,14,-4,25.0,D'Onta Foreman,0,1
Clyde Edwards-Helaire,Clyde Edwards-Helaire,RB,KCC,25.0,8,1496,10,14,-4,25.0,,0,0
Chigoziem Okonkwo,Chigoziem Okonkwo,TE,TEN,24.0,8,2288,10,22,-12,27.0,,0,0
Elijah Moore,Elijah Moore,WR,CLE,24.0,7,1964,9,19,-10,24.0,,1,0
Tyler Conklin,Tyler Conklin,TE,NYJ,28.0,7,1424,9,14,-5,23.0,,0,0
Will Levis,Will Levis,QB,TEN,25.0,7,2997,9,29,-20,28.0,,0,0
Bo Nix,Bo Nix,QB,DEN,24.0,7,2826,9,28,-19,27.0,,0,0
Noah Fant,Noah Fant,TE,SEA,26.0,7,2010,9,19,-10,24.0,,0,0
A.T. Perry,A.T. Perry,WR,NOS,24.0,7,1794,9,17,-8,24.0,,1,0
Trey Sermon,Trey Sermon,RB,IND,25.0,7,1442,9,14,-5,23.0,,1,0
Hunter Henry,Hunter Henry,TE,NEP,29.0,6,1783,7,17,-10,20.0,,0,0
Michael Thomas,Michael Thomas,WR,FA,31.0,6,259,7,2,5,15.0,,0,0
Trey Palmer,Trey Palmer,WR,TBB,23.0,6,1989,7,19,-12,20.0,,1,0
Greg Dortch,Greg Dortch,WR,ARI,26.0,6,1691,7,16,-9,19.0,,0,0
Theo Johnson,Theo Johnson,TE,NYG,23.0,6,1864,7,18,-11,20.0,,0,0
Aaron Rodgers,Aaron Rodgers,QB,NYJ,40.0,6,2205,7,21,-14,21.0,Aaron Rodgers,0,1
Michael Penix Jr.,Michael Penix Jr.,QB,ATL,24.0,5,2919,6,29,-23,22.0,,0,0
Erick All Jr.,Erick All,TE,CIN,23.0,5,1593,6,15,-9,17.0,,1,0
Jared Wiley,Jared Wiley,TE,KCC,23.0,5,1494,6,14,-8,17.0,,1,0
Jalen Tolbert,Jalen Tolbert,WR,DAL,25.0,5,1485,6,14,-8,17.0,,1,0
Cedric Tillman,Cedric Tillman,WR,CLE,24.0,5,1646,6,16,-10,17.0,,0,0
Darius Slayton,Darius Slayton,WR,NYG,27.0,5,1437,6,14,-8,17.0,,0,0
Adam Thielen,Adam Thielen,WR,CAR,33.0,5,1637,6,16,-10,17.0,,0,0
Ainias Smith,Ainias Smith,WR,PHI,23.0,5,1265,6,12,-6,16.0,,1,0
Juwan Johnson,Juwan Johnson,TE,NOS,27.0,5,1493,6,14,-8,17.0,,0,0
Tucker Kraft,Tucker Kraft,TE,GBP,23.0,5,2538,6,25,-19,20.0,,0,0
Jawhar Jordan,Jawhar Jordan,RB,HOU,24.0,5,662,6,6,0,14.0,,1,0
Alexander Mattison,Alexander Mattison,RB,LVR,26.0,5,1524,6,15,-9,17.0,,0,0
Jelani Woods,Jelani Woods,TE,IND,25.0,5,1700,6,16,-10,17.0,,0,0
Odell Beckham Jr.,Odell Beckham,WR,MIA,31.0,4,840,5,8,-3,13.0,,0,0
Miles Sanders,Miles Sanders,RB,CAR,27.0,4,1207,5,11,-6,14.0,,1,0
Cade Stover,Cade Stover,TE,HOU,24.0,4,1536,5,15,-10,15.0,,1,0
Jordan Mason,Jordan Mason,RB,SFO,25.0,4,839,5,8,-3,13.0,,1,0
Eric Gray,Eric Gray,RB,NYG,24.0,4,1441,5,14,-9,15.0,,1,0
Daniel Jones,Daniel Jones,QB,NYG,27.0,4,1924,5,19,-14,16.0,,0,0
Blake Watson,Blake Watson,RB,DEN,24.0,4,1071,5,10,-5,13.0,,1,0
Chris Rodriguez Jr.,Chris Rodriguez,RB,WAS,23.0,3,1572,3,15,-12,11.0,,1,0
Mike Gesicki,Mike Gesicki,TE,CIN,28.0,3,1344,3,13,-10,10.0,,0,0
Greg Dulcich,Greg Dulcich,TE,DEN,24.0,3,2147,3,21,-18,13.0,,1,0
Colby Parkinson,Colby Parkinson,TE,LAR,25.0,3,1374,3,13,-10,10.0,,1,0
Jonnu Smith,Jonnu Smith,TE,MIA,28.0,3,1349,3,13,-10,10.0,,0,0
Taysom Hill,Taysom Hill,QB,NOS,33.0,3,1226,3,12,-9,10.0,,0,0
Johnny Wilson,Johnny Wilson,WR,PHI,23.0,3,1312,3,12,-9,10.0,,1,0
Sione Vaki,Sione Vaki,RB,DET,22.0,3,986,3,9,-6,9.0,,1,0
Xavier Gipson,Xavier Gipson,WR,NYJ,23.0,3,1588,3,15,-12,11.0,,1,0
Justin Fields,Justin Fields,QB,PIT,25.0,3,2449,3,24,-21,14.0,,0,0
Derek Carr,Derek Carr,QB,NOS,33.0,3,1565,3,15,-12,11.0,,0,0
Russell Wilson,Russell Wilson,QB,PIT,35.0,3,1732,3,17,-14,12.0,,0,0
Dawson Knox,Dawson Knox,TE,BUF,27.0,2,1697,2,16,-14,9.0,,1,0
Darnell Washington,Darnell Washington,TE,PIT,22.0,2,1306,2,12,-10,8.0,,1,0
Jeremy Ruckert,Jeremy Ruckert,TE,NYJ,23.0,2,767,2,7,-5,6.0,,1,0
Zach Ertz,Zach Ertz,TE,WAS,33.0,2,660,2,6,-4,6.0,,0,0
Daniel Bellinger,Daniel Bellinger,TE,NYG,23.0,2,2002,2,19,-17,10.0,,1,0
Michael Carter,Michael Carter,RB,ARI,25.0,2,918,2,8,-6,7.0,,1,0
Tyler Higbee,Tyler Higbee,TE,LAR,31.0,2,1214,2,11,-9,8.0,,1,0
Tre Tucker,Tre Tucker,WR,LVR,23.0,2,1545,2,15,-13,9.0,,0,0
Gardner Minshew II,Gardner Minshew,QB,LVR,28.0,2,1525,2,15,-13,9.0,,1,0
Aidan O'Connell,Aidan O'Connell,QB,LVR,25.0,2,1368,2,13,-11,8.0,,1,0
Parker Washington,Parker Washington,WR,JAC,22.0,2,1573,2,15,-13,9.0,,0,0
Calvin Austin III,Calvin Austin III,WR,PIT,25.0,2,1447,2,14,-12,9.0,,1,0
Ryan Flournoy,Ryan Flournoy,WR,DAL,24.0,2,757,2,7,-5,6.0,,1,0
Kenneth Gainwell,Kenneth Gainwell,RB,PHI,25.0,2,1378,2,13,-11,8.0,,0,0
Justice Hill,Justice Hill,RB,BAL,26.0,2,1198,2,11,-9,8.0,,1,0
AJ Dillon,AJ Dillon,RB,GBP,26.0,2,1501,2,14,-12,9.0,,0,0
D'Ernest Johnson,D'Ernest Johnson,RB,JAC,28.0,2,635,2,6,-4,6.0,,1,0
Evan Hull,Evan Hull,RB,IND,23.0,2,1609,2,15,-13,9.0,,1,0
Isaiah Spiller,Isaiah Spiller,RB,LAC,22.0,2,1132,2,11,-9,8.0,,0,0
Isaiah Davis,Isaiah Davis,RB,NYJ,22.0,2,1192,2,11,-9,8.0,,1,0
Sean Tucker,Sean Tucker,RB,TBB,22.0,1,1239,1,12,-11,6.0,,0,0
Jauan Jennings,Jauan Jennings,WR,SFO,27.0,1,1406,1,13,-12,6.0,,1,0
DJ Chark Jr.,D.J. Chark,WR,LAC,27.0,1,1501,1,14,-13,7.0,,0,0
Brenden Rice,Brenden Rice,WR,LAC,22.0,1,1951,1,19,-18,8.0,,0,0
Zay Jones,Zay Jones,WR,ARI,29.0,1,1654,1,16,-15,7.0,,0,0
Tim Patrick,Tim Patrick,WR,DEN,30.0,1,553,1,5,-4,4.0,,1,0
Rondale Moore,Rondale Moore,WR,ATL,24.0,1,2044,1,20,-19,9.0,,0,0
