Player,Matched_Player_Name,Position,Team,Age,JB Trade Value,KTC Trade Value,JB_normalized,KTC_normalized,Value_Difference,weighted_avg_trade_value,BestMatch,free_agent_indicator,rostered_indicator
Josh Jacobs,Josh Jacobs,RB,GBP,26,37,5078,48,50,-2,49.0,,0,0
Stefon Diggs,Stefon Diggs,WR,HOU,30,37,4440,48,43,5,46.0,,0,0
Ladd McConkey,Ladd McConkey,WR,LAC,22,37,5517,48,54,-6,50.0,,0,0
Kyle Pitts,Kyle Pitts,TE,ATL,23,37,6072,48,60,-12,52.0,,0,0
Jordan Addison,Jordan Addison,WR,MIN,22,36,5427,47,53,-6,49.0,,0,0
Amari Cooper,Amari Cooper,WR,CLE,30,36,4605,47,45,2,46.0,,0,0
Rachaad White,Rachaad White,RB,TBB,25,36,5327,47,52,-5,49.0,,0,0
Terry McLaurin,Terry McLaurin,WR,WAS,28,35,4650,46,46,0,46.0,,0,0
Cooper Kupp,Cooper Kupp,WR,LAR,31,35,4746,46,47,-1,46.0,,0,0
T.J. Hockenson,T.J. Hockenson,TE,MIN,27,35,5300,46,52,-6,48.0,,0,0
Jordan Love,Jordan Love,QB,GBP,25,35,5823,46,57,-11,50.0,,0,0
Chris Godwin,Chris Godwin,WR,TBB,28,34,4516,44,44,0,44.0,,0,0
Trey Benson,Trey Benson,RB,ARI,22,34,5171,44,51,-7,46.0,,0,0
D'Andre Swift,D'Andre Swift,RB,CHI,25,33,4493,43,44,-1,43.0,,0,0
Travis Kelce,Travis Kelce,TE,KCC,34,33,5132,43,50,-7,45.0,,0,0
Keon Coleman,Keon Coleman,WR,BUF,21,32,5188,42,51,-9,45.0,,0,0
Calvin Ridley,Calvin Ridley,WR,TEN,29,32,4009,42,39,3,41.0,,0,0
Joe Mixon,Joe Mixon,RB,HOU,28,32,4334,42,42,0,42.0,,0,0
Alvin Kamara,Alvin Kamara,RB,NOS,29,32,4055,42,40,2,41.0,,0,0
Derrick Henry,Derrick Henry,RB,BAL,30,32,4684,42,46,-4,43.0,,0,0
Tyjae Spears,Tyjae Spears,RB,TEN,23,31,4431,40,43,-3,41.0,,0,0
George Kittle,George Kittle,TE,SFO,30,31,4501,40,44,-4,41.0,,0,0
Rhamondre Stevenson,Rhamondre Stevenson,RB,NEP,26,31,4579,40,45,-5,42.0,,0,0
Ricky Pearsall,Ricky Pearsall,WR,SFO,23,31,4428,40,43,-3,41.0,,0,0
Jayden Daniels,Jayden Daniels,QB,WAS,23,30,5364,39,53,-14,44.0,,0,0
Brian Robinson Jr.,Brian Robinson,RB,WAS,25,30,4107,39,40,-1,39.0,,0,0
David Montgomery,David Montgomery,RB,DET,27,30,4299,39,42,-3,40.0,,0,0
Christian Watson,Christian Watson,WR,GBP,25,30,4540,39,44,-5,41.0,,0,0
Najee Harris,Najee Harris,RB,PIT,26,29,4098,38,40,-2,39.0,,0,0
Trevor Lawrence,Trevor Lawrence,QB,JAC,24,29,4590,38,45,-7,40.0,,0,0
Adonai Mitchell,Adonai Mitchell,WR,IND,21,29,4258,38,42,-4,39.0,,0,0
Brock Purdy,Brock Purdy,QB,SFO,24,29,4449,38,44,-6,40.0,,0,0
Tony Pollard,Tony Pollard,RB,TEN,27,29,3767,38,37,1,38.0,,0,0
Dak Prescott,Dak Prescott,QB,DAL,31,28,4349,36,43,-7,38.0,,0,0
Aaron Jones,Aaron Jones,RB,MIN,29,28,3564,36,35,1,36.0,Aaron Jones,0,1
Zamir White,Zamir White,RB,LVR,24,28,4350,36,43,-7,38.0,,0,0
Zack Moss,Zack Moss,RB,CIN,26,28,3566,36,35,1,36.0,,0,0
Javonte Williams,Javonte Williams,RB,DEN,24,28,3909,36,38,-2,37.0,,0,0
Evan Engram,Evan Engram,TE,JAC,29,28,4103,36,40,-4,37.0,,0,0
Kendre Miller,Kendre Miller,RB,NOS,22,27,3371,35,33,2,34.0,,0,0
Jaylen Warren,Jaylen Warren,RB,PIT,25,27,4202,35,41,-6,37.0,,0,0
Xavier Legette,Xavier Legette,WR,CAR,23,27,4392,35,43,-8,38.0,,0,0
Diontae Johnson,Diontae Johnson,WR,CAR,28,27,4395,35,43,-8,38.0,,0,0
Ja'Lynn Polk,Ja'Lynn Polk,WR,NEP,22,27,3969,35,39,-4,36.0,,0,0
Keenan Allen,Keenan Allen,WR,CHI,32,26,3827,34,37,-3,35.0,,0,0
Zach Charbonnet,Zach Charbonnet,RB,SEA,23,26,3746,34,36,-2,35.0,,0,0
Tua Tagovailoa,Tua Tagovailoa,QB,MIA,26,25,4356,32,43,-11,36.0,,0,0
Jameson Williams,Jameson Williams,WR,DET,23,25,4120,32,40,-8,35.0,,0,0
Jermaine Burton,Jermaine Burton,WR,CIN,23,25,3574,32,35,-3,33.0,,0,0
MarShawn Lloyd,MarShawn Lloyd,RB,GBP,23,25,3782,32,37,-5,34.0,,0,0
David Njoku,David Njoku,TE,CLE,28,25,3909,32,38,-6,34.0,,0,0
Mike Williams,Mike Williams,WR,NYJ,29,24,2323,31,22,9,28.0,,0,0
Courtland Sutton,Courtland Sutton,WR,DEN,28,24,3277,31,32,-1,31.0,,0,0
Nick Chubb,Nick Chubb,RB,CLE,28,24,3524,31,34,-3,32.0,,0,0
Blake Corum,Blake Corum,RB,LAR,23,24,4195,31,41,-10,34.0,Blake Corum,0,1
James Conner,James Conner,RB,ARI,29,23,3647,30,35,-5,32.0,James Conner,0,1
Jaylen Wright,Jaylen Wright,RB,MIA,21,23,3624,30,35,-5,32.0,,0,0
Marvin Mims Jr.,Marvin Mims,WR,DEN,22,23,2961,30,28,2,29.0,,0,0
Jakobi Meyers,Jakobi Meyers,WR,LVR,27,23,3028,30,29,1,30.0,,0,0
Raheem Mostert,Raheem Mostert,RB,MIA,32,22,3267,28,32,-4,29.0,,0,0
Jerry Jeudy,Jerry Jeudy,WR,CLE,25,22,3309,28,32,-4,29.0,,0,0
Devin Singletary,Devin Singletary,RB,NYG,26,22,3344,28,32,-4,29.0,,0,0
Jahan Dotson,Jahan Dotson,WR,WAS,24,21,3467,27,34,-7,29.0,,0,0
DeAndre Hopkins,DeAndre Hopkins,WR,TEN,32,21,3167,27,31,-4,28.0,,0,0
Josh Downs,Josh Downs,WR,IND,23,21,3743,27,36,-9,30.0,,0,0
Dontayvion Wicks,Dontayvion Wicks,WR,GBP,23,21,3756,27,37,-10,30.0,,0,0
Ty Chandler,Ty Chandler,RB,MIN,26,21,2268,27,21,6,25.0,Ty Chandler,0,1
Curtis Samuel,Curtis Samuel,WR,BUF,28,20,3118,26,30,-4,27.0,Curtis Samuel,0,1
J.J. McCarthy,J.J. McCarthy,QB,MIN,21,20,3548,26,34,-8,29.0,,0,0
Jake Ferguson,Jake Ferguson,TE,DAL,25,20,4150,26,40,-14,31.0,,0,0
Rashid Shaheed,Rashid Shaheed,WR,NOS,25,20,3259,26,31,-5,28.0,,0,0
Jaleel McLaughlin,Jaleel McLaughlin,RB,DEN,23,19,2934,25,28,-3,26.0,,0,0
Chase Brown,Chase Brown,RB,CIN,24,19,3821,25,37,-12,29.0,,0,0
Drake Maye,Drake Maye,QB,NEP,21,19,3827,25,37,-12,29.0,,0,0
Rashod Bateman,Rashod Bateman,WR,BAL,24,19,2636,25,25,0,25.0,,0,0
Romeo Doubs,Romeo Doubs,WR,GBP,24,18,3824,23,37,-14,28.0,,0,0
Gus Edwards,Gus Edwards,RB,LAC,29,18,2794,23,27,-4,24.0,,0,0
Jerome Ford,Jerome Ford,RB,CLE,24,18,3540,23,34,-11,27.0,Jerome Ford,0,1
Luke Musgrave,Luke Musgrave,TE,GBP,23,17,3352,22,32,-10,25.0,,0,0
Jared Goff,Jared Goff,QB,DET,29,17,3863,22,38,-16,27.0,Jared Goff,0,1
Tyler Lockett,Tyler Lockett,WR,SEA,31,17,2726,22,26,-4,23.0,Tyler Lockett,0,1
Ben Sinnott,Ben Sinnott,TE,WAS,22,16,3337,21,32,-11,25.0,,0,0
Troy Franklin,Troy Franklin,WR,DEN,21,16,3367,21,33,-12,25.0,,0,0
Cole Kmet,Cole Kmet,TE,CHI,25,16,3282,21,32,-11,25.0,,0,0
Pat Freiermuth,Pat Freiermuth,TE,PIT,25,16,3622,21,35,-14,26.0,,0,0
Bryce Young,Bryce Young,QB,CAR,23,16,3369,21,33,-12,25.0,,0,0
Javon Baker,Javon Baker,WR,NEP,22,16,2946,21,28,-7,23.0,,0,0
Kimani Vidal,Kimani Vidal,RB,LAC,22,16,2773,21,27,-6,23.0,,0,0
Roman Wilson,Roman Wilson,WR,PIT,23,15,3466,19,34,-15,24.0,,0,0
Dallas Goedert,Dallas Goedert,TE,PHI,29,15,3126,19,30,-11,23.0,,0,0
Jalen McMillan,Jalen McMillan,WR,TBB,22,15,2859,19,27,-8,22.0,,0,0
Malachi Corley,Malachi Corley,WR,NYJ,22,15,2771,19,27,-8,22.0,,0,0
Khalil Shakir,Khalil Shakir,WR,BUF,24,15,3522,19,34,-15,24.0,,0,0
Deshaun Watson,Deshaun Watson,QB,CLE,28,15,2830,19,27,-8,22.0,,0,0
Roschon Johnson,Roschon Johnson,RB,CHI,23,15,2815,19,27,-8,22.0,,0,0
Rico Dowdle,Rico Dowdle,RB,DAL,26,15,2430,19,23,-4,20.0,,0,0
Ray Davis,Ray Davis,RB,BUF,24,15,2596,19,25,-6,21.0,Ray Davis,0,1
Brandin Cooks,Brandin Cooks,WR,DAL,30,14,2028,18,19,-1,18.0,,0,0
Dalton Schultz,Dalton Schultz,TE,HOU,28,14,3259,18,31,-13,22.0,,0,0
Quentin Johnston,Quentin Johnston,WR,LAC,22,14,2638,18,25,-7,20.0,Quentin Johnston,0,1
Braelon Allen,Braelon Allen,RB,NYJ,20,14,2687,18,26,-8,21.0,,0,0
Geno Smith,Geno Smith,QB,SEA,33,13,1955,17,18,-1,17.0,,0,0
Cade Otton,Cade Otton,TE,TBB,25,13,2190,17,21,-4,18.0,,0,0
Austin Ekeler,Austin Ekeler,RB,WAS,29,13,2747,17,26,-9,20.0,,0,0
Tyler Allgeier,Tyler Allgeier,RB,ATL,24,13,2722,17,26,-9,20.0,,0,0
Antonio Gibson,Antonio Gibson,RB,NEP,26,13,2223,17,21,-4,18.0,,0,0
Keaton Mitchell,Keaton Mitchell,RB,BAL,22,13,2849,17,27,-10,20.0,Keaton Mitchell,0,1
Michael Wilson,Michael Wilson,WR,ARI,24,12,3102,15,30,-15,20.0,,0,0
Darnell Mooney,Darnell Mooney,WR,ATL,26,12,2355,15,22,-7,17.0,,0,0
Tyrone Tracy Jr.,Tyrone Tracy,RB,NYG,24,12,2352,15,22,-7,17.0,,0,0
Audric Estime,Audric Estime,RB,DEN,20,12,2939,15,28,-13,19.0,,0,0
Bucky Irving,Bucky Irving,RB,TBB,22,12,2713,15,26,-11,19.0,,0,0
Will Shipley,Will Shipley,RB,PHI,21,12,2354,15,22,-7,17.0,,0,0
Isaiah Likely,Isaiah Likely,TE,BAL,24,12,3216,15,31,-16,20.0,Isaiah Likely,0,1
Baker Mayfield,Baker Mayfield,QB,TBB,29,12,2640,15,25,-10,18.0,,0,0
Elijah Mitchell,Elijah Mitchell,RB,SFO,26,11,1995,14,19,-5,16.0,,0,0
Ezekiel Elliott,Ezekiel Elliott,RB,DAL,29,11,2249,14,21,-7,16.0,,0,0
DeMario Douglas,Demario Douglas,WR,NEP,23,11,3009,14,29,-15,19.0,,0,0
Jalin Hyatt,Jalin Hyatt,WR,NYG,22,11,2481,14,24,-10,17.0,,0,0
Joshua Palmer,Josh Palmer,WR,LAC,24,11,3301,14,32,-18,20.0,,0,0
Khalil Herbert,Khalil Herbert,RB,CHI,26,10,2206,13,21,-8,16.0,,0,0
Chuba Hubbard,Chuba Hubbard,RB,CAR,25,10,2372,13,23,-10,16.0,,0,0
Kirk Cousins,Kirk Cousins,QB,ATL,36,10,2911,13,28,-15,18.0,,0,0
Dameon Pierce,Dameon Pierce,RB,HOU,24,10,2311,13,22,-9,16.0,,0,0
Michael Mayer,Michael Mayer,TE,LVR,23,10,2761,13,26,-13,17.0,,0,0
Luke McCaffrey,Luke McCaffrey,WR,WAS,23,10,2679,13,26,-13,17.0,,0,0
Tank Bigsby,Tank Bigsby,RB,JAC,22,10,2232,13,21,-8,16.0,,0,0
Isaac Guerendo,Isaac Guerendo,RB,SFO,24,9,1789,11,17,-6,13.0,,0,0
Matthew Stafford,Matthew Stafford,QB,LAR,36,9,2706,11,26,-15,16.0,,0,0
Ja'Tavion Sanders,Ja'Tavion Sanders,TE,CAR,21,9,2455,11,23,-12,15.0,,0,0
Devontez Walker,Devontez Walker,WR,BAL,23,9,2074,11,20,-9,14.0,,0,0
Wan'Dale Robinson,Wan'Dale Robinson,WR,NYG,23,9,2489,11,24,-13,15.0,,0,0
Demarcus Robinson,Demarcus Robinson,WR,LAR,29,9,1383,11,13,-2,12.0,Demarcus Robinson,0,1
J.K. Dobbins,J.K. Dobbins,RB,LAC,25,9,2530,11,24,-13,15.0,,0,0
Rasheen Ali,Rasheen Ali,RB,BAL,23,8,1693,10,16,-6,12.0,Rasheen Ali,0,1
Dylan Laube,Dylan Laube,RB,LVR,24,8,1882,10,18,-8,13.0,Dylan Laube,0,1
Andrei Iosivas,Andrei Iosivas,WR,CIN,24,8,1587,10,15,-5,12.0,,1,0
Jacob Cowing,Jacob Cowing,WR,SFO,23,8,1477,10,13,-3,11.0,,1,0
Malik Washington,Malik Washington,WR,MIA,23,8,2122,10,20,-10,13.0,,0,0
Jonathan Mingo,Jonathan Mingo,WR,CAR,23,8,1862,10,17,-7,12.0,,0,0
Treylon Burks,Treylon Burks,WR,TEN,24,8,1582,10,15,-5,12.0,Treylon Burks,0,1
D'Onta Foreman,D'Onta Foreman,RB,CLE,28,8,1207,10,11,-1,10.0,D'Onta Foreman,0,1
Clyde Edwards-Helaire,Clyde Edwards-Helaire,RB,KCC,25,8,1374,10,12,-2,11.0,,0,0
Chigoziem Okonkwo,Chigoziem Okonkwo,TE,TEN,24,8,2237,10,21,-11,14.0,,0,0
Elijah Moore,Elijah Moore,WR,CLE,24,7,2016,9,19,-10,12.0,,0,0
Tyler Conklin,Tyler Conklin,TE,NYJ,29,7,1518,9,14,-5,11.0,,0,0
Will Levis,Will Levis,QB,TEN,25,7,3112,9,30,-21,16.0,,0,0
Bo Nix,Bo Nix,QB,DEN,24,7,2809,9,27,-18,15.0,Bo Nix,0,1
Noah Fant,Noah Fant,TE,SEA,26,7,2066,9,19,-10,12.0,,0,0
A.T. Perry,A.T. Perry,WR,NOS,24,7,1774,9,16,-7,11.0,,0,0
Trey Sermon,Trey Sermon,RB,IND,25,7,1504,9,14,-5,11.0,,0,0
Hunter Henry,Hunter Henry,TE,NEP,29,6,1714,7,16,-9,10.0,,0,0
Michael Thomas,Michael Thomas,WR,FA,31,6,140,7,0,7,5.0,,0,0
Trey Palmer,Trey Palmer,WR,TBB,23,6,2054,7,19,-12,11.0,,0,0
Greg Dortch,Greg Dortch,WR,ARI,26,6,1864,7,17,-10,10.0,,0,0
Theo Johnson,Theo Johnson,TE,NYG,23,6,1975,7,19,-12,11.0,,0,0
Aaron Rodgers,Aaron Rodgers,QB,NYJ,40,6,2293,7,22,-15,12.0,,0,0
Michael Penix Jr.,Michael Penix Jr.,QB,ATL,24,5,2927,6,28,-22,13.0,,0,0
Erick All Jr.,Erick All,TE,CIN,23,5,1651,6,15,-9,9.0,Erick All,0,1
Jared Wiley,Jared Wiley,TE,KCC,23,5,1408,6,13,-7,8.0,,1,0
Jalen Tolbert,Jalen Tolbert,WR,DAL,25,5,1623,6,15,-9,9.0,,1,0
Cedric Tillman,Cedric Tillman,WR,CLE,24,5,1704,6,16,-10,9.0,,0,0
Darius Slayton,Darius Slayton,WR,NYG,27,5,1405,6,13,-7,8.0,,0,0
Adam Thielen,Adam Thielen,WR,CAR,33,5,1701,6,16,-10,9.0,,0,0
Ainias Smith,Ainias Smith,WR,PHI,23,5,1248,6,11,-5,8.0,,1,0
Juwan Johnson,Juwan Johnson,TE,NOS,27,5,1518,6,14,-8,9.0,,0,0
Tucker Kraft,Tucker Kraft,TE,GBP,23,5,2368,6,22,-16,11.0,,0,0
Jawhar Jordan,Jawhar Jordan,RB,HOU,25,5,655,6,5,1,6.0,Jawhar Jordan,0,1
Alexander Mattison,Alexander Mattison,RB,LVR,26,5,1514,6,14,-8,9.0,,0,0
Jelani Woods,Jelani Woods,TE,IND,25,5,1735,6,16,-10,9.0,,0,0
Odell Beckham Jr.,Odell Beckham,WR,MIA,31,4,894,5,8,-3,6.0,,0,0
Miles Sanders,Miles Sanders,RB,CAR,27,4,1301,5,12,-7,7.0,,0,0
Cade Stover,Cade Stover,TE,HOU,24,4,1422,5,13,-8,8.0,,1,0
Jordan Mason,Jordan Mason,RB,SFO,25,4,990,5,9,-4,6.0,,0,0
Eric Gray,Eric Gray,RB,NYG,24,4,1288,5,12,-7,7.0,,0,0
Daniel Jones,Daniel Jones,QB,NYG,27,4,2039,5,19,-14,10.0,,0,0
Blake Watson,Blake Watson,RB,DEN,24,4,1092,5,10,-5,7.0,,1,0
Chris Rodriguez Jr.,Chris Rodriguez,RB,WAS,23,3,1442,3,13,-10,6.0,,0,0
Mike Gesicki,Mike Gesicki,TE,CIN,28,3,1549,3,14,-11,7.0,,0,0
Greg Dulcich,Greg Dulcich,TE,DEN,24,3,2305,3,22,-19,9.0,,0,0
Colby Parkinson,Colby Parkinson,TE,LAR,25,3,1554,3,14,-11,7.0,,0,0
Jonnu Smith,Jonnu Smith,TE,MIA,28,3,1371,3,12,-9,6.0,,0,0
Taysom Hill,Taysom Hill,TE,NOS,33,3,1319,3,12,-9,6.0,,0,0
Johnny Wilson,Johnny Wilson,WR,PHI,23,3,1301,3,12,-9,6.0,,1,0
Sione Vaki,Sione Vaki,RB,DET,23,3,1004,3,9,-6,5.0,,0,0
Xavier Gipson,Xavier Gipson,WR,NYJ,23,3,1461,3,13,-10,6.0,,1,0
Justin Fields,Justin Fields,QB,PIT,25,3,2574,3,25,-22,10.0,,0,0
Derek Carr,Derek Carr,QB,NOS,33,3,1579,3,15,-12,7.0,,0,0
Russell Wilson,Russell Wilson,QB,PIT,35,3,1645,3,15,-12,7.0,,0,0
Dawson Knox,Dawson Knox,TE,BUF,27,2,1872,2,17,-15,7.0,,0,0
Lucas Krull,Lucas Krull,TE,DEN,26,2,240,2,1,1,2.0,,1,0
Darnell Washington,Darnell Washington,TE,PIT,23,2,1229,2,11,-9,5.0,,1,0
Jeremy Ruckert,Jeremy Ruckert,TE,NYJ,24,2,716,2,6,-4,3.0,,1,0
Zach Ertz,Zach Ertz,TE,WAS,33,2,769,2,6,-4,3.0,,0,0
Daniel Bellinger,Daniel Bellinger,TE,NYG,23,2,1776,2,17,-15,7.0,,0,0
Michael Carter,Michael Carter,RB,ARI,25,2,852,2,7,-5,4.0,,1,0
Tyler Higbee,Tyler Higbee,TE,LAR,31,2,1200,2,11,-9,5.0,,1,0
Tre Tucker,Tre Tucker,WR,LVR,23,2,1484,2,14,-12,6.0,,0,0
Gardner Minshew II,Gardner Minshew,QB,LVR,28,2,1522,2,14,-12,6.0,,0,0
Aidan O'Connell,Aidan O'Connell,QB,LVR,25,2,1435,2,13,-11,6.0,,1,0
Parker Washington,Parker Washington,WR,JAC,22,2,1526,2,14,-12,6.0,,0,0
Calvin Austin III,Calvin Austin III,WR,PIT,25,2,1433,2,13,-11,6.0,,1,0
Ryan Flournoy,Ryan Flournoy,WR,DAL,24,2,762,2,6,-4,3.0,,1,0
Kenneth Gainwell,Kenneth Gainwell,RB,PHI,25,2,1468,2,13,-11,6.0,,0,0
Justice Hill,Justice Hill,RB,BAL,26,2,1292,2,12,-10,5.0,,0,0
AJ Dillon,AJ Dillon,RB,GBP,26,2,1562,2,14,-12,6.0,,0,0
D'Ernest Johnson,D'Ernest Johnson,RB,JAC,28,2,635,2,5,-3,3.0,,1,0
Evan Hull,Evan Hull,RB,IND,23,2,1502,2,14,-12,6.0,Evan Hull,0,1
Isaiah Spiller,Isaiah Spiller,RB,LAC,23,2,1158,2,10,-8,5.0,,1,0
Deneric Prince,Deneric Prince,RB,KCC,24,2,1333,2,12,-10,5.0,Deneric Prince,0,1
Isaiah Davis,Isaiah Davis,RB,NYJ,22,2,1208,2,11,-9,5.0,,1,0
Sean Tucker,Sean Tucker,RB,TBB,22,1,1244,1,11,-10,4.0,,0,0
Jauan Jennings,Jauan Jennings,WR,SFO,27,1,1422,1,13,-12,5.0,,1,0
Kareem Hunt,Kareem Hunt,RB,FA,29,1,254,1,1,0,1.0,,0,0
DJ Chark Jr.,D.J. Chark,WR,LAC,27,1,1758,1,16,-15,6.0,,0,0
Brenden Rice,Brenden Rice,WR,LAC,22,1,1871,1,17,-16,6.0,,0,0
Zay Jones,Zay Jones,WR,ARI,29,1,1589,1,15,-14,6.0,,1,0
Tim Patrick,Tim Patrick,WR,DEN,30,1,504,1,4,-3,2.0,,1,0
Rondale Moore,Rondale Moore,WR,ATL,24,1,1982,1,19,-18,7.0,,0,0
Noah Brown,Noah Brown,WR,HOU,27,1,1198,1,11,-10,4.0,,0,0
K.J. Osborn,K.J. Osborn,WR,NEP,27,1,1397,1,13,-12,5.0,,0,0
Bo Melton,Bo Melton,WR,GBP,25,1,1448,1,13,-12,5.0,,0,0
Jordan Travis,Jordan Travis,QB,NYJ,24,1,634,1,5,-4,2.0,,1,0
John Metchie III,John Metchie,WR,HOU,24,1,1489,1,14,-13,5.0,,0,0
Tyler Boyd,Tyler Boyd,WR,TEN,29,1,1709,1,16,-15,6.0,,0,0
Kendrick Bourne,Kendrick Bourne,WR,NEP,29,1,1513,1,14,-13,5.0,,0,0
Kadarius Toney,Kadarius Toney,WR,KCC,25,1,988,1,9,-8,4.0,,0,0
