Player,Matched_Player_Name,Position,Team,Age,JB Trade Value,KTC Trade Value,JB_normalized,KTC_normalized,Value_Difference,weighted_avg_trade_value,BestMatch,free_agent_indicator,rostered_indicator
Justin Herbert,Justin Herbert,QB,LAC,26,40,5788,52,57,-5,54.0,,0,0
Mike Evans,Mike Evans,WR,TBB,30,39,5012,51,49,2,50.0,,0,0
Brian Thomas Jr.,Brian Thomas Jr.,WR,JAC,21,39,5673,51,56,-5,53.0,,0,0
Davante Adams,Davante Adams,WR,LVR,31,39,4996,51,49,2,50.0,,0,0
Jayden Reed,Jayden Reed,WR,GBP,24,39,5372,51,53,-2,52.0,,0,0
Jonathon Brooks,Jonathon Brooks,RB,CAR,21,39,6136,51,61,-10,54.0,,0,0
Christian Kirk,Christian Kirk,WR,JAC,27,38,4717,50,46,4,49.0,Christian Kirk,0,1
Mark Andrews,Mark Andrews,TE,BAL,28,38,5800,50,57,-7,52.0,Mark Andrews,0,1
Brock Bowers,Brock Bowers,TE,LVR,21,37,6279,48,62,-14,53.0,,0,0
Josh Jacobs,Josh Jacobs,RB,GBP,26,37,5200,48,51,-3,49.0,,0,0
Stefon Diggs,Stefon Diggs,WR,HOU,30,37,4293,48,42,6,46.0,,0,0
Ladd McConkey,Ladd McConkey,WR,LAC,22,37,5632,48,56,-8,51.0,,0,0
Kyle Pitts,Kyle Pitts,TE,ATL,23,37,6037,48,60,-12,52.0,,0,0
Jordan Addison,Jordan Addison,WR,MIN,22,36,5525,47,54,-7,49.0,,0,0
Amari Cooper,Amari Cooper,WR,CLE,30,36,4607,47,45,2,46.0,,0,0
Rachaad White,Rachaad White,RB,TBB,25,36,5345,47,53,-6,49.0,,0,0
Terry McLaurin,Terry McLaurin,WR,WAS,28,35,4588,46,45,1,46.0,,0,0
Cooper Kupp,Cooper Kupp,WR,LAR,31,35,4639,46,46,0,46.0,,0,0
T.J. Hockenson,T.J. Hockenson,TE,MIN,27,35,5409,46,53,-7,48.0,,0,0
Jordan Love,Jordan Love,QB,GBP,25,35,5830,46,58,-12,50.0,,0,0
Chris Godwin,Chris Godwin,WR,TBB,28,34,4383,44,43,1,44.0,,0,0
Trey Benson,Trey Benson,RB,ARI,22,34,5160,44,51,-7,46.0,,0,0
D'Andre Swift,D'Andre Swift,RB,CHI,25,33,4551,43,45,-2,44.0,,0,0
Travis Kelce,Travis Kelce,TE,KCC,34,33,4936,43,49,-6,45.0,,0,0
Keon Coleman,Keon Coleman,WR,BUF,21,32,5095,42,50,-8,45.0,,0,0
Calvin Ridley,Calvin Ridley,WR,TEN,29,32,4067,42,40,2,41.0,,0,0
Joe Mixon,Joe Mixon,RB,HOU,28,32,4510,42,44,-2,43.0,,0,0
Alvin Kamara,Alvin Kamara,RB,NOS,29,32,4017,42,39,3,41.0,,0,0
Derrick Henry,Derrick Henry,RB,BAL,30,32,4654,42,46,-4,43.0,,0,0
Tyjae Spears,Tyjae Spears,RB,TEN,23,31,4407,40,43,-3,41.0,,0,0
George Kittle,George Kittle,TE,SFO,30,31,4357,40,43,-3,41.0,,0,0
Rhamondre Stevenson,Rhamondre Stevenson,RB,NEP,26,31,4771,40,47,-7,42.0,,0,0
Ricky Pearsall,Ricky Pearsall,WR,SFO,23,31,4655,40,46,-6,42.0,,0,0
Jayden Daniels,Jayden Daniels,QB,WAS,23,30,5447,39,54,-15,44.0,,0,0
Brian Robinson Jr.,Brian Robinson,RB,WAS,25,30,4062,39,40,-1,39.0,,0,0
David Montgomery,David Montgomery,RB,DET,27,30,4292,39,42,-3,40.0,,0,0
Christian Watson,Christian Watson,WR,GBP,25,30,4544,39,45,-6,41.0,,0,0
Najee Harris,Najee Harris,RB,PIT,26,29,4302,38,42,-4,39.0,,0,0
Trevor Lawrence,Trevor Lawrence,QB,JAC,24,29,4764,38,47,-9,41.0,,0,0
Adonai Mitchell,Adonai Mitchell,WR,IND,21,29,4253,38,42,-4,39.0,,0,0
Brock Purdy,Brock Purdy,QB,SFO,24,29,4533,38,44,-6,40.0,,0,0
Tony Pollard,Tony Pollard,RB,TEN,27,29,3809,38,37,1,38.0,,0,0
Dak Prescott,Dak Prescott,QB,DAL,30,28,4387,36,43,-7,38.0,,0,0
Aaron Jones,Aaron Jones,RB,MIN,29,28,3588,36,35,1,36.0,Aaron Jones,0,1
Zamir White,Zamir White,RB,LVR,24,28,4560,36,45,-9,39.0,,0,0
Zack Moss,Zack Moss,RB,CIN,26,28,3615,36,35,1,36.0,,0,0
Javonte Williams,Javonte Williams,RB,DEN,24,28,3816,36,37,-1,36.0,,0,0
Evan Engram,Evan Engram,TE,JAC,29,28,4267,36,42,-6,38.0,,0,0
Kendre Miller,Kendre Miller,RB,NOS,22,27,3919,35,38,-3,36.0,,0,0
Jaylen Warren,Jaylen Warren,RB,PIT,25,27,4175,35,41,-6,37.0,,0,0
Xavier Legette,Xavier Legette,WR,CAR,23,27,4236,35,41,-6,37.0,,0,0
Diontae Johnson,Diontae Johnson,WR,CAR,28,27,4198,35,41,-6,37.0,,0,0
Ja'Lynn Polk,Ja'Lynn Polk,WR,NEP,22,27,3924,35,38,-3,36.0,,0,0
Keenan Allen,Keenan Allen,WR,CHI,32,26,3669,34,36,-2,35.0,,0,0
Zach Charbonnet,Zach Charbonnet,RB,SEA,23,26,3940,34,38,-4,35.0,,0,0
Tua Tagovailoa,Tua Tagovailoa,QB,MIA,26,25,4303,32,42,-10,35.0,,0,0
Jameson Williams,Jameson Williams,WR,DET,23,25,3983,32,39,-7,34.0,,0,0
Jermaine Burton,Jermaine Burton,WR,CIN,23,25,3504,32,34,-2,33.0,,0,0
MarShawn Lloyd,MarShawn Lloyd,RB,GBP,23,25,3918,32,38,-6,34.0,,0,0
David Njoku,David Njoku,TE,CLE,28,25,4056,32,40,-8,35.0,,0,0
Mike Williams,Mike Williams,WR,NYJ,29,24,2363,31,23,8,28.0,,0,0
Courtland Sutton,Courtland Sutton,WR,DEN,28,24,3279,31,32,-1,31.0,,0,0
Nick Chubb,Nick Chubb,RB,CLE,28,24,3397,31,33,-2,32.0,,0,0
Blake Corum,Blake Corum,RB,LAR,23,24,4227,31,41,-10,34.0,Blake Corum,0,1
James Conner,James Conner,RB,ARI,29,23,3391,30,33,-3,31.0,James Conner,0,1
Jaylen Wright,Jaylen Wright,RB,MIA,21,23,3706,30,36,-6,32.0,,0,0
Marvin Mims Jr.,Marvin Mims,WR,DEN,22,23,2939,30,28,2,29.0,,0,0
Jakobi Meyers,Jakobi Meyers,WR,LVR,27,23,3233,30,31,-1,30.0,,0,0
Raheem Mostert,Raheem Mostert,RB,MIA,32,22,3118,28,30,-2,29.0,,0,0
Jerry Jeudy,Jerry Jeudy,WR,CLE,25,22,3338,28,32,-4,29.0,,0,0
Devin Singletary,Devin Singletary,RB,NYG,26,22,3340,28,32,-4,29.0,,0,0
Jahan Dotson,Jahan Dotson,WR,WAS,24,21,3560,27,35,-8,30.0,,0,0
DeAndre Hopkins,DeAndre Hopkins,WR,TEN,32,21,3030,27,29,-2,28.0,,0,0
Josh Downs,Josh Downs,WR,IND,22,21,3775,27,37,-10,30.0,,0,0
Dontayvion Wicks,Dontayvion Wicks,WR,GBP,23,21,3733,27,36,-9,30.0,,0,0
Ty Chandler,Ty Chandler,RB,MIN,26,21,2337,27,22,5,25.0,Ty Chandler,0,1
Curtis Samuel,Curtis Samuel,WR,BUF,27,20,2947,26,28,-2,27.0,Curtis Samuel,0,1
J.J. McCarthy,J.J. McCarthy,QB,MIN,21,20,3600,26,35,-9,29.0,,0,0
Jake Ferguson,Jake Ferguson,TE,DAL,25,20,4217,26,41,-15,31.0,,0,0
Rashid Shaheed,Rashid Shaheed,WR,NOS,25,20,3290,26,32,-6,28.0,,0,0
Jaleel McLaughlin,Jaleel McLaughlin,RB,DEN,23,19,3054,25,30,-5,27.0,,0,0
Chase Brown,Chase Brown,RB,CIN,24,19,3539,25,34,-9,28.0,,0,0
Drake Maye,Drake Maye,QB,NEP,21,19,3898,25,38,-13,29.0,,0,0
Rashod Bateman,Rashod Bateman,WR,BAL,24,19,2637,25,25,0,25.0,,0,0
Romeo Doubs,Romeo Doubs,WR,GBP,24,18,3753,23,37,-14,28.0,,0,0
Gus Edwards,Gus Edwards,RB,LAC,29,18,2768,23,27,-4,24.0,,0,0
Jerome Ford,Jerome Ford,RB,CLE,24,18,3450,23,34,-11,27.0,Jerome Ford,0,1
Luke Musgrave,Luke Musgrave,TE,GBP,23,17,3331,22,32,-10,25.0,,0,0
Jared Goff,Jared Goff,QB,DET,29,17,3808,22,37,-15,27.0,Jared Goff,0,1
Tyler Lockett,Tyler Lockett,WR,SEA,31,17,2690,22,26,-4,23.0,Tyler Lockett,0,1
Ben Sinnott,Ben Sinnott,TE,WAS,22,16,3452,21,34,-13,25.0,,0,0
Troy Franklin,Troy Franklin,WR,DEN,21,16,3516,21,34,-13,25.0,,0,0
Cole Kmet,Cole Kmet,TE,CHI,25,16,3306,21,32,-11,25.0,,0,0
Pat Freiermuth,Pat Freiermuth,TE,PIT,25,16,3574,21,35,-14,26.0,,0,0
Bryce Young,Bryce Young,QB,CAR,23,16,3514,21,34,-13,25.0,,0,0
Javon Baker,Javon Baker,WR,NEP,22,16,2980,21,29,-8,24.0,,0,0
Kimani Vidal,Kimani Vidal,RB,LAC,22,16,2853,21,28,-7,23.0,,0,0
Roman Wilson,Roman Wilson,WR,PIT,23,15,3528,19,34,-15,24.0,,0,0
Dallas Goedert,Dallas Goedert,TE,PHI,29,15,3165,19,31,-12,23.0,,0,0
Jalen McMillan,Jalen McMillan,WR,TBB,22,15,2823,19,27,-8,22.0,,0,0
Malachi Corley,Malachi Corley,WR,NYJ,22,15,2916,19,28,-9,22.0,,0,0
Khalil Shakir,Khalil Shakir,WR,BUF,24,15,3553,19,35,-16,24.0,,0,0
Deshaun Watson,Deshaun Watson,QB,CLE,28,15,2773,19,27,-8,22.0,,0,0
Roschon Johnson,Roschon Johnson,RB,CHI,23,15,2745,19,26,-7,21.0,,0,0
Rico Dowdle,Rico Dowdle,RB,DAL,26,15,2473,19,24,-5,21.0,,0,0
Ray Davis,Ray Davis,RB,BUF,24,15,2535,19,24,-5,21.0,Ray Davis,0,1
Brandin Cooks,Brandin Cooks,WR,DAL,30,14,2023,18,19,-1,18.0,,0,0
Dalton Schultz,Dalton Schultz,TE,HOU,28,14,3224,18,31,-13,22.0,,0,0
Quentin Johnston,Quentin Johnston,WR,LAC,22,14,3044,18,29,-11,22.0,Quentin Johnston,0,1
Braelon Allen,Braelon Allen,RB,NYJ,20,14,2613,18,25,-7,20.0,,0,0
Geno Smith,Geno Smith,QB,SEA,33,13,1888,17,18,-1,17.0,,0,0
Cade Otton,Cade Otton,TE,TBB,25,13,2251,17,21,-4,18.0,,0,0
Austin Ekeler,Austin Ekeler,RB,WAS,29,13,2622,17,25,-8,20.0,,0,0
Tyler Allgeier,Tyler Allgeier,RB,ATL,24,13,2521,17,24,-7,19.0,,0,0
Antonio Gibson,Antonio Gibson,RB,NEP,26,13,2293,17,22,-5,19.0,,0,0
Keaton Mitchell,Keaton Mitchell,RB,BAL,22,13,2843,17,27,-10,20.0,Keaton Mitchell,0,1
Michael Wilson,Michael Wilson,WR,ARI,24,12,2933,15,28,-13,19.0,,0,0
Darnell Mooney,Darnell Mooney,WR,ATL,26,12,2293,15,22,-7,17.0,,0,0
Tyrone Tracy Jr.,Tyrone Tracy,RB,NYG,24,12,2414,15,23,-8,18.0,,0,0
Audric Estime,Audric Estime,RB,DEN,20,12,2728,15,26,-11,19.0,,0,0
Bucky Irving,Bucky Irving,RB,TBB,21,12,2693,15,26,-11,19.0,,0,0
Will Shipley,Will Shipley,RB,PHI,21,12,2372,15,23,-8,18.0,,0,0
Isaiah Likely,Isaiah Likely,TE,BAL,24,12,3214,15,31,-16,20.0,Isaiah Likely,0,1
Baker Mayfield,Baker Mayfield,QB,TBB,29,12,2699,15,26,-11,19.0,,0,0
Elijah Mitchell,Elijah Mitchell,RB,SFO,26,11,2012,14,19,-5,16.0,,0,0
Ezekiel Elliott,Ezekiel Elliott,RB,DAL,29,11,2202,14,21,-7,16.0,,0,0
DeMario Douglas,Demario Douglas,WR,NEP,23,11,3215,14,31,-17,20.0,,0,0
Jalin Hyatt,Jalin Hyatt,WR,NYG,22,11,2440,14,23,-9,17.0,,0,0
Joshua Palmer,Josh Palmer,WR,LAC,24,11,3133,14,30,-16,19.0,,0,0
Khalil Herbert,Khalil Herbert,RB,CHI,26,10,2196,13,21,-8,16.0,,0,0
Chuba Hubbard,Chuba Hubbard,RB,CAR,25,10,2191,13,21,-8,16.0,,0,0
Kirk Cousins,Kirk Cousins,QB,ATL,35,10,2878,13,28,-15,18.0,,0,0
Dameon Pierce,Dameon Pierce,RB,HOU,24,10,2252,13,21,-8,16.0,,0,0
Michael Mayer,Michael Mayer,TE,LVR,23,10,2756,13,27,-14,18.0,,0,0
Luke McCaffrey,Luke McCaffrey,WR,WAS,23,10,2799,13,27,-14,18.0,,0,0
Tank Bigsby,Tank Bigsby,RB,JAC,22,10,2148,13,20,-7,15.0,,0,0
Isaac Guerendo,Isaac Guerendo,RB,SFO,24,9,1944,11,18,-7,13.0,,0,0
Matthew Stafford,Matthew Stafford,QB,LAR,36,9,2723,11,26,-15,16.0,,0,0
Ja'Tavion Sanders,Ja'Tavion Sanders,TE,CAR,21,9,2498,11,24,-13,15.0,,0,0
Devontez Walker,Devontez Walker,WR,BAL,23,9,2093,11,20,-9,14.0,,0,0
Wan'Dale Robinson,Wan'Dale Robinson,WR,NYG,23,9,2578,11,25,-14,16.0,,0,0
Demarcus Robinson,Demarcus Robinson,WR,LAR,29,9,1302,11,12,-1,11.0,,1,0
J.K. Dobbins,J.K. Dobbins,RB,LAC,25,9,2604,11,25,-14,16.0,,0,0
Rasheen Ali,Rasheen Ali,RB,BAL,23,8,1813,10,17,-7,12.0,Rasheen Ali,0,1
Dylan Laube,Dylan Laube,RB,LVR,24,8,1778,10,17,-7,12.0,Dylan Laube,0,1
Andrei Iosivas,Andrei Iosivas,WR,CIN,24,8,1417,10,13,-3,11.0,,1,0
Jacob Cowing,Jacob Cowing,WR,SFO,23,8,1473,10,14,-4,11.0,,1,0
Malik Washington,Malik Washington,WR,MIA,23,8,2004,10,19,-9,13.0,,0,0
Jonathan Mingo,Jonathan Mingo,WR,CAR,23,8,1954,10,18,-8,13.0,,0,0
Treylon Burks,Treylon Burks,WR,TEN,24,8,1742,10,16,-6,12.0,Treylon Burks,0,1
D'Onta Foreman,D'Onta Foreman,RB,CLE,28,8,1431,10,13,-3,11.0,D'Onta Foreman,0,1
Clyde Edwards-Helaire,Clyde Edwards-Helaire,RB,KCC,25,8,1439,10,13,-3,11.0,,0,0
Chigoziem Okonkwo,Chigoziem Okonkwo,TE,TEN,24,8,2209,10,21,-11,14.0,,0,0
Elijah Moore,Elijah Moore,WR,CLE,24,7,1920,9,18,-9,12.0,,0,0
Tyler Conklin,Tyler Conklin,TE,NYJ,28,7,1472,9,14,-5,11.0,,0,0
Will Levis,Will Levis,QB,TEN,25,7,3035,9,29,-20,16.0,,0,0
Bo Nix,Bo Nix,QB,DEN,24,7,2780,9,27,-18,15.0,Bo Nix,0,1
Noah Fant,Noah Fant,TE,SEA,26,7,2060,9,20,-11,13.0,,0,0
A.T. Perry,A.T. Perry,WR,NOS,24,7,1809,9,17,-8,12.0,,0,0
Trey Sermon,Trey Sermon,RB,IND,25,7,1417,9,13,-4,10.0,,0,0
Hunter Henry,Hunter Henry,TE,NEP,29,6,1739,7,16,-9,10.0,,0,0
Michael Thomas,Michael Thomas,WR,FA,31,6,266,7,1,6,5.0,,0,0
Trey Palmer,Trey Palmer,WR,TBB,23,6,1966,7,19,-12,11.0,,0,0
Greg Dortch,Greg Dortch,WR,ARI,26,6,1627,7,15,-8,10.0,,0,0
Theo Johnson,Theo Johnson,TE,NYG,23,6,1875,7,18,-11,11.0,,1,0
Aaron Rodgers,Aaron Rodgers,QB,NYJ,40,6,2135,7,20,-13,11.0,,0,0
Michael Penix Jr.,Michael Penix Jr.,QB,ATL,24,5,2916,6,28,-22,13.0,,0,0
Erick All Jr.,Erick All,TE,CIN,23,5,1555,6,14,-8,9.0,,1,0
Jared Wiley,Jared Wiley,TE,KCC,23,5,1441,6,13,-7,8.0,,1,0
Jalen Tolbert,Jalen Tolbert,WR,DAL,25,5,1483,6,14,-8,9.0,,1,0
Cedric Tillman,Cedric Tillman,WR,CLE,24,5,1644,6,15,-9,9.0,,0,0
Darius Slayton,Darius Slayton,WR,NYG,27,5,1441,6,13,-7,8.0,,0,0
Adam Thielen,Adam Thielen,WR,CAR,33,5,1667,6,16,-10,9.0,,0,0
Ainias Smith,Ainias Smith,WR,PHI,23,5,1298,6,12,-6,8.0,,1,0
Juwan Johnson,Juwan Johnson,TE,NOS,27,5,1508,6,14,-8,9.0,,0,0
Tucker Kraft,Tucker Kraft,TE,GBP,23,5,2540,6,24,-18,12.0,,0,0
Jawhar Jordan,Jawhar Jordan,RB,HOU,24,5,669,6,6,0,6.0,,1,0
Alexander Mattison,Alexander Mattison,RB,LVR,26,5,1521,6,14,-8,9.0,,0,0
Jelani Woods,Jelani Woods,TE,IND,25,5,1767,6,17,-11,10.0,,0,0
Odell Beckham Jr.,Odell Beckham,WR,MIA,31,4,974,5,9,-4,6.0,,0,0
Miles Sanders,Miles Sanders,RB,CAR,27,4,1237,5,11,-6,7.0,,0,0
Cade Stover,Cade Stover,TE,HOU,24,4,1500,5,14,-9,8.0,,1,0
Jordan Mason,Jordan Mason,RB,SFO,25,4,837,5,7,-2,6.0,,0,0
Eric Gray,Eric Gray,RB,NYG,24,4,1395,5,13,-8,8.0,,0,0
Daniel Jones,Daniel Jones,QB,NYG,27,4,1958,5,19,-14,10.0,,0,0
Blake Watson,Blake Watson,RB,DEN,24,4,1032,5,9,-4,6.0,,1,0
Chris Rodriguez Jr.,Chris Rodriguez,RB,WAS,23,3,1544,3,14,-11,7.0,,0,0
Mike Gesicki,Mike Gesicki,TE,CIN,28,3,1407,3,13,-10,6.0,,0,0
Greg Dulcich,Greg Dulcich,TE,DEN,24,3,2157,3,21,-18,9.0,,0,0
Colby Parkinson,Colby Parkinson,TE,LAR,25,3,1441,3,13,-10,6.0,,0,0
Jonnu Smith,Jonnu Smith,TE,MIA,28,3,1449,3,13,-10,6.0,,0,0
Taysom Hill,Taysom Hill,TE,NOS,33,3,1216,3,11,-8,6.0,Taysom Hill,0,1
Johnny Wilson,Johnny Wilson,WR,PHI,23,3,1333,3,12,-9,6.0,,1,0
Sione Vaki,Sione Vaki,RB,DET,22,3,1032,3,9,-6,5.0,,0,0
Xavier Gipson,Xavier Gipson,WR,NYJ,23,3,1662,3,16,-13,7.0,,1,0
Justin Fields,Justin Fields,QB,PIT,25,3,2501,3,24,-21,10.0,,0,0
Derek Carr,Derek Carr,QB,NOS,33,3,1589,3,15,-12,7.0,,0,0
Russell Wilson,Russell Wilson,QB,PIT,35,3,1719,3,16,-13,7.0,,0,0
Dawson Knox,Dawson Knox,TE,BUF,27,2,1657,2,15,-13,6.0,,0,0
Lucas Krull,Lucas Krull,TE,DEN,26,2,70,2,0,2,1.0,,1,0
Darnell Washington,Darnell Washington,TE,PIT,22,2,1258,2,11,-9,5.0,,1,0
Jeremy Ruckert,Jeremy Ruckert,TE,NYJ,23,2,716,2,6,-4,3.0,,1,0
Zach Ertz,Zach Ertz,TE,WAS,33,2,724,2,6,-4,3.0,,0,0
Daniel Bellinger,Daniel Bellinger,TE,NYG,23,2,1991,2,19,-17,8.0,,0,0
Michael Carter,Michael Carter,RB,ARI,25,2,937,2,8,-6,4.0,,1,0
Tyler Higbee,Tyler Higbee,TE,LAR,31,2,1154,2,10,-8,5.0,,1,0
Tre Tucker,Tre Tucker,WR,LVR,23,2,1536,2,14,-12,6.0,,0,0
Gardner Minshew II,Gardner Minshew,QB,LVR,28,2,1516,2,14,-12,6.0,,0,0
Aidan O'Connell,Aidan O'Connell,QB,LVR,25,2,1359,2,12,-10,5.0,,1,0
Parker Washington,Parker Washington,WR,JAC,22,2,1547,2,14,-12,6.0,,0,0
Calvin Austin III,Calvin Austin III,WR,PIT,25,2,1463,2,14,-12,6.0,,1,0
Ryan Flournoy,Ryan Flournoy,WR,DAL,24,2,778,2,7,-5,4.0,,1,0
Kenneth Gainwell,Kenneth Gainwell,RB,PHI,25,2,1380,2,13,-11,6.0,,0,0
Justice Hill,Justice Hill,RB,BAL,26,2,1233,2,11,-9,5.0,,0,0
AJ Dillon,AJ Dillon,RB,GBP,26,2,1513,2,14,-12,6.0,,0,0
D'Ernest Johnson,D'Ernest Johnson,RB,JAC,28,2,639,2,5,-3,3.0,,1,0
Evan Hull,Evan Hull,RB,IND,23,2,1590,2,15,-13,6.0,Evan Hull,0,1
Isaiah Spiller,Isaiah Spiller,RB,LAC,22,2,1145,2,10,-8,5.0,Isaiah Spiller,0,1
Deneric Prince,Deneric Prince,RB,KCC,24,2,662,2,5,-3,3.0,,1,0
Isaiah Davis,Isaiah Davis,RB,NYJ,22,2,1193,2,11,-9,5.0,,1,0
Sean Tucker,Sean Tucker,RB,TBB,22,1,1261,1,11,-10,4.0,,0,0
Jauan Jennings,Jauan Jennings,WR,SFO,27,1,1412,1,13,-12,5.0,,1,0
DJ Chark Jr.,D.J. Chark,WR,LAC,27,1,1561,1,15,-14,6.0,,0,0
Brenden Rice,Brenden Rice,WR,LAC,22,1,2012,1,19,-18,7.0,,0,0
Zay Jones,Zay Jones,WR,ARI,29,1,1643,1,15,-14,6.0,,1,0
Tim Patrick,Tim Patrick,WR,DEN,30,1,588,1,5,-4,2.0,,1,0
Rondale Moore,Rondale Moore,WR,ATL,24,1,2064,1,20,-19,7.0,,0,0
Noah Brown,Noah Brown,WR,HOU,27,1,1187,1,11,-10,4.0,,0,0
K.J. Osborn,K.J. Osborn,WR,NEP,27,1,1468,1,14,-13,5.0,,0,0
Bo Melton,Bo Melton,WR,GBP,25,1,1530,1,14,-13,5.0,,0,0
Jordan Travis,Jordan Travis,QB,NYJ,24,1,726,1,6,-5,3.0,,1,0
John Metchie III,John Metchie,WR,HOU,24,1,1530,1,14,-13,5.0,,0,0
Dalvin Cook,Dalvin Cook,RB,BAL,28,1,307,1,2,-1,1.0,,0,0
Tyler Boyd,Tyler Boyd,WR,TEN,29,1,1738,1,16,-15,6.0,,0,0
Kendrick Bourne,Kendrick Bourne,WR,NEP,28,1,1587,1,15,-14,6.0,,0,0
Kadarius Toney,Kadarius Toney,WR,KCC,25,1,790,1,7,-6,3.0,,0,0
