Player,Matched_Player_Name,Position,Team,Age,JB Trade Value,KTC Trade Value,JB_normalized,KTC_normalized,Value_Difference,weighted_avg_trade_value,BestMatch,free_agent_indicator,rostered_indicator
Justin Jefferson,Justin Jefferson,WR,MIN,25,76,9999,100,100,0,100.0,,0,0
Ja'Marr Chase,Ja'Marr Chase,WR,CIN,24,75,9985,98,99,-1,98.0,,0,0
CeeDee Lamb,CeeDee Lamb,WR,DAL,25,74,9994,97,99,-2,98.0,,0,0
Amon-Ra St. Brown,Amon-Ra St. Brown,WR,DET,24,71,9473,93,94,-1,93.0,,0,0
Garrett Wilson,Garrett Wilson,WR,NYJ,24,70,7957,92,79,13,88.0,,0,0
Puka Nacua,Puka Nacua,WR,LAR,23,70,8019,92,79,13,88.0,,0,0
Marvin Harrison Jr.,Marvin Harrison Jr.,WR,ARI,21,69,9005,90,89,1,90.0,,0,0
Bijan Robinson,Bijan Robinson,RB,ATL,22,69,9469,90,94,-4,91.0,,0,0
Breece Hall,Breece Hall,RB,NYJ,23,68,8904,89,88,1,89.0,,0,0
Josh Allen,Josh Allen,QB,BUF,28,64,7730,84,76,8,81.0,Josh Allen,0,1
Malik Nabers,Malik Nabers,WR,NYG,21,63,7643,82,76,6,80.0,,0,0
Jahmyr Gibbs,Jahmyr Gibbs,RB,DET,22,63,8444,82,84,-2,83.0,,0,0
A.J. Brown,A.J. Brown,WR,PHI,27,62,7754,81,77,4,80.0,,0,0
Patrick Mahomes II,Patrick Mahomes,QB,KCC,28,62,7710,81,76,5,79.0,,0,0
Christian McCaffrey,Christian McCaffrey,RB,SFO,28,61,8012,80,79,1,80.0,,0,0
Tyreek Hill,Tyreek Hill,WR,MIA,30,60,7103,78,70,8,75.0,,0,0
Jonathan Taylor,Jonathan Taylor,RB,IND,25,60,6935,78,68,10,75.0,,0,0
Brandon Aiyuk,Brandon Aiyuk,WR,SFO,26,59,6717,77,66,11,73.0,,0,0
Drake London,Drake London,WR,ATL,23,59,7050,77,70,7,75.0,,0,0
Chris Olave,Chris Olave,WR,NOS,24,58,7067,76,70,6,74.0,,0,0
C.J. Stroud,C.J. Stroud,QB,HOU,22,58,6919,76,68,8,73.0,,0,0
Jaylen Waddle,Jaylen Waddle,WR,MIA,25,57,7101,75,70,5,73.0,Jaylen Waddle,0,1
Nico Collins,Nico Collins,WR,HOU,25,56,6650,73,66,7,71.0,,0,0
Jalen Hurts,Jalen Hurts,QB,PHI,26,55,6688,72,66,6,70.0,,0,0
De'Von Achane,De'Von Achane,RB,MIA,22,55,6673,72,66,6,70.0,,0,0
Lamar Jackson,Lamar Jackson,QB,BAL,27,54,6775,71,67,4,70.0,,0,0
DK Metcalf,DK Metcalf,WR,SEA,26,54,6147,71,60,11,67.0,,0,0
DeVonta Smith,DeVonta Smith,WR,PHI,25,54,6722,71,66,5,69.0,,0,0
DJ Moore,D.J. Moore,WR,CHI,27,52,6177,68,61,7,66.0,,0,0
George Pickens,George Pickens,WR,PIT,23,51,6062,67,60,7,65.0,George Pickens,0,1
Travis Etienne Jr.,Travis Etienne,RB,JAC,25,50,6580,65,65,0,65.0,,0,0
Anthony Richardson,Anthony Richardson,QB,IND,22,49,6501,64,64,0,64.0,,0,0
Tank Dell,Tank Dell,WR,HOU,24,49,6100,64,60,4,63.0,,0,0
Rome Odunze,Rome Odunze,WR,CHI,22,48,6774,63,67,-4,64.0,,0,0
Joe Burrow,Joe Burrow,QB,CIN,27,47,6137,61,60,1,61.0,,0,0
Saquon Barkley,Saquon Barkley,RB,PHI,27,47,6208,61,61,0,61.0,,0,0
Kenneth Walker III,Kenneth Walker III,RB,SEA,23,45,5882,59,58,1,59.0,,0,0
Kyren Williams,Kyren Williams,RB,LAR,23,45,6236,59,61,-2,60.0,,0,0
Michael Pittman Jr.,Michael Pittman,WR,IND,26,45,6173,59,61,-2,60.0,,0,0
Tee Higgins,Tee Higgins,WR,CIN,25,45,6008,59,59,0,59.0,,0,0
Sam LaPorta,Sam LaPorta,TE,DET,23,45,7724,59,76,-17,65.0,,0,0
Xavier Worthy,Xavier Worthy,WR,KCC,21,44,5555,57,54,3,56.0,,0,0
Rashee Rice,Rashee Rice,WR,KCC,24,44,5077,57,50,7,55.0,,0,0
James Cook,James Cook,RB,BUF,24,43,5719,56,56,0,56.0,,0,0
Jaxon Smith-Njigba,Jaxon Smith-Njigba,WR,SEA,22,43,5955,56,58,-2,57.0,Jaxon Smith-Njigba,0,1
Zay Flowers,Zay Flowers,WR,BAL,23,43,6173,56,61,-5,58.0,,0,0
Caleb Williams,Caleb Williams,QB,CHI,22,43,5953,56,58,-2,57.0,,0,0
Kyler Murray,Kyler Murray,QB,ARI,27,42,5593,55,55,0,55.0,,0,0
Dalton Kincaid,Dalton Kincaid,TE,BUF,24,41,6436,53,63,-10,56.0,,0,0
Deebo Samuel Sr.,Deebo Samuel,WR,SFO,28,41,5466,53,54,-1,53.0,,0,0
Isiah Pacheco,Isiah Pacheco,RB,KCC,25,40,5921,52,58,-6,54.0,,0,0
Trey McBride,Trey McBride,TE,ARI,24,40,6556,52,65,-13,56.0,,0,0
Justin Herbert,Justin Herbert,QB,LAC,26,40,5728,52,56,-4,53.0,,0,0
Mike Evans,Mike Evans,WR,TBB,30,39,5059,51,49,2,50.0,,0,0
Brian Thomas Jr.,Brian Thomas Jr.,WR,JAC,21,39,5659,51,55,-4,52.0,,0,0
Davante Adams,Davante Adams,WR,LVR,31,39,5091,51,50,1,51.0,,0,0
Jayden Reed,Jayden Reed,WR,GBP,24,39,5350,51,52,-1,51.0,,0,0
Jonathon Brooks,Jonathon Brooks,RB,CAR,21,39,6139,51,60,-9,54.0,,0,0
Christian Kirk,Christian Kirk,WR,JAC,27,38,4717,50,46,4,49.0,Christian Kirk,0,1
Mark Andrews,Mark Andrews,TE,BAL,28,38,5808,50,57,-7,52.0,Mark Andrews,0,1
Brock Bowers,Brock Bowers,TE,LVR,21,37,6321,48,62,-14,53.0,,0,0
Josh Jacobs,Josh Jacobs,RB,GBP,26,37,5269,48,52,-4,49.0,,0,0
Stefon Diggs,Stefon Diggs,WR,HOU,30,37,4300,48,42,6,46.0,,0,0
Ladd McConkey,Ladd McConkey,WR,LAC,22,37,5500,48,54,-6,50.0,,0,0
Kyle Pitts,Kyle Pitts,TE,ATL,23,37,6178,48,61,-13,52.0,,0,0
Jordan Addison,Jordan Addison,WR,MIN,22,36,5417,47,53,-6,49.0,,0,0
Amari Cooper,Amari Cooper,WR,CLE,30,36,4410,47,43,4,46.0,,0,0
Rachaad White,Rachaad White,RB,TBB,25,36,5473,47,54,-7,49.0,,0,0
Terry McLaurin,Terry McLaurin,WR,WAS,28,35,4606,46,45,1,46.0,,0,0
Cooper Kupp,Cooper Kupp,WR,LAR,31,35,4711,46,46,0,46.0,,0,0
T.J. Hockenson,T.J. Hockenson,TE,MIN,27,35,5435,46,53,-7,48.0,,0,0
Jordan Love,Jordan Love,QB,GBP,25,35,5796,46,57,-11,50.0,,0,0
Chris Godwin,Chris Godwin,WR,TBB,28,34,4520,44,44,0,44.0,,0,0
Trey Benson,Trey Benson,RB,ARI,22,34,5113,44,50,-6,46.0,,0,0
D'Andre Swift,D'Andre Swift,RB,CHI,25,33,4615,43,45,-2,44.0,,0,0
Travis Kelce,Travis Kelce,TE,KCC,34,33,4949,43,48,-5,45.0,,0,0
Keon Coleman,Keon Coleman,WR,BUF,21,32,4979,42,49,-7,44.0,,0,0
Calvin Ridley,Calvin Ridley,WR,TEN,29,32,4018,42,39,3,41.0,,0,0
Joe Mixon,Joe Mixon,RB,HOU,28,32,4403,42,43,-1,42.0,,0,0
Alvin Kamara,Alvin Kamara,RB,NOS,29,32,4026,42,39,3,41.0,,0,0
Derrick Henry,Derrick Henry,RB,BAL,30,32,4685,42,46,-4,43.0,,0,0
Tyjae Spears,Tyjae Spears,RB,TEN,23,31,4411,40,43,-3,41.0,,0,0
George Kittle,George Kittle,TE,SFO,30,31,4402,40,43,-3,41.0,,0,0
Rhamondre Stevenson,Rhamondre Stevenson,RB,NEP,26,31,4777,40,47,-7,42.0,,0,0
Ricky Pearsall,Ricky Pearsall,WR,SFO,23,31,4634,40,45,-5,42.0,,0,0
Jayden Daniels,Jayden Daniels,QB,WAS,23,30,5428,39,53,-14,44.0,,0,0
Brian Robinson Jr.,Brian Robinson,RB,WAS,25,30,4101,39,40,-1,39.0,,0,0
David Montgomery,David Montgomery,RB,DET,27,30,4203,39,41,-2,40.0,,0,0
Christian Watson,Christian Watson,WR,GBP,25,30,4563,39,44,-5,41.0,,0,0
Najee Harris,Najee Harris,RB,PIT,26,29,4224,38,41,-3,39.0,,0,0
Trevor Lawrence,Trevor Lawrence,QB,JAC,24,29,4737,38,46,-8,41.0,,0,0
Adonai Mitchell,Adonai Mitchell,WR,IND,21,29,4322,38,42,-4,39.0,,0,0
Brock Purdy,Brock Purdy,QB,SFO,24,29,4505,38,44,-6,40.0,,0,0
Tony Pollard,Tony Pollard,RB,TEN,27,29,3816,38,37,1,38.0,,0,0
Dak Prescott,Dak Prescott,QB,DAL,31,28,4416,36,43,-7,38.0,,0,0
Aaron Jones,Aaron Jones,RB,MIN,29,28,3649,36,35,1,36.0,Aaron Jones,0,1
Zamir White,Zamir White,RB,LVR,24,28,4524,36,44,-8,39.0,,0,0
