Player,Team,Position,Age,KTC Trade Value,KTC_normalized
Brock Purdy,SFO,QB,24,4505,44
Dak Prescott,DAL,QB,31,4416,43
Tyjae Spears,TEN,RB,23,4411,43
Amari Cooper,CLE,WR,30,4410,43
Joe Mixon,HOU,RB,28,4403,43
George Kittle,SFO,TE,30,4402,43
2024 Early 2nd,FA,PICK,,4343,42
Adonai Mitchell,IND,WR,21,4322,42
Jaylen Warren,PIT,RB,25,4318,42
Tua Tagovailoa,MIA,QB,26,4310,42
Stefon Diggs,HOU,WR,30,4300,42
Xavier Legette,CAR,WR,23,4245,41
Blake Corum,LAR,RB,23,4232,41
Najee Harris,PIT,RB,26,4224,41
Diontae Johnson,CAR,WR,28,4217,41
Marquise Brown,KCC,WR,27,4208,41
David Montgomery,DET,RB,27,4203,41
Jake Ferguson,DAL,TE,25,4186,41
2025 Early 2nd,FA,PICK,,4169,40
Evan Engram,JAC,TE,29,4166,40
Brian Robinson,WAS,RB,25,4101,40
Alvin Kamara,NOS,RB,29,4026,39
Calvin Ridley,TEN,WR,29,4018,39
David Njoku,CLE,TE,28,3987,39
Jameson Williams,DET,WR,23,3987,39
Zach Charbonnet,SEA,RB,23,3972,38
Ja'Lynn Polk,NEP,WR,22,3960,38
MarShawn Lloyd,GBP,RB,23,3936,38
2024 Mid 2nd,FA,PICK,,3877,37
Dontayvion Wicks,GBP,WR,23,3830,37
Kendre Miller,NOS,RB,22,3827,37
Tony Pollard,TEN,RB,27,3816,37
Drake Maye,NEP,QB,21,3799,37
Jared Goff,DET,QB,29,3786,37
Josh Downs,IND,WR,22,3757,36
Javonte Williams,DEN,RB,24,3741,36
Romeo Doubs,GBP,WR,24,3738,36
Jaylen Wright,MIA,RB,21,3709,36
Jermaine Burton,CIN,WR,23,3694,36
Keenan Allen,CHI,WR,32,3660,35
Aaron Jones,MIN,RB,29,3649,35
Zack Moss,CIN,RB,26,3641,35
2025 Mid 2nd,FA,PICK,,3614,35
Khalil Shakir,BUF,WR,24,3574,34
2024 Late 2nd,FA,PICK,,3546,34
J.J. McCarthy,MIN,QB,21,3544,34
Roman Wilson,PIT,WR,23,3537,34
Chase Brown,CIN,RB,24,3536,34
Pat Freiermuth,PIT,TE,25,3523,34
Jahan Dotson,WAS,WR,24,3505,34
James Conner,ARI,RB,29,3494,34
Jerome Ford,CLE,RB,24,3471,33
Bryce Young,CAR,QB,23,3455,33
Troy Franklin,DEN,WR,21,3454,33
2026 Early 2nd,FA,PICK,,3453,33
Nick Chubb,CLE,RB,28,3422,33
Ben Sinnott,WAS,TE,22,3412,33
Luke Musgrave,GBP,TE,23,3403,33
Cole Kmet,CHI,TE,25,3330,32
Courtland Sutton,DEN,WR,28,3324,32
Rashid Shaheed,NOS,WR,25,3321,32
2025 Late 2nd,FA,PICK,,3299,32
Devin Singletary,NYG,RB,26,3286,31
Dalton Schultz,HOU,TE,28,3262,31
Jakobi Meyers,LVR,WR,27,3218,31
Demario Douglas,NEP,WR,23,3203,31
2026 Mid 2nd,FA,PICK,,3190,30
Dallas Goedert,PHI,TE,29,3174,30
Isaiah Likely,BAL,TE,24,3165,30
DeAndre Hopkins,TEN,WR,32,3123,30
Josh Palmer,LAC,WR,24,3108,30
Raheem Mostert,MIA,RB,32,3106,30
Michael Wilson,ARI,WR,24,3055,29
Will Levis,TEN,QB,25,3032,29
Quentin Johnston,LAC,WR,22,3002,29
Jaleel McLaughlin,DEN,RB,23,2984,28
Kimani Vidal,LAC,RB,22,2961,28
Michael Penix Jr.,ATL,QB,24,2958,28
Curtis Samuel,BUF,WR,27,2940,28
Marvin Mims,DEN,WR,22,2923,28
Javon Baker,NEP,WR,22,2904,28
Kirk Cousins,ATL,QB,35,2879,27
Keaton Mitchell,BAL,RB,22,2879,27
Bo Nix,DEN,QB,24,2864,27
Malachi Corley,NYJ,WR,22,2855,27
2026 Late 2nd,FA,PICK,,2852,27
Deshaun Watson,CLE,QB,28,2795,26
Audric Estime,DEN,RB,20,2781,26
Jalen McMillan,TBB,WR,22,2774,26
Gus Edwards,LAC,RB,29,2769,26
Gabriel Davis,JAC,WR,25,2733,26
Luke McCaffrey,WAS,WR,23,2732,26
Roschon Johnson,CHI,RB,23,2722,26
Bucky Irving,TBB,RB,21,2714,26
Austin Ekeler,WAS,RB,29,2713,26
Matthew Stafford,LAR,QB,36,2708,26
Braelon Allen,NYJ,RB,20,2687,25
Michael Mayer,LVR,TE,23,2681,25
Baker Mayfield,TBB,QB,29,2656,25
2024 Early 3rd,FA,PICK,,2651,25
Tyler Lockett,SEA,WR,31,2625,25
Wan'Dale Robinson,NYG,WR,23,2610,25
Ray Davis,BUF,RB,24,2602,25
Tucker Kraft,GBP,TE,23,2588,24
Tyler Allgeier,ATL,RB,24,2536,24
Rashod Bateman,BAL,WR,24,2536,24
J.K. Dobbins,LAC,RB,25,2506,24
Justin Fields,PIT,QB,25,2500,23
Rico Dowdle,DAL,RB,26,2494,23
Ja'Tavion Sanders,CAR,TE,21,2473,23
2024 Mid 3rd,FA,PICK,,2438,23
Tyrone Tracy,NYG,RB,24,2436,23
2025 Early 3rd,FA,PICK,,2402,23
Mike Williams,NYJ,WR,29,2345,22
Darnell Mooney,ATL,WR,26,2316,22
Antonio Gibson,NEP,RB,26,2312,22
Jalin Hyatt,NYG,WR,22,2309,22
Chuba Hubbard,CAR,RB,25,2308,22
Ty Chandler,MIN,RB,26,2303,22
Will Shipley,PHI,RB,21,2290,21
Chigoziem Okonkwo,TEN,TE,24,2273,21
Khalil Herbert,CHI,RB,26,2268,21
Ezekiel Elliott,DAL,RB,29,2256,21
Cade Otton,TBB,TE,25,2232,21
Dameon Pierce,HOU,RB,24,2200,20
2025 Mid 3rd,FA,PICK,,2193,20
Tank Bigsby,JAC,RB,22,2188,20
2024 Late 3rd,FA,PICK,,2174,20
Devontez Walker,BAL,WR,23,2144,20
Greg Dulcich,DEN,TE,24,2143,20
Aaron Rodgers,NYJ,QB,40,2142,20
Malik Washington,MIA,WR,23,2100,19
Rondale Moore,ATL,WR,24,2083,19
Elijah Mitchell,SFO,RB,26,2024,19
Trey Palmer,TBB,WR,23,2021,19
2026 Early 3rd,FA,PICK,,1996,18
Brandin Cooks,DAL,WR,30,1980,18
Daniel Jones,NYG,QB,27,1972,18
Brenden Rice,LAC,WR,22,1961,18
Daniel Bellinger,NYG,TE,23,1955,18
Noah Fant,SEA,TE,26,1952,18
Theo Johnson,NYG,TE,23,1939,18
Isaac Guerendo,SFO,RB,24,1936,18
Elijah Moore,CLE,WR,24,1924,18
Geno Smith,SEA,QB,33,1915,18
Jonathan Mingo,CAR,WR,23,1900,17
2025 Late 3rd,FA,PICK,,1891,17
2026 Mid 3rd,FA,PICK,,1882,17
A.T. Perry,NOS,WR,24,1820,17
Dylan Laube,LVR,RB,24,1791,16
Greg Dortch,ARI,WR,26,1744,16
Rasheen Ali,BAL,RB,23,1740,16
Dawson Knox,BUF,TE,27,1723,16
Russell Wilson,PIT,QB,35,1719,16
2026 Late 3rd,FA,PICK,,1705,15
Cedric Tillman,CLE,WR,24,1693,15
Jelani Woods,IND,TE,25,1690,15
Tyler Boyd,TEN,WR,29,1682,15
Hunter Henry,NEP,TE,29,1677,15
Adam Thielen,CAR,WR,33,1676,15
Zay Jones,ARI,WR,29,1655,15
Xavier Gipson,NYJ,WR,23,1628,15
2024 Early 4th,FA,PICK,,1624,15
Chris Rodriguez,WAS,RB,23,1611,14
Erick All,CIN,TE,23,1605,14
Kendrick Bourne,NEP,WR,29,1599,14
D.J. Chark,LAC,WR,27,1599,14
Tutu Atwell,LAR,WR,24,1589,14
Derek Carr,NOS,QB,33,1583,14
Luke Schoonmaker,DAL,TE,25,1583,14
Spencer Rattler,NOS,QB,23,1567,14
Alexander Mattison,LVR,RB,26,1557,14
Jonnu Smith,MIA,TE,28,1541,14
Jalen Tolbert,DAL,WR,25,1540,14
Parker Washington,JAC,WR,22,1535,14
Sam Howell,SEA,QB,23,1533,14
Juwan Johnson,NOS,TE,27,1530,14
2025 Early 4th,FA,PICK,,1527,14
2024 Mid 4th,FA,PICK,,1526,14
Jacob Cowing,SFO,WR,23,1523,14
Gardner Minshew,LVR,QB,28,1516,14
Evan Hull,IND,RB,23,1511,13
Tyler Conklin,NYJ,TE,29,1505,13
Alec Pierce,IND,WR,24,1503,13
Jauan Jennings,SFO,WR,27,1501,13
John Metchie,HOU,WR,24,1500,13
Clyde Edwards-Helaire,KCC,RB,25,1486,13
Cade Stover,HOU,TE,24,1484,13
Jared Wiley,KCC,TE,23,1482,13
Darius Slayton,NYG,WR,27,1482,13
Bo Melton,GBP,WR,25,1475,13
AJ Dillon,GBP,RB,26,1475,13
Tre Tucker,LVR,WR,23,1464,13
Colby Parkinson,LAR,TE,25,1447,13
2025 Mid 4th,FA,PICK,,1432,13
Frank Gore Jr.,BUF,RB,22,1428,13
Mike Gesicki,CIN,TE,28,1419,13
2024 Late 4th,FA,PICK,,1413,12
Eric Gray,NYG,RB,24,1413,12
Deuce Vaughn,DAL,RB,22,1404,12
Johnny Wilson,PHI,WR,23,1395,12
Trey Sermon,IND,RB,25,1392,12
D'Onta Foreman,CLE,RB,28,1387,12
Calvin Austin III,PIT,WR,25,1385,12
Kenneth Gainwell,PHI,RB,25,1370,12
Aidan O'Connell,LVR,QB,25,1368,12
Andrei Iosivas,CIN,WR,24,1368,12
K.J. Osborn,NEP,WR,27,1354,12
2026 Early 4th,FA,PICK,,1354,12
Dillon Johnson,TEN,RB,23,1345,12
Sam Darnold,MIN,QB,27,1344,12
Taysom Hill,NOS,QB,33,1319,12
2025 Late 4th,FA,PICK,,1314,11
Bub Means,NOS,WR,23,1283,11
Darnell Washington,PIT,TE,22,1280,11
Josh Reynolds,DEN,WR,29,1275,11
Israel Abanikanda,NYJ,RB,21,1258,11
Ainias Smith,PHI,WR,23,1256,11
Justice Hill,BAL,RB,26,1255,11
Demarcus Robinson,LAR,WR,29,1252,11
Sean Tucker,TBB,RB,22,1244,11
2026 Mid 4th,FA,PICK,,1236,11
Noah Brown,HOU,WR,27,1229,11
Brevin Jordan,HOU,TE,24,1222,11
Isaiah Spiller,LAC,RB,23,1209,10
Miles Sanders,CAR,RB,27,1206,10
Skyy Moore,KCC,WR,23,1171,10
Noah Gray,KCC,TE,25,1154,10
Xavier Hutchinson,HOU,WR,24,1149,10
Kayshon Boutte,NEP,WR,22,1147,10
Isaiah Davis,NYJ,RB,22,1142,10
Van Jefferson,PIT,WR,28,1111,9
Zach Evans,LAR,RB,23,1108,9
Michael Gallup,LVR,WR,28,1107,9
Chris Evans,CIN,RB,26,1101,9
Sione Vaki,DET,RB,23,1096,9
Tyler Higbee,LAR,TE,31,1095,9
Tyquan Thornton,NEP,WR,23,1092,9
Tahj Washington,MIA,WR,23,1090,9
Donovan Peoples-Jones,DET,WR,25,1083,9
Blake Watson,DEN,RB,24,1080,9
DeWayne McBride,MIN,RB,23,1079,9
Jamari Thrash,CLE,WR,23,1069,9
2026 Late 4th,FA,PICK,,1038,9
Louis Rees-Zammit,KCC,RB,23,1031,9
Donald Parham,LAC,TE,26,1025,9
Mecole Hardman,KCC,WR,26,1024,9
Davis Allen,LAR,TE,23,1022,9
Chase Claypool,BUF,WR,26,1013,8
David Bell,CLE,WR,23,1009,8
Isaiah Hodgins,NYG,WR,25,987,8
Odell Beckham,MIA,WR,31,972,8
JuJu Smith-Schuster,NEP,WR,27,963,8
Malik Davis,DAL,RB,25,936,8
Michael Carter,ARI,RB,25,934,8
Jase McClellan,ATL,RB,22,922,8
KJ Hamler,BUF,WR,25,915,7
Hayden Hurst,LAC,TE,30,898,7
Tyler Scott,CHI,WR,22,890,7
Irv Smith,KCC,TE,26,886,7
Derius Davis,LAC,WR,23,884,7
Justin Shorter,BUF,WR,24,877,7
Jordan Mason,SFO,RB,25,865,7
Dyami Brown,WAS,WR,24,864,7
Will Dissly,LAC,TE,28,862,7
Marquez Valdes-Scantling,BUF,WR,29,852,7
Gerald Everett,CHI,TE,30,842,7
Trey Lance,DAL,QB,24,838,7
Emari Demercado,ARI,RB,25,833,7
Keaontay Ingram,KCC,RB,24,829,7
Terrace Marshall,CAR,WR,24,811,6
Kadarius Toney,KCC,WR,25,795,6
Samaje Perine,DEN,RB,28,791,6
Jamaal Williams,NOS,RB,29,787,6
Brenton Strange,JAC,TE,23,787,6
Ryan Flournoy,DAL,WR,24,774,6
Pierre Strong Jr.,CLE,RB,25,764,6
Tyrion Davis-Price,PHI,RB,23,764,6
Jacoby Brissett,NEP,QB,31,746,6
Ronnie Bell,SFO,WR,24,745,6
Cole Turner,WAS,TE,24,744,6
Tommy Tremble,CAR,TE,24,744,6
Devin Duvernay,JAC,WR,26,740,6
Jake Bobo,SEA,WR,26,736,6
Kenny McIntosh,SEA,RB,24,721,5
Tyler Johnson,LAR,WR,25,713,5
Joshua Kelley,LAC,RB,26,711,5
Zach Ertz,WAS,TE,33,708,5
Parris Campbell,PHI,WR,27,705,5
Jeremy Ruckert,NYJ,TE,23,704,5
Charlie Jones,CIN,WR,25,698,5
Trayveon Williams,CIN,RB,26,696,5
Ty Johnson,BUF,RB,26,694,5
Jordan Travis,NYJ,QB,24,688,5
D'Ernest Johnson,JAC,RB,28,688,5
Allen Lazard,NYJ,WR,28,686,5
Cameron Latu,SFO,TE,24,683,5
Jawhar Jordan,HOU,RB,24,682,5
Justyn Ross,KCC,WR,24,681,5
Kalif Raymond,DET,WR,30,673,5
Laviska Shenault,SEA,WR,25,668,5
Zonovan Knight,DET,RB,23,654,5
Denzel Mims,JAC,WR,26,654,5
Deneric Prince,KCC,RB,24,653,5
Jake Browning,CIN,QB,28,649,5
Jalen Guyton,LVR,WR,27,647,5
Rakim Jarrett,TBB,WR,23,632,5
Kylen Granson,IND,TE,26,632,5
Adam Trautman,DEN,TE,27,628,5
Drew Lock,NYG,QB,27,617,4
Quez Watkins,PIT,WR,26,617,4
Kyle Philips,TEN,WR,25,611,4
Foster Moreau,NOS,TE,27,610,4
Tim Patrick,DEN,WR,30,603,4
Elijah Higgins,ARI,TE,23,600,4
Tip Reiman,ARI,TE,22,596,4
Kevin Harris,NEP,RB,23,596,4
AJ Barner,SEA,TE,22,588,4
Jameis Winston,CLE,QB,30,585,4
Justin Watson,KCC,WR,29,583,4
Malik Heath,GBP,WR,24,581,4
Jeffery Wilson,MIA,RB,28,579,4
Anthony Schwartz,MIA,WR,23,578,4
Jalen Nailor,MIN,WR,25,576,4
Hassan Haskins,TEN,RB,24,572,4
Marquez Callaway,PIT,WR,26,566,4
Brandon Powell,MIN,WR,27,564,4
Cedrick Wilson,NOS,WR,28,556,4
Hendon Hooker,DET,QB,26,552,4
Peyton Hendershot,DAL,TE,25,546,4
Chase Edmonds,TBB,RB,28,544,4
Chris Brooks,MIA,RB,24,539,4
Nyheim Hines,CLE,RB,27,535,4
Emanuel Wilson,GBP,RB,25,516,3
Albert Okwuegbunam,PHI,TE,26,513,3
Dorian Thompson-Robinson,CLE,QB,24,500,3
Erik Ezukanma,MIA,WR,24,500,3
Nick Westbrook-Ikhine,TEN,WR,27,494,3
Will Mallory,IND,TE,25,492,3
Hunter Renfrow,FA,WR,28,490,3
Brock Wright,DET,TE,25,482,3
Jason Brownlee,NYJ,WR,25,480,3
Ronnie Rivers,LAR,RB,25,466,3
Deonte Harty,BAL,WR,26,466,3
Eno Benjamin,NOS,RB,25,464,3
Scotty Miller,PIT,WR,27,459,3
DeeJay Dallas,ARI,RB,25,454,3
Craig Reynolds,DET,RB,28,454,3
Salvon Ahmed,MIA,RB,25,453,3
Tylan Wallace,BAL,WR,25,448,3
Rashaad Penny,CAR,RB,28,438,3
Tyler Badie,DEN,RB,24,435,3
Tyler Goodson,IND,RB,23,433,3
Kene Nwangwu,MIN,RB,26,432,3
Zach Wilson,DEN,QB,25,412,2
Harrison Bryant,LVR,TE,26,412,2
Mo Alie-Cox,IND,TE,30,408,2
Mac Jones,JAC,QB,25,401,2
Hunter Long,LAR,TE,25,396,2
KaVontae Turpin,DAL,WR,28,381,2
Danny Gray,SFO,WR,25,377,2
Jaelon Darden,CLE,WR,25,370,2
Isaiah McKenzie,NYG,WR,29,367,2
Julius Chestnut,TEN,RB,23,365,2
Ben Skowronek,HOU,WR,27,351,2
Trenton Irwin,CIN,WR,28,349,2
Jarrett Stidham,DEN,QB,28,346,2
Lil'Jordan Humphrey,DEN,WR,26,342,2
Olamide Zaccheaus,WAS,WR,27,340,2
Tyler Huntley,CLE,QB,26,331,2
Andrew Ogletree,IND,TE,26,319,1
Cam Akers,MIN,RB,25,315,1
Josh Oliver,MIN,TE,27,314,1
Trent Sherfield,MIN,WR,28,309,1
Desmond Ridder,ARI,QB,24,304,1
Josh Whyle,TEN,TE,24,303,1
Royce Freeman,DAL,RB,28,297,1
Braxton Berrios,MIA,WR,28,260,1
Drew Sample,CIN,TE,28,242,1
Austin Hooper,NEP,TE,29,233,1
Dalvin Cook,BAL,RB,28,231,1
Mack Hollins,BUF,WR,30,224,0
Michael Thomas,FA,WR,31,209,0
Bailey Zappe,NEP,QB,25,198,0
Malik Willis,TEN,QB,25,193,0
Tommy DeVito,NYG,QB,26,188,0
Tanner Hudson,CIN,TE,29,183,0
Joshua Dobbs,SFO,QB,29,182,0
Jaren Hall,MIN,QB,26,177,0
Kyle Trask,TBB,QB,26,176,0
Michael Pratt,GBP,QB,22,176,0
Malik Cunningham,BAL,QB,25,175,0
Davis Mills,HOU,QB,25,175,0
Mason Rudolph,TEN,QB,29,175,0
Taylor Heinicke,ATL,QB,31,175,0
Stetson Bennett,LAR,QB,26,174,0
Tyson Bagent,CHI,QB,24,173,0
Joe Flacco,IND,QB,39,172,0
Jimmy Garoppolo,LAR,QB,32,172,0
Mitchell Trubisky,BUF,QB,29,170,0
Tyrod Taylor,NYJ,QB,35,166,0
Charlie Kolar,BAL,TE,25,150,0
Joe Milton,NEP,QB,24,149,0
Lucas Krull,DEN,TE,26,138,0
Richie James,KCC,WR,29,138,0
Amari Rodgers,FA,WR,24,132,0
