Player,Team,Position,Age,KTC Trade Value,KTC_normalized
Brian Thomas Jr.,JAC,WR,21,5488,54
2024 Late 1st,FA,PICK,,5429,53
Jordan Addison,MIN,WR,22,5420,53
Rachaad White,TBB,RB,25,5387,53
Jayden Reed,GBP,WR,24,5386,53
Jayden Daniels,WAS,QB,23,5350,53
T.J. Hockenson,MIN,TE,27,5297,52
Rashee Rice,KCC,WR,24,5287,52
2025 Late 1st,FA,PICK,,5274,52
2026 Mid 1st,FA,PICK,,5252,52
Trey Benson,ARI,RB,22,5223,51
Davante Adams,LVR,WR,31,5190,51
Keon Coleman,BUF,WR,21,5179,51
Mike Evans,TBB,WR,31,5116,50
Josh Jacobs,GBP,RB,26,5087,50
Travis Kelce,KCC,TE,34,5082,50
Cooper Kupp,LAR,WR,31,4728,46
2026 Late 1st,FA,PICK,,4725,46
Derrick Henry,BAL,RB,30,4721,46
Christian Kirk,JAC,WR,27,4709,46
Amari Cooper,CLE,WR,30,4652,46
Terry McLaurin,WAS,WR,28,4630,45
Trevor Lawrence,JAC,QB,24,4607,45
Rhamondre Stevenson,NEP,RB,26,4543,44
George Kittle,SFO,TE,30,4512,44
Christian Watson,GBP,WR,25,4502,44
D'Andre Swift,CHI,RB,25,4485,44
Tyjae Spears,TEN,RB,23,4461,44
Ricky Pearsall,SFO,WR,23,4459,44
Stefon Diggs,HOU,WR,30,4443,43
2024 Early 2nd,FA,PICK,,4442,43
Chris Godwin,TBB,WR,28,4430,43
Brock Purdy,SFO,QB,24,4417,43
Tua Tagovailoa,MIA,QB,26,4381,43
Diontae Johnson,CAR,WR,28,4371,43
Xavier Legette,CAR,WR,23,4365,43
Zamir White,LVR,RB,24,4352,43
Dak Prescott,DAL,QB,31,4349,42
David Montgomery,DET,RB,27,4337,42
Joe Mixon,HOU,RB,28,4310,42
Marquise Brown,KCC,WR,27,4262,42
Adonai Mitchell,IND,WR,21,4261,42
Jaylen Warren,PIT,RB,25,4216,41
Blake Corum,LAR,RB,23,4205,41
Najee Harris,PIT,RB,26,4163,41
Jameson Williams,DET,WR,23,4149,40
Brian Robinson,WAS,RB,25,4146,40
Jake Ferguson,DAL,TE,25,4144,40
2025 Early 2nd,FA,PICK,,4098,40
Alvin Kamara,NOS,RB,29,4096,40
Evan Engram,JAC,TE,29,4055,40
David Njoku,CLE,TE,28,3943,38
Calvin Ridley,TEN,WR,29,3942,38
Javonte Williams,DEN,RB,24,3921,38
Ja'Lynn Polk,NEP,WR,22,3921,38
2024 Mid 2nd,FA,PICK,,3876,38
Drake Maye,NEP,QB,21,3864,38
Keenan Allen,CHI,WR,32,3837,37
Romeo Doubs,GBP,WR,24,3821,37
Jared Goff,DET,QB,29,3817,37
Chase Brown,CIN,RB,24,3806,37
Zach Charbonnet,SEA,RB,23,3801,37
Tony Pollard,TEN,RB,27,3788,37
MarShawn Lloyd,GBP,RB,23,3773,37
Dontayvion Wicks,GBP,WR,23,3750,36
Josh Downs,IND,WR,23,3734,36
James Conner,ARI,RB,29,3664,36
2025 Mid 2nd,FA,PICK,,3617,35
Zack Moss,CIN,RB,26,3604,35
Jermaine Burton,CIN,WR,23,3578,35
Jaylen Wright,MIA,RB,21,3576,35
Aaron Jones,MIN,RB,29,3572,35
Pat Freiermuth,PIT,TE,25,3565,35
2026 Early 2nd,FA,PICK,,3546,34
Nick Chubb,CLE,RB,28,3543,34
2024 Late 2nd,FA,PICK,,3537,34
Khalil Shakir,BUF,WR,24,3529,34
J.J. McCarthy,MIN,QB,21,3524,34
Roman Wilson,PIT,WR,23,3463,34
Jerome Ford,CLE,RB,24,3456,33
Jahan Dotson,WAS,WR,24,3447,33
Kendre Miller,NOS,RB,22,3427,33
Troy Franklin,DEN,WR,21,3411,33
Bryce Young,CAR,QB,23,3398,33
Devin Singletary,NYG,RB,26,3369,33
Luke Musgrave,GBP,TE,23,3368,33
Ben Sinnott,WAS,TE,22,3321,32
Jerry Jeudy,CLE,WR,25,3321,32
Josh Palmer,LAC,WR,24,3316,32
2025 Late 2nd,FA,PICK,,3290,32
Cole Kmet,CHI,TE,25,3274,32
2026 Mid 2nd,FA,PICK,,3264,32
Courtland Sutton,DEN,WR,28,3259,31
Dalton Schultz,HOU,TE,28,3251,31
Rashid Shaheed,NOS,WR,25,3232,31
DeAndre Hopkins,TEN,WR,32,3229,31
Raheem Mostert,MIA,RB,32,3203,31
Isaiah Likely,BAL,TE,24,3194,31
Dallas Goedert,PHI,TE,29,3179,31
Will Levis,TEN,QB,25,3138,30
Michael Wilson,ARI,WR,24,3105,30
Curtis Samuel,BUF,WR,28,3083,30
Jakobi Meyers,LVR,WR,27,3033,29
Demario Douglas,NEP,WR,23,3017,29
Marvin Mims,DEN,WR,22,2967,29
Javon Baker,NEP,WR,22,2951,28
Jaleel McLaughlin,DEN,RB,23,2944,28
Michael Penix Jr.,ATL,QB,24,2933,28
Kirk Cousins,ATL,QB,36,2917,28
Audric Estime,DEN,RB,20,2893,28
Keaton Mitchell,BAL,RB,22,2853,27
2026 Late 2nd,FA,PICK,,2847,27
Deshaun Watson,CLE,QB,28,2834,27
Bo Nix,DEN,QB,24,2825,27
Gus Edwards,LAC,RB,29,2800,27
Roschon Johnson,CHI,RB,23,2794,27
Malachi Corley,NYJ,WR,22,2787,27
Jalen McMillan,TBB,WR,22,2785,27
Kimani Vidal,LAC,RB,22,2782,27
Austin Ekeler,WAS,RB,29,2752,26
Tyler Lockett,SEA,WR,31,2739,26
Michael Mayer,LVR,TE,23,2737,26
Tyler Allgeier,ATL,RB,24,2718,26
Bucky Irving,TBB,RB,22,2715,26
Matthew Stafford,LAR,QB,36,2706,26
Gabriel Davis,JAC,WR,25,2702,26
Braelon Allen,NYJ,RB,20,2689,26
Quentin Johnston,LAC,WR,22,2687,26
Luke McCaffrey,WAS,WR,23,2672,26
Ray Davis,BUF,RB,24,2634,25
Rashod Bateman,BAL,WR,24,2630,25
Baker Mayfield,TBB,QB,29,2623,25
2024 Early 3rd,FA,PICK,,2594,25
Justin Fields,PIT,QB,25,2559,24
J.K. Dobbins,LAC,RB,25,2532,24
Wan'Dale Robinson,NYG,WR,23,2499,24
Jalin Hyatt,NYG,WR,22,2470,24
Ja'Tavion Sanders,CAR,TE,21,2428,23
2024 Mid 3rd,FA,PICK,,2421,23
Rico Dowdle,DAL,RB,26,2421,23
Tucker Kraft,GBP,TE,23,2392,23
2025 Early 3rd,FA,PICK,,2383,23
Chuba Hubbard,CAR,RB,25,2376,23
Tyrone Tracy,NYG,RB,24,2365,22
Darnell Mooney,ATL,WR,26,2364,22
Dameon Pierce,HOU,RB,24,2338,22
Will Shipley,PHI,RB,21,2317,22
Mike Williams,NYJ,WR,29,2310,22
Greg Dulcich,DEN,TE,24,2279,22
2025 Mid 3rd,FA,PICK,,2275,22
Aaron Rodgers,NYJ,QB,40,2274,22
Antonio Gibson,NEP,RB,26,2243,21
Ezekiel Elliott,DAL,RB,29,2238,21
Ty Chandler,MIN,RB,26,2229,21
Chigoziem Okonkwo,TEN,TE,24,2212,21
2024 Late 3rd,FA,PICK,,2209,21
Tank Bigsby,JAC,RB,22,2204,21
Cade Otton,TBB,TE,25,2189,21
Khalil Herbert,CHI,RB,26,2183,21
Malik Washington,MIA,WR,23,2151,20
2026 Early 3rd,FA,PICK,,2083,20
Noah Fant,SEA,TE,26,2083,20
Brandin Cooks,DAL,WR,30,2060,19
Trey Palmer,TBB,WR,23,2057,19
Daniel Jones,NYG,QB,27,2043,19
Elijah Moore,CLE,WR,24,2025,19
Devontez Walker,BAL,WR,23,2015,19
Geno Smith,SEA,QB,33,2000,19
Rondale Moore,ATL,WR,24,1994,19
Theo Johnson,NYG,TE,23,1962,18
Elijah Mitchell,SFO,RB,26,1959,18
2025 Late 3rd,FA,PICK,,1915,18
2026 Mid 3rd,FA,PICK,,1911,18
Dylan Laube,LVR,RB,24,1901,18
Jonathan Mingo,CAR,WR,23,1898,18
Brenden Rice,LAC,WR,22,1865,17
Greg Dortch,ARI,WR,26,1847,17
Dawson Knox,BUF,TE,27,1837,17
Isaac Guerendo,SFO,RB,24,1821,17
A.T. Perry,NOS,WR,24,1755,16
Daniel Bellinger,NYG,TE,23,1754,16
Jelani Woods,IND,TE,25,1754,16
Cedric Tillman,CLE,WR,24,1740,16
D.J. Chark,LAC,WR,27,1730,16
Tyler Boyd,TEN,WR,29,1723,16
Adam Thielen,CAR,WR,33,1720,16
Hunter Henry,NEP,TE,29,1718,16
Rasheen Ali,BAL,RB,23,1703,16
Alec Pierce,IND,WR,24,1676,15
2026 Late 3rd,FA,PICK,,1669,15
Erick All,CIN,TE,23,1652,15
Russell Wilson,PIT,QB,35,1634,15
2024 Early 4th,FA,PICK,,1619,15
AJ Dillon,GBP,RB,26,1609,15
Jalen Tolbert,DAL,WR,25,1608,15
2025 Early 4th,FA,PICK,,1602,15
Zay Jones,ARI,WR,29,1583,15
Derek Carr,NOS,QB,33,1574,14
Spencer Rattler,NOS,QB,23,1551,14
Treylon Burks,TEN,WR,24,1550,14
2024 Mid 4th,FA,PICK,,1545,14
Andrei Iosivas,CIN,WR,24,1542,14
Mike Gesicki,CIN,TE,28,1539,14
Evan Hull,IND,RB,23,1532,14
Colby Parkinson,LAR,TE,25,1529,14
Gardner Minshew,LVR,QB,28,1527,14
Tutu Atwell,LAR,WR,24,1525,14
Trey Sermon,IND,RB,25,1521,14
Tyler Conklin,NYJ,TE,29,1519,14
Juwan Johnson,NOS,TE,27,1518,14
Tre Tucker,LVR,WR,23,1514,14
Deuce Vaughn,DAL,RB,22,1510,14
Parker Washington,JAC,WR,22,1507,14
Alexander Mattison,LVR,RB,26,1494,14
Kendrick Bourne,NEP,WR,29,1491,14
Sam Howell,SEA,QB,23,1487,14
Kenneth Gainwell,PHI,RB,25,1483,14
John Metchie,HOU,WR,24,1478,13
Xavier Gipson,NYJ,WR,23,1475,13
Jacob Cowing,SFO,WR,23,1471,13
2025 Mid 4th,FA,PICK,,1470,13
Chris Rodriguez,WAS,RB,23,1458,13
Bo Melton,GBP,WR,25,1451,13
Cade Stover,HOU,TE,24,1446,13
2024 Late 4th,FA,PICK,,1440,13
Darius Slayton,NYG,WR,27,1439,13
Luke Schoonmaker,DAL,TE,25,1436,13
K.J. Osborn,NEP,WR,27,1416,13
Jared Wiley,KCC,TE,23,1412,13
Calvin Austin III,PIT,WR,25,1412,13
Frank Gore Jr.,BUF,RB,22,1408,13
Jauan Jennings,SFO,WR,27,1408,13
2026 Early 4th,FA,PICK,,1405,13
Aidan O'Connell,LVR,QB,25,1399,13
Clyde Edwards-Helaire,KCC,RB,25,1391,13
Sam Darnold,MIN,QB,27,1370,12
Jonnu Smith,MIA,TE,28,1370,12
Taysom Hill,NOS,QB,33,1345,12
Demarcus Robinson,LAR,WR,29,1333,12
Deneric Prince,KCC,RB,24,1304,12
Justice Hill,BAL,RB,26,1297,12
2025 Late 4th,FA,PICK,,1297,12
Miles Sanders,CAR,RB,27,1287,12
Eric Gray,NYG,RB,24,1284,12
Johnny Wilson,PHI,WR,23,1284,12
D'Onta Foreman,CLE,RB,28,1266,11
Brevin Jordan,HOU,TE,24,1264,11
Darnell Washington,PIT,TE,23,1259,11
Bub Means,NOS,WR,23,1244,11
2026 Mid 4th,FA,PICK,,1236,11
Ainias Smith,PHI,WR,23,1235,11
Isaiah Davis,NYJ,RB,22,1235,11
Skyy Moore,KCC,WR,23,1224,11
Josh Reynolds,DEN,WR,29,1206,11
Sean Tucker,TBB,RB,22,1205,11
Tyler Higbee,LAR,TE,31,1204,11
Israel Abanikanda,NYJ,RB,21,1204,11
Tahj Washington,MIA,WR,23,1195,11
Donovan Peoples-Jones,DET,WR,25,1195,11
Noah Gray,KCC,TE,25,1191,11
Jordan Whittington,LAR,WR,23,1190,11
Noah Brown,HOU,WR,27,1188,11
Tyquan Thornton,NEP,WR,23,1179,10
Isaiah Spiller,LAC,RB,23,1166,10
Dillon Johnson,CAR,RB,23,1111,10
Blake Watson,DEN,RB,24,1110,10
Davis Allen,LAR,TE,23,1100,10
Kayshon Boutte,NEP,WR,22,1090,10
DeWayne McBride,MIN,RB,23,1085,10
2026 Late 4th,FA,PICK,,1064,9
Mecole Hardman,KCC,WR,26,1044,9
Xavier Hutchinson,HOU,WR,24,1040,9
Van Jefferson,PIT,WR,28,1036,9
Isaiah Hodgins,NYG,WR,25,1025,9
David Bell,CLE,WR,23,1021,9
Sione Vaki,DET,RB,23,989,9
Zach Evans,LAR,RB,23,988,9
Chris Evans,CIN,RB,26,985,9
KJ Hamler,BUF,WR,25,984,9
Kadarius Toney,KCC,WR,25,983,9
Louis Rees-Zammit,KCC,RB,23,978,8
Jordan Mason,SFO,RB,25,977,8
Dyami Brown,WAS,WR,24,974,8
Tyler Scott,CHI,WR,22,972,8
Jase McClellan,ATL,RB,22,969,8
Gerald Everett,CHI,TE,30,950,8
Jamaal Williams,NOS,RB,29,939,8
Donald Parham,LAC,TE,27,933,8
Odell Beckham,MIA,WR,31,909,8
Jamari Thrash,CLE,WR,23,905,8
Samaje Perine,DEN,RB,28,901,8
Hayden Hurst,LAC,TE,30,876,7
Pierre Strong Jr.,CLE,RB,25,871,7
Malik Davis,DAL,RB,25,853,7
Trey Lance,DAL,QB,24,844,7
Michael Carter,ARI,RB,25,844,7
Terrace Marshall,CAR,WR,24,839,7
Will Dissly,LAC,TE,28,836,7
Justin Shorter,BUF,WR,24,830,7
Derius Davis,LAC,WR,23,827,7
JuJu Smith-Schuster,NEP,WR,27,827,7
Irv Smith,KCC,TE,26,827,7
Marquez Valdes-Scantling,BUF,WR,29,820,7
Keaontay Ingram,KCC,RB,24,819,7
Emari Demercado,ARI,RB,25,816,7
Brenton Strange,JAC,TE,23,809,7
Zach Ertz,WAS,TE,33,796,7
Ryan Flournoy,DAL,WR,24,766,6
Allen Lazard,NYJ,WR,28,759,6
Chase Claypool,BUF,WR,26,754,6
Trayveon Williams,CIN,RB,26,748,6
Cole Turner,WAS,TE,24,748,6
Jalen Nailor,MIN,WR,25,743,6
Cam Akers,HOU,RB,25,735,6
Joshua Kelley,LAC,RB,26,735,6
Jacoby Brissett,NEP,QB,31,731,6
Charlie Jones,CIN,WR,25,729,6
Parris Campbell,PHI,WR,27,726,6
Jake Bobo,SEA,WR,26,724,6
Tommy Tremble,CAR,TE,24,718,6
Ronnie Bell,SFO,WR,24,711,6
Jeremy Ruckert,NYJ,TE,24,704,6
Tyrion Davis-Price,PHI,RB,23,702,6
Kevin Harris,NEP,RB,23,698,6
Kylen Granson,IND,TE,26,694,6
Jawhar Jordan,HOU,RB,25,685,5
Ty Johnson,BUF,RB,26,681,5
Kenny McIntosh,SEA,RB,24,677,5
Kyle Philips,TEN,WR,25,676,5
Quez Watkins,PIT,WR,26,670,5
Laviska Shenault,SEA,WR,25,668,5
Jalen Guyton,LVR,WR,27,660,5
Justyn Ross,KCC,WR,24,655,5
Devin Duvernay,JAC,WR,26,652,5
Jordan Travis,NYJ,QB,24,649,5
Adam Trautman,DEN,TE,27,644,5
Hassan Haskins,TEN,RB,24,638,5
Anthony Schwartz,MIA,WR,23,633,5
D'Ernest Johnson,JAC,RB,28,631,5
Drew Lock,NYG,QB,27,630,5
Zonovan Knight,DET,RB,23,630,5
Rakim Jarrett,TBB,WR,23,624,5
Tyler Goodson,IND,RB,23,620,5
Jake Browning,CIN,QB,28,612,5
Malik Heath,GBP,WR,24,609,5
Tyler Johnson,LAR,WR,25,605,5
Cedrick Wilson,NOS,WR,28,599,5
Kalif Raymond,DET,WR,30,597,5
Denzel Mims,JAC,WR,26,592,5
Elijah Higgins,ARI,TE,23,588,5
Cameron Latu,SFO,TE,24,580,4
Brandon Powell,MIN,WR,27,572,4
Kenny Pickett,PHI,QB,26,571,4
Justin Watson,KCC,WR,29,571,4
Jameis Winston,CLE,QB,30,569,4
Foster Moreau,NOS,TE,27,568,4
Chase Edmonds,TBB,RB,28,564,4
Chris Brooks,MIA,RB,24,556,4
AJ Barner,SEA,TE,22,553,4
Nyheim Hines,CLE,RB,27,552,4
Jeffery Wilson,MIA,RB,28,549,4
Marquez Callaway,FA,WR,26,548,4
Hendon Hooker,DET,QB,26,547,4
Jason Brownlee,NYJ,WR,25,533,4
Brock Wright,DET,TE,25,524,4
Peyton Hendershot,DAL,TE,25,519,4
Tim Patrick,DEN,WR,30,508,4
Ronnie Rivers,LAR,RB,25,507,4
Deonte Harty,BAL,WR,26,490,4
Tip Reiman,ARI,TE,22,484,3
Josh Whyle,TEN,TE,24,480,3
Albert Okwuegbunam,PHI,TE,26,470,3
Tylan Wallace,BAL,WR,25,465,3
Dorian Thompson-Robinson,CLE,QB,24,464,3
Emanuel Wilson,GBP,RB,25,464,3
Craig Reynolds,DET,RB,28,462,3
Danny Gray,SFO,WR,25,462,3
Tyler Badie,DEN,RB,24,453,3
DeeJay Dallas,ARI,RB,25,443,3
Mac Jones,JAC,QB,25,432,3
Julius Chestnut,TEN,RB,23,428,3
Scotty Miller,PIT,WR,27,427,3
Hunter Long,LAR,TE,26,425,3
KaVontae Turpin,DAL,WR,28,421,3
Nick Westbrook-Ikhine,TEN,WR,27,418,3
Salvon Ahmed,MIA,RB,25,413,3
Ben Skowronek,HOU,WR,27,409,3
Olamide Zaccheaus,WAS,WR,27,395,3
Erik Ezukanma,MIA,WR,24,393,3
Mack Hollins,BUF,WR,30,386,2
Zach Wilson,DEN,QB,25,385,2
Desmond Ridder,ARI,QB,24,378,2
Will Mallory,IND,TE,25,378,2
Lil'Jordan Humphrey,DEN,WR,26,371,2
Isaiah McKenzie,NYG,WR,29,356,2
Austin Hooper,NEP,TE,29,348,2
Hunter Renfrow,FA,WR,28,347,2
Robert Tonyan,MIN,TE,30,342,2
Royce Freeman,DAL,RB,28,336,2
Trenton Irwin,CIN,WR,28,334,2
Eno Benjamin,NOS,RB,25,333,2
Josh Oliver,MIN,TE,27,333,2
Braxton Berrios,MIA,WR,28,322,2
Kene Nwangwu,MIN,RB,26,311,2
Harrison Bryant,LVR,TE,26,298,2
Jaelon Darden,CLE,WR,25,293,2
Tyler Huntley,CLE,QB,26,291,2
Mo Alie-Cox,IND,TE,30,290,2
Andrew Ogletree,IND,TE,26,281,1
Jarrett Stidham,DEN,QB,28,262,1
Drew Sample,CIN,TE,28,257,1
Kareem Hunt,FA,RB,29,254,1
Lucas Krull,DEN,TE,26,244,1
Kyle Trask,TBB,QB,26,226,1
Malik Willis,TEN,QB,25,216,1
Michael Gallup,FA,WR,28,197,1
Rashaad Penny,FA,RB,28,188,0
Malik Cunningham,BAL,QB,25,180,0
Bailey Zappe,NEP,QB,25,173,0
Tyson Bagent,CHI,QB,24,170,0
Michael Pratt,GBP,QB,22,170,0
Davis Mills,HOU,QB,25,170,0
Tony Jones,ARI,RB,26,170,0
Joshua Dobbs,SFO,QB,29,169,0
Mason Rudolph,TEN,QB,29,169,0
Mitchell Trubisky,BUF,QB,30,169,0
Taylor Heinicke,ATL,QB,31,169,0
Raheem Blackshear,CAR,RB,26,169,0
Stetson Bennett,LAR,QB,26,167,0
Joe Flacco,IND,QB,39,167,0
Jimmy Garoppolo,LAR,QB,32,167,0
Joe Milton,NEP,QB,24,165,0
Tyrod Taylor,NYJ,QB,35,165,0
Ihmir Smith-Marsette,CAR,WR,24,160,0
Michael Thomas,FA,WR,31,154,0
Ian Thomas,CAR,TE,28,154,0
Carson Wentz,KCC,QB,31,91,0
