Player,Team,Position,Age,KTC Trade Value,KTC_normalized
Caleb Williams,CHI,QB,22,5978,59
2026 Early 1st,FA,PICK,,5944,59
Jordan Addison,MIN,WR,22,5940,59
Kenneth Walker III,SEA,RB,23,5878,58
Mark Andrews,BAL,TE,28,5838,58
2025 Mid 1st,FA,PICK,,5830,58
Jordan Love,GBP,QB,25,5804,57
Isiah Pacheco,KCC,RB,25,5794,57
Justin Herbert,LAC,QB,26,5793,57
Brian Thomas Jr.,JAC,WR,21,5631,56
Ladd McConkey,LAC,WR,22,5627,56
James Cook,BUF,RB,24,5624,56
Xavier Worthy,KCC,WR,21,5595,55
Kyler Murray,ARI,QB,26,5552,55
2024 Late 1st,FA,PICK,,5510,54
Rachaad White,TBB,RB,25,5492,54
Jayden Daniels,WAS,QB,23,5440,54
Deebo Samuel,SFO,WR,28,5438,54
Jayden Reed,GBP,WR,24,5370,53
T.J. Hockenson,MIN,TE,27,5348,53
2025 Late 1st,FA,PICK,,5329,53
2026 Mid 1st,FA,PICK,,5258,52
Trey Benson,ARI,RB,22,5172,51
Keon Coleman,BUF,WR,21,5162,51
Josh Jacobs,GBP,RB,26,5140,51
Rashee Rice,KCC,WR,24,5133,51
Mike Evans,TBB,WR,30,5031,50
Davante Adams,LVR,WR,31,5012,50
Travis Kelce,KCC,TE,34,4889,48
Rhamondre Stevenson,NEP,RB,26,4817,48
Christian Kirk,JAC,WR,27,4803,47
Trevor Lawrence,JAC,QB,24,4786,47
2026 Late 1st,FA,PICK,,4753,47
Cooper Kupp,LAR,WR,31,4719,47
Ricky Pearsall,SFO,WR,23,4651,46
Amari Cooper,CLE,WR,30,4612,45
Derrick Henry,BAL,RB,30,4593,45
Terry McLaurin,WAS,WR,28,4589,45
Christian Watson,GBP,WR,25,4584,45
D'Andre Swift,CHI,RB,25,4557,45
Zamir White,LVR,RB,24,4517,45
Brock Purdy,SFO,QB,24,4491,44
2024 Early 2nd,FA,PICK,,4420,44
Stefon Diggs,HOU,WR,30,4381,43
Tua Tagovailoa,MIA,QB,26,4362,43
David Montgomery,DET,RB,27,4348,43
Joe Mixon,HOU,RB,28,4343,43
Chris Godwin,TBB,WR,28,4321,43
Dak Prescott,DAL,QB,30,4318,43
Tyjae Spears,TEN,RB,23,4317,43
Adonai Mitchell,IND,WR,21,4289,42
George Kittle,SFO,TE,30,4280,42
Diontae Johnson,CAR,WR,28,4275,42
Najee Harris,PIT,RB,26,4275,42
Marquise Brown,KCC,WR,27,4274,42
Evan Engram,JAC,TE,29,4266,42
Xavier Legette,CAR,WR,23,4262,42
Jaylen Warren,PIT,RB,25,4245,42
Jake Ferguson,DAL,TE,25,4240,42
Blake Corum,LAR,RB,23,4107,40
2025 Early 2nd,FA,PICK,,4079,40
Calvin Ridley,TEN,WR,29,4076,40
Brian Robinson,WAS,RB,25,4063,40
Alvin Kamara,NOS,RB,29,4026,40
Jameson Williams,DET,WR,23,4015,40
Kendre Miller,NOS,RB,22,4014,39
David Njoku,CLE,TE,28,3995,39
2024 Mid 2nd,FA,PICK,,3970,39
Zach Charbonnet,SEA,RB,23,3941,39
Ja'Lynn Polk,NEP,WR,22,3920,39
MarShawn Lloyd,GBP,RB,23,3857,38
Jared Goff,DET,QB,29,3856,38
Javonte Williams,DEN,RB,24,3833,38
Drake Maye,NEP,QB,21,3792,37
Romeo Doubs,GBP,WR,24,3783,37
Tony Pollard,TEN,RB,27,3775,37
Josh Downs,IND,WR,22,3756,37
Dontayvion Wicks,GBP,WR,23,3738,37
Jaylen Wright,MIA,RB,21,3690,36
Keenan Allen,CHI,WR,32,3649,36
2025 Mid 2nd,FA,PICK,,3621,36
Zack Moss,CIN,RB,26,3604,35
2024 Late 2nd,FA,PICK,,3601,35
Troy Franklin,DEN,WR,21,3598,35
Roman Wilson,PIT,WR,23,3590,35
J.J. McCarthy,MIN,QB,21,3586,35
Pat Freiermuth,PIT,TE,25,3583,35
Jermaine Burton,CIN,WR,23,3560,35
Aaron Jones,MIN,RB,29,3552,35
Jahan Dotson,WAS,WR,24,3543,35
Jerome Ford,CLE,RB,24,3500,34
Bryce Young,CAR,QB,23,3487,34
Khalil Shakir,BUF,WR,24,3474,34
Chase Brown,CIN,RB,24,3474,34
2026 Early 2nd,FA,PICK,,3467,34
Ben Sinnott,WAS,TE,22,3464,34
Nick Chubb,CLE,RB,28,3386,33
James Conner,ARI,RB,29,3380,33
Devin Singletary,NYG,RB,26,3354,33
Jerry Jeudy,CLE,WR,25,3339,33
Luke Musgrave,GBP,TE,23,3310,32
2026 Mid 2nd,FA,PICK,,3303,32
Rashid Shaheed,NOS,WR,25,3295,32
Courtland Sutton,DEN,WR,28,3292,32
Isaiah Likely,BAL,TE,24,3279,32
Cole Kmet,CHI,TE,25,3274,32
2025 Late 2nd,FA,PICK,,3268,32
Demario Douglas,NEP,WR,23,3247,32
Jakobi Meyers,LVR,WR,27,3228,32
Dalton Schultz,HOU,TE,28,3193,31
Dallas Goedert,PHI,TE,29,3184,31
Josh Palmer,LAC,WR,24,3142,31
DeAndre Hopkins,TEN,WR,32,3097,30
Raheem Mostert,MIA,RB,32,3086,30
Jaleel McLaughlin,DEN,RB,23,3069,30
Quentin Johnston,LAC,WR,22,3032,30
Javon Baker,NEP,WR,22,3017,29
Will Levis,TEN,QB,25,2997,29
Michael Wilson,ARI,WR,24,2969,29
Malachi Corley,NYJ,WR,22,2931,29
Michael Penix Jr.,ATL,QB,24,2919,29
Curtis Samuel,BUF,WR,27,2903,28
Kirk Cousins,ATL,QB,35,2899,28
Kimani Vidal,LAC,RB,22,2862,28
Jalen McMillan,TBB,WR,22,2858,28
2026 Late 2nd,FA,PICK,,2847,28
Keaton Mitchell,BAL,RB,22,2834,28
Marvin Mims,DEN,WR,22,2828,28
Bo Nix,DEN,QB,24,2826,28
Gus Edwards,LAC,RB,29,2811,27
Michael Mayer,LVR,TE,23,2791,27
Roschon Johnson,CHI,RB,23,2788,27
Luke McCaffrey,WAS,WR,23,2771,27
Deshaun Watson,CLE,QB,28,2760,27
Bucky Irving,TBB,RB,21,2730,27
Matthew Stafford,LAR,QB,36,2699,26
Baker Mayfield,TBB,QB,29,2693,26
Gabriel Davis,JAC,WR,25,2689,26
Audric Estime,DEN,RB,20,2685,26
Austin Ekeler,WAS,RB,29,2674,26
Braelon Allen,NYJ,RB,20,2673,26
Tyler Lockett,SEA,WR,31,2641,26
2024 Early 3rd,FA,PICK,,2609,25
Wan'Dale Robinson,NYG,WR,23,2605,25
Rashod Bateman,BAL,WR,24,2582,25
Tyler Allgeier,ATL,RB,24,2547,25
Tucker Kraft,GBP,TE,23,2538,25
J.K. Dobbins,LAC,RB,25,2528,25
Ray Davis,BUF,RB,24,2506,24
Ja'Tavion Sanders,CAR,TE,21,2498,24
Jalin Hyatt,NYG,WR,22,2464,24
2024 Mid 3rd,FA,PICK,,2462,24
Justin Fields,PIT,QB,25,2449,24
Tyrone Tracy,NYG,RB,24,2421,24
2025 Early 3rd,FA,PICK,,2406,23
Rico Dowdle,DAL,RB,26,2402,23
Mike Williams,NYJ,WR,29,2391,23
Will Shipley,PHI,RB,21,2386,23
Ty Chandler,MIN,RB,26,2357,23
Darnell Mooney,ATL,WR,26,2293,22
Antonio Gibson,NEP,RB,26,2293,22
Chigoziem Okonkwo,TEN,TE,24,2288,22
Ezekiel Elliott,DAL,RB,29,2245,22
Cade Otton,TBB,TE,25,2230,22
Dameon Pierce,HOU,RB,24,2217,21
Aaron Rodgers,NYJ,QB,40,2205,21
2024 Late 3rd,FA,PICK,,2191,21
2025 Mid 3rd,FA,PICK,,2190,21
Chuba Hubbard,CAR,RB,25,2178,21
Tank Bigsby,JAC,RB,22,2160,21
Khalil Herbert,CHI,RB,26,2154,21
Greg Dulcich,DEN,TE,24,2147,21
Devontez Walker,BAL,WR,23,2071,20
Brandin Cooks,DAL,WR,30,2070,20
Rondale Moore,ATL,WR,24,2044,20
Malik Washington,MIA,WR,23,2017,19
Noah Fant,SEA,TE,26,2010,19
2026 Early 3rd,FA,PICK,,2009,19
Daniel Bellinger,NYG,TE,23,2002,19
Trey Palmer,TBB,WR,23,1989,19
Jonathan Mingo,CAR,WR,23,1984,19
Elijah Mitchell,SFO,RB,26,1977,19
Isaac Guerendo,SFO,RB,24,1976,19
Elijah Moore,CLE,WR,24,1964,19
Brenden Rice,LAC,WR,22,1951,19
Daniel Jones,NYG,QB,27,1924,19
2026 Mid 3rd,FA,PICK,,1894,18
2025 Late 3rd,FA,PICK,,1886,18
Theo Johnson,NYG,TE,23,1864,18
Geno Smith,SEA,QB,33,1844,18
Rasheen Ali,BAL,RB,23,1816,17
Dylan Laube,LVR,RB,24,1811,17
A.T. Perry,NOS,WR,24,1794,17
Treylon Burks,TEN,WR,24,1783,17
Hunter Henry,NEP,TE,29,1783,17
2026 Late 3rd,FA,PICK,,1745,17
Russell Wilson,PIT,QB,35,1732,17
Tyler Boyd,TEN,WR,29,1710,16
Jelani Woods,IND,TE,25,1700,16
Dawson Knox,BUF,TE,27,1697,16
Greg Dortch,ARI,WR,26,1691,16
2024 Early 4th,FA,PICK,,1658,16
Zay Jones,ARI,WR,29,1654,16
Cedric Tillman,CLE,WR,24,1646,16
Adam Thielen,CAR,WR,33,1637,16
John Metchie,HOU,WR,24,1613,15
Evan Hull,IND,RB,23,1609,15
Kendrick Bourne,NEP,WR,28,1601,15
Erick All,CIN,TE,23,1593,15
Xavier Gipson,NYJ,WR,23,1588,15
Parker Washington,JAC,WR,22,1573,15
Chris Rodriguez,WAS,RB,23,1572,15
Luke Schoonmaker,DAL,TE,25,1568,15
Bo Melton,GBP,WR,25,1566,15
Derek Carr,NOS,QB,33,1565,15
Sam Howell,SEA,QB,23,1561,15
Jacob Cowing,SFO,WR,23,1547,15
Tre Tucker,LVR,WR,23,1545,15
2024 Mid 4th,FA,PICK,,1541,15
Alec Pierce,IND,WR,24,1536,15
Cade Stover,HOU,TE,24,1536,15
Gardner Minshew,LVR,QB,28,1525,15
Alexander Mattison,LVR,RB,26,1524,15
Tutu Atwell,LAR,WR,24,1518,14
D.J. Chark,LAC,WR,27,1501,14
AJ Dillon,GBP,RB,26,1501,14
Clyde Edwards-Helaire,KCC,RB,25,1496,14
Jared Wiley,KCC,TE,23,1494,14
Juwan Johnson,NOS,TE,27,1493,14
Spencer Rattler,NOS,QB,23,1485,14
Jalen Tolbert,DAL,WR,25,1485,14
Frank Gore Jr.,BUF,RB,22,1480,14
2025 Early 4th,FA,PICK,,1471,14
K.J. Osborn,NEP,WR,27,1455,14
D'Onta Foreman,CLE,RB,28,1449,14
Calvin Austin III,PIT,WR,25,1447,14
Trey Sermon,IND,RB,25,1442,14
Eric Gray,NYG,RB,24,1441,14
Darius Slayton,NYG,WR,27,1437,14
Tyler Conklin,NYJ,TE,28,1424,14
Jauan Jennings,SFO,WR,27,1406,13
2024 Late 4th,FA,PICK,,1405,13
Andrei Iosivas,CIN,WR,24,1404,13
Deuce Vaughn,DAL,RB,22,1403,13
2025 Mid 4th,FA,PICK,,1395,13
Kenneth Gainwell,PHI,RB,25,1378,13
Colby Parkinson,LAR,TE,25,1374,13
2026 Early 4th,FA,PICK,,1370,13
Aidan O'Connell,LVR,QB,25,1368,13
Jonnu Smith,MIA,TE,28,1349,13
Mike Gesicki,CIN,TE,28,1344,13
Johnny Wilson,PHI,WR,23,1312,12
Darnell Washington,PIT,TE,22,1306,12
Demarcus Robinson,LAR,WR,29,1304,12
2025 Late 4th,FA,PICK,,1300,12
Noah Gray,KCC,TE,25,1298,12
Bub Means,NOS,WR,23,1289,12
Israel Abanikanda,NYJ,RB,21,1282,12
Sam Darnold,MIN,QB,27,1280,12
Skyy Moore,KCC,WR,23,1266,12
Ainias Smith,PHI,WR,23,1265,12
Dillon Johnson,TEN,RB,23,1262,12
Noah Brown,HOU,WR,27,1246,12
Sean Tucker,TBB,RB,22,1239,12
Brevin Jordan,HOU,TE,24,1235,12
Josh Reynolds,DEN,WR,29,1231,12
2026 Mid 4th,FA,PICK,,1227,12
Taysom Hill,NOS,QB,33,1226,12
Tyler Higbee,LAR,TE,31,1214,11
Miles Sanders,CAR,RB,27,1207,11
Justice Hill,BAL,RB,26,1198,11
Kayshon Boutte,NEP,WR,22,1194,11
Isaiah Davis,NYJ,RB,22,1192,11
Jamari Thrash,CLE,WR,23,1187,11
DeWayne McBride,MIN,RB,23,1158,11
Tyquan Thornton,NEP,WR,23,1145,11
Isaiah Spiller,LAC,RB,22,1132,11
Michael Gallup,LVR,WR,28,1131,11
Zach Evans,LAR,RB,23,1124,11
Chase Claypool,BUF,WR,26,1122,10
Xavier Hutchinson,HOU,WR,24,1102,10
Chris Evans,CIN,RB,26,1095,10
Donovan Peoples-Jones,DET,WR,25,1089,10
Blake Watson,DEN,RB,24,1071,10
Mecole Hardman,KCC,WR,26,1052,10
Tahj Washington,MIA,WR,23,1035,10
Louis Rees-Zammit,KCC,RB,23,1032,10
Davis Allen,LAR,TE,23,1029,10
David Bell,CLE,WR,23,1007,9
Sione Vaki,DET,RB,22,986,9
Donald Parham,LAC,TE,26,983,9
2026 Late 4th,FA,PICK,,982,9
Trey Lance,DAL,QB,24,979,9
Tyler Scott,CHI,WR,22,969,9
Isaiah Hodgins,NYG,WR,25,951,9
Keaontay Ingram,KCC,RB,24,934,9
JuJu Smith-Schuster,NEP,WR,27,932,9
Malik Davis,DAL,RB,25,932,9
Michael Carter,ARI,RB,25,918,8
Hayden Hurst,LAC,TE,30,913,8
Irv Smith,KCC,TE,25,904,8
KJ Hamler,BUF,WR,25,896,8
Jase McClellan,ATL,RB,22,876,8
Terrace Marshall,CAR,WR,24,860,8
Derius Davis,LAC,WR,23,859,8
Marquez Valdes-Scantling,BUF,WR,29,854,8
Dyami Brown,WAS,WR,24,853,8
Brenton Strange,JAC,TE,23,850,8
Van Jefferson,PIT,WR,27,844,8
Odell Beckham,MIA,WR,31,840,8
Jordan Mason,SFO,RB,25,839,8
Justin Shorter,BUF,WR,24,827,8
Samaje Perine,DEN,RB,28,807,7
Tommy Tremble,CAR,TE,24,786,7
Gerald Everett,CHI,TE,30,784,7
Jake Bobo,SEA,WR,25,773,7
Kadarius Toney,KCC,WR,25,772,7
Ronnie Bell,SFO,WR,24,769,7
Jacoby Brissett,NEP,QB,31,767,7
Jeremy Ruckert,NYJ,TE,23,767,7
Ryan Flournoy,DAL,WR,24,757,7
Jamaal Williams,NOS,RB,29,757,7
Pierre Strong Jr.,CLE,RB,25,755,7
Emari Demercado,ARI,RB,25,755,7
Tyrion Davis-Price,PHI,RB,23,755,7
Cole Turner,WAS,TE,24,754,7
Ty Johnson,BUF,RB,26,753,7
Kyle Philips,TEN,WR,25,750,7
Will Dissly,LAC,TE,28,719,6
Jordan Travis,NYJ,QB,24,718,6
Denzel Mims,JAC,WR,26,714,6
Rakim Jarrett,TBB,WR,23,714,6
Trayveon Williams,CIN,RB,26,712,6
Charlie Jones,CIN,WR,25,711,6
Zonovan Knight,DET,RB,23,708,6
Devin Duvernay,JAC,WR,26,701,6
Justyn Ross,KCC,WR,24,692,6
Cameron Latu,SFO,TE,24,688,6
Kenny McIntosh,SEA,RB,24,684,6
Jawhar Jordan,HOU,RB,24,662,6
Kalif Raymond,DET,WR,29,661,6
Zach Ertz,WAS,TE,33,660,6
Allen Lazard,NYJ,WR,28,658,6
Tyler Johnson,LAR,WR,25,657,6
Quez Watkins,PIT,WR,26,651,6
Joshua Kelley,LAC,RB,26,650,6
Parris Campbell,PHI,WR,27,645,6
Kevin Harris,NEP,RB,23,644,6
D'Ernest Johnson,JAC,RB,28,635,6
Drew Lock,NYG,QB,27,633,6
Adam Trautman,DEN,TE,27,631,6
Kenny Pickett,PHI,QB,26,630,6
Jeffery Wilson,MIA,RB,28,622,5
Kylen Granson,IND,TE,26,620,5
Elijah Higgins,ARI,TE,23,619,5
Foster Moreau,NOS,TE,27,618,5
Jalen Guyton,LVR,WR,27,606,5
Jake Browning,CIN,QB,28,604,5
Hendon Hooker,DET,QB,26,604,5
Hassan Haskins,TEN,RB,24,598,5
AJ Barner,SEA,TE,22,594,5
Justin Watson,KCC,WR,29,592,5
Albert Okwuegbunam,PHI,TE,26,586,5
Marquez Callaway,PIT,WR,26,584,5
Anthony Schwartz,MIA,WR,23,580,5
Tip Reiman,ARI,TE,22,572,5
Emanuel Wilson,GBP,RB,25,565,5
Chase Edmonds,TBB,RB,28,554,5
Tim Patrick,DEN,WR,30,553,5
Cedrick Wilson,NOS,WR,28,550,5
Jameis Winston,CLE,QB,30,548,5
Malik Heath,GBP,WR,24,545,5
Nyheim Hines,CLE,RB,27,543,5
Jalen Nailor,MIN,WR,25,529,5
Peyton Hendershot,DAL,TE,25,523,4
Brock Wright,DET,TE,25,499,4
Dorian Thompson-Robinson,CLE,QB,24,498,4
Brandon Powell,MIN,WR,27,489,4
Jason Brownlee,NYJ,WR,25,488,4
Hunter Renfrow,FA,WR,28,488,4
Salvon Ahmed,MIA,RB,25,487,4
Tyler Badie,DEN,RB,24,484,4
Will Mallory,IND,TE,25,477,4
Ronnie Rivers,LAR,RB,25,471,4
Nick Westbrook-Ikhine,TEN,WR,27,462,4
Chris Brooks,MIA,RB,24,461,4
Rashaad Penny,CAR,RB,28,454,4
Deonte Harty,BAL,WR,26,450,4
Erik Ezukanma,MIA,WR,24,450,4
Mo Alie-Cox,IND,TE,30,443,4
Zach Wilson,DEN,QB,24,439,4
Craig Reynolds,DET,RB,28,428,4
Tylan Wallace,BAL,WR,25,427,4
DeeJay Dallas,ARI,RB,25,417,3
Mac Jones,JAC,QB,25,414,3
Scotty Miller,PIT,WR,26,412,3
Eno Benjamin,NOS,RB,25,412,3
Lil'Jordan Humphrey,DEN,WR,26,391,3
Jarrett Stidham,DEN,QB,27,383,3
Jaelon Darden,CLE,WR,25,383,3
Olamide Zaccheaus,WAS,WR,27,380,3
Dalvin Cook,BAL,RB,28,379,3
Trenton Irwin,CIN,WR,28,377,3
Kene Nwangwu,MIN,RB,26,372,3
Danny Gray,SFO,WR,25,372,3
Josh Oliver,MIN,TE,27,365,3
Andrew Ogletree,IND,TE,25,359,3
Hunter Long,LAR,TE,25,355,3
Royce Freeman,DAL,RB,28,349,3
Harrison Bryant,LVR,TE,26,348,3
Tyler Huntley,CLE,QB,26,344,3
Desmond Ridder,ARI,QB,24,337,3
KaVontae Turpin,DAL,WR,27,323,2
Ben Skowronek,HOU,WR,27,318,2
Cam Akers,FA,RB,25,308,2
Josh Whyle,TEN,TE,24,295,2
Robert Tonyan,MIN,TE,30,295,2
Braxton Berrios,MIA,WR,28,292,2
Isaiah McKenzie,NYG,WR,29,290,2
Drew Sample,CIN,TE,28,262,2
Michael Thomas,FA,WR,31,259,2
Mack Hollins,BUF,WR,30,244,2
Tyler Goodson,IND,RB,23,241,2
Austin Hooper,NEP,TE,29,237,2
Malik Willis,TEN,QB,25,200,1
Richie James,KCC,WR,29,195,1
Jimmy Garoppolo,LAR,QB,32,181,1
Bailey Zappe,NEP,QB,25,181,1
Malik Cunningham,BAL,QB,25,180,1
Tyson Bagent,CHI,QB,24,180,1
Tommy DeVito,NYG,QB,25,180,1
Charlie Kolar,BAL,TE,25,180,1
Velus Jones,CHI,WR,27,180,1
Joshua Dobbs,SFO,QB,29,179,1
Michael Pratt,GBP,QB,22,178,1
Davis Mills,HOU,QB,25,178,1
Mason Rudolph,TEN,QB,29,177,1
Taylor Heinicke,ATL,QB,31,177,1
Kyle Trask,TBB,QB,26,173,1
Stetson Bennett,LAR,QB,26,172,1
Tyrod Taylor,NYJ,QB,34,168,1
Mitchell Trubisky,BUF,QB,29,162,1
Joe Flacco,IND,QB,39,160,1
Joe Milton,NEP,QB,24,144,1
Tanner Hudson,CIN,TE,29,143,1
Jake Haener,NOS,QB,25,55,0
Cooper Rush,DAL,QB,30,25,0
