Player,Team,Position,Age,KTC Trade Value,KTC_normalized
Zach Charbonnet,SEA,RB,23,3746,36
Josh Downs,IND,WR,23,3743,36
James Conner,ARI,RB,29,3647,35
Jaylen Wright,MIA,RB,21,3624,35
Pat Freiermuth,PIT,TE,25,3622,35
2025 Mid 2nd,FA,PICK,,3609,35
Jermaine Burton,CIN,WR,23,3574,35
Zack Moss,CIN,RB,26,3566,35
Aaron Jones,MIN,RB,29,3564,35
J.J. McCarthy,MIN,QB,21,3548,34
Jerome Ford,CLE,RB,24,3540,34
2024 Late 2nd,FA,PICK,,3527,34
Nick Chubb,CLE,RB,28,3524,34
Khalil Shakir,BUF,WR,24,3522,34
2026 Early 2nd,FA,PICK,,3517,34
Jahan Dotson,WAS,WR,24,3467,34
Roman Wilson,PIT,WR,23,3466,34
Kendre Miller,NOS,RB,22,3371,33
Bryce Young,CAR,QB,23,3369,33
Troy Franklin,DEN,WR,21,3367,33
Luke Musgrave,GBP,TE,23,3352,32
Devin Singletary,NYG,RB,26,3344,32
Ben Sinnott,WAS,TE,22,3337,32
Jerry Jeudy,CLE,WR,25,3309,32
2025 Late 2nd,FA,PICK,,3305,32
Josh Palmer,LAC,WR,24,3301,32
Cole Kmet,CHI,TE,25,3282,32
Courtland Sutton,DEN,WR,28,3277,32
Raheem Mostert,MIA,RB,32,3267,32
2026 Mid 2nd,FA,PICK,,3265,32
Dalton Schultz,HOU,TE,28,3259,31
Rashid Shaheed,NOS,WR,25,3259,31
Isaiah Likely,BAL,TE,24,3216,31
DeAndre Hopkins,TEN,WR,32,3167,31
Dallas Goedert,PHI,TE,29,3126,30
Curtis Samuel,BUF,WR,28,3118,30
Will Levis,TEN,QB,25,3112,30
Michael Wilson,ARI,WR,24,3102,30
Jakobi Meyers,LVR,WR,27,3028,29
Demario Douglas,NEP,WR,23,3009,29
Marvin Mims,DEN,WR,22,2961,28
Javon Baker,NEP,WR,22,2946,28
Audric Estime,DEN,RB,20,2939,28
Jaleel McLaughlin,DEN,RB,23,2934,28
Michael Penix Jr.,ATL,QB,24,2927,28
Kirk Cousins,ATL,QB,36,2911,28
Jalen McMillan,TBB,WR,22,2859,27
Keaton Mitchell,BAL,RB,22,2849,27
Deshaun Watson,CLE,QB,28,2830,27
2026 Late 2nd,FA,PICK,,2830,27
Roschon Johnson,CHI,RB,23,2815,27
Bo Nix,DEN,QB,24,2809,27
Gus Edwards,LAC,RB,29,2794,27
Kimani Vidal,LAC,RB,22,2773,27
Malachi Corley,NYJ,WR,22,2771,27
Michael Mayer,LVR,TE,23,2761,26
Austin Ekeler,WAS,RB,29,2747,26
Tyler Lockett,SEA,WR,31,2726,26
Tyler Allgeier,ATL,RB,24,2722,26
Bucky Irving,TBB,RB,22,2713,26
Matthew Stafford,LAR,QB,36,2706,26
Braelon Allen,NYJ,RB,20,2687,26
Luke McCaffrey,WAS,WR,23,2679,26
Gabriel Davis,JAC,WR,25,2669,26
Baker Mayfield,TBB,QB,29,2640,25
Quentin Johnston,LAC,WR,22,2638,25
Rashod Bateman,BAL,WR,24,2636,25
2024 Early 3rd,FA,PICK,,2602,25
Ray Davis,BUF,RB,24,2596,25
Justin Fields,PIT,QB,25,2574,25
J.K. Dobbins,LAC,RB,25,2530,24
Wan'Dale Robinson,NYG,WR,23,2489,24
Jalin Hyatt,NYG,WR,22,2481,24
Ja'Tavion Sanders,CAR,TE,21,2455,23
Rico Dowdle,DAL,RB,26,2430,23
2024 Mid 3rd,FA,PICK,,2392,23
2025 Early 3rd,FA,PICK,,2385,23
Chuba Hubbard,CAR,RB,25,2372,23
Tucker Kraft,GBP,TE,23,2368,22
Darnell Mooney,ATL,WR,26,2355,22
Will Shipley,PHI,RB,21,2354,22
Tyrone Tracy,NYG,RB,24,2352,22
Mike Williams,NYJ,WR,29,2323,22
Dameon Pierce,HOU,RB,24,2311,22
Greg Dulcich,DEN,TE,24,2305,22
Aaron Rodgers,NYJ,QB,40,2293,22
Ty Chandler,MIN,RB,26,2268,21
2025 Mid 3rd,FA,PICK,,2259,21
Ezekiel Elliott,DAL,RB,29,2249,21
Chigoziem Okonkwo,TEN,TE,24,2237,21
Tank Bigsby,JAC,RB,22,2232,21
Antonio Gibson,NEP,RB,26,2223,21
Khalil Herbert,CHI,RB,26,2206,21
2024 Late 3rd,FA,PICK,,2198,21
Cade Otton,TBB,TE,25,2190,21
Malik Washington,MIA,WR,23,2122,20
2026 Early 3rd,FA,PICK,,2103,20
Devontez Walker,BAL,WR,23,2074,20
Noah Fant,SEA,TE,26,2066,19
Trey Palmer,TBB,WR,23,2054,19
Daniel Jones,NYG,QB,27,2039,19
Brandin Cooks,DAL,WR,30,2028,19
Elijah Moore,CLE,WR,24,2016,19
Elijah Mitchell,SFO,RB,26,1995,19
Rondale Moore,ATL,WR,24,1982,19
Theo Johnson,NYG,TE,23,1975,19
Geno Smith,SEA,QB,33,1955,18
2026 Mid 3rd,FA,PICK,,1917,18
2025 Late 3rd,FA,PICK,,1912,18
Dylan Laube,LVR,RB,24,1882,18
Dawson Knox,BUF,TE,27,1872,17
Brenden Rice,LAC,WR,22,1871,17
Greg Dortch,ARI,WR,26,1864,17
Jonathan Mingo,CAR,WR,23,1862,17
Isaac Guerendo,SFO,RB,24,1789,17
Daniel Bellinger,NYG,TE,23,1776,17
A.T. Perry,NOS,WR,24,1774,16
D.J. Chark,LAC,WR,27,1758,16
Jelani Woods,IND,TE,25,1735,16
Hunter Henry,NEP,TE,29,1714,16
Tyler Boyd,TEN,WR,29,1709,16
Cedric Tillman,CLE,WR,24,1704,16
Adam Thielen,CAR,WR,33,1701,16
Rasheen Ali,BAL,RB,23,1693,16
2026 Late 3rd,FA,PICK,,1684,16
Alec Pierce,IND,WR,24,1680,16
Erick All,CIN,TE,23,1651,15
Russell Wilson,PIT,QB,35,1645,15
Jalen Tolbert,DAL,WR,25,1623,15
2024 Early 4th,FA,PICK,,1609,15
Zay Jones,ARI,WR,29,1589,15
Andrei Iosivas,CIN,WR,24,1587,15
2025 Early 4th,FA,PICK,,1583,15
Treylon Burks,TEN,WR,24,1582,15
Derek Carr,NOS,QB,33,1579,15
AJ Dillon,GBP,RB,26,1562,14
Colby Parkinson,LAR,TE,25,1554,14
Spencer Rattler,NOS,QB,23,1551,14
Mike Gesicki,CIN,TE,28,1549,14
2024 Mid 4th,FA,PICK,,1549,14
Tutu Atwell,LAR,WR,24,1546,14
Parker Washington,JAC,WR,22,1526,14
Gardner Minshew,LVR,QB,28,1522,14
Juwan Johnson,NOS,TE,27,1518,14
Tyler Conklin,NYJ,TE,29,1518,14
Alexander Mattison,LVR,RB,26,1514,14
Kendrick Bourne,NEP,WR,29,1513,14
Trey Sermon,IND,RB,25,1504,14
Evan Hull,IND,RB,23,1502,14
John Metchie,HOU,WR,24,1489,14
Tre Tucker,LVR,WR,23,1484,14
Deuce Vaughn,DAL,RB,22,1478,14
Sam Howell,SEA,QB,23,1477,13
Jacob Cowing,SFO,WR,23,1477,13
2025 Mid 4th,FA,PICK,,1475,13
Kenneth Gainwell,PHI,RB,25,1468,13
Xavier Gipson,NYJ,WR,23,1461,13
2024 Late 4th,FA,PICK,,1450,13
Bo Melton,GBP,WR,25,1448,13
Chris Rodriguez,WAS,RB,23,1442,13
Luke Schoonmaker,DAL,TE,25,1440,13
Aidan O'Connell,LVR,QB,25,1435,13
Calvin Austin III,PIT,WR,25,1433,13
Cade Stover,HOU,TE,24,1422,13
Jauan Jennings,SFO,WR,27,1422,13
2026 Early 4th,FA,PICK,,1409,13
Jared Wiley,KCC,TE,23,1408,13
Frank Gore Jr.,BUF,RB,22,1405,13
Darius Slayton,NYG,WR,27,1405,13
K.J. Osborn,NEP,WR,27,1397,13
Sam Darnold,MIN,QB,27,1393,13
Demarcus Robinson,LAR,WR,29,1383,13
Clyde Edwards-Helaire,KCC,RB,25,1374,12
Jonnu Smith,MIA,TE,28,1371,12
Deneric Prince,KCC,RB,24,1333,12
Taysom Hill,NOS,QB,33,1319,12
Miles Sanders,CAR,RB,27,1301,12
Johnny Wilson,PHI,WR,23,1301,12
Justice Hill,BAL,RB,26,1292,12
Eric Gray,NYG,RB,24,1288,12
2025 Late 4th,FA,PICK,,1287,12
Brevin Jordan,HOU,TE,24,1286,12
Skyy Moore,KCC,WR,23,1261,11
Ainias Smith,PHI,WR,23,1248,11
Sean Tucker,TBB,RB,22,1244,11
2026 Mid 4th,FA,PICK,,1237,11
Darnell Washington,PIT,TE,23,1229,11
Bub Means,NOS,WR,23,1228,11
Tahj Washington,MIA,WR,23,1226,11
Isaiah Davis,NYJ,RB,22,1208,11
D'Onta Foreman,CLE,RB,28,1207,11
Tyler Higbee,LAR,TE,31,1200,11
Noah Brown,HOU,WR,27,1198,11
Jordan Whittington,LAR,WR,23,1189,11
Israel Abanikanda,NYJ,RB,21,1188,11
Noah Gray,KCC,TE,25,1187,11
Josh Reynolds,DEN,WR,29,1183,11
Donovan Peoples-Jones,DET,WR,25,1174,10
Isaiah Spiller,LAC,RB,23,1158,10
Davis Allen,LAR,TE,23,1134,10
Tyquan Thornton,NEP,WR,23,1129,10
DeWayne McBride,MIN,RB,23,1104,10
Blake Watson,DEN,RB,24,1092,10
Kayshon Boutte,NEP,WR,22,1092,10
Mecole Hardman,KCC,WR,26,1079,9
Dillon Johnson,CAR,RB,23,1079,9
2026 Late 4th,FA,PICK,,1069,9
Isaiah Hodgins,NYG,WR,25,1046,9
Xavier Hutchinson,HOU,WR,24,1044,9
Zach Evans,LAR,RB,23,1031,9
Sione Vaki,DET,RB,23,1004,9
Louis Rees-Zammit,KCC,RB,23,999,9
David Bell,CLE,WR,23,995,9
Chris Evans,CIN,RB,26,993,9
Jordan Mason,SFO,RB,25,990,9
Kadarius Toney,KCC,WR,25,988,9
KJ Hamler,BUF,WR,25,988,9
Van Jefferson,PIT,WR,28,983,9
Dyami Brown,WAS,WR,24,982,8
Tyler Scott,CHI,WR,22,968,8
Jase McClellan,ATL,RB,22,952,8
Gerald Everett,CHI,TE,30,943,8
Samaje Perine,DEN,RB,28,940,8
Jamaal Williams,NOS,RB,29,906,8
Donald Parham,LAC,TE,27,904,8
Odell Beckham,MIA,WR,31,894,8
Hayden Hurst,LAC,TE,30,891,8
Pierre Strong Jr.,CLE,RB,25,887,8
Jamari Thrash,CLE,WR,23,878,7
Malik Davis,DAL,RB,25,853,7
Michael Carter,ARI,RB,25,852,7
Terrace Marshall,CAR,WR,24,850,7
Will Dissly,LAC,TE,28,849,7
Derius Davis,LAC,WR,23,831,7
Emari Demercado,ARI,RB,25,828,7
Trey Lance,DAL,QB,24,825,7
JuJu Smith-Schuster,NEP,WR,27,825,7
Irv Smith,KCC,TE,26,822,7
Brenton Strange,JAC,TE,23,819,7
Keaontay Ingram,KCC,RB,24,813,7
Justin Shorter,BUF,WR,24,810,7
Allen Lazard,NYJ,WR,28,785,7
Chase Claypool,BUF,WR,26,784,6
Marquez Valdes-Scantling,BUF,WR,29,784,6
Cole Turner,WAS,TE,24,777,6
Zach Ertz,WAS,TE,33,769,6
Ryan Flournoy,DAL,WR,24,762,6
Cam Akers,HOU,RB,25,747,6
Trayveon Williams,CIN,RB,26,743,6
Parris Campbell,PHI,WR,27,741,6
Jalen Nailor,MIN,WR,25,733,6
Charlie Jones,CIN,WR,25,728,6
Jake Bobo,SEA,WR,26,726,6
Tyrion Davis-Price,PHI,RB,23,726,6
Jeremy Ruckert,NYJ,TE,24,716,6
Jacoby Brissett,NEP,QB,31,708,6
Tommy Tremble,CAR,TE,24,705,6
Kevin Harris,NEP,RB,23,705,6
Kylen Granson,IND,TE,26,704,6
Joshua Kelley,LAC,RB,26,704,6
Ty Johnson,BUF,RB,26,701,6
Kenny McIntosh,SEA,RB,24,696,6
Quez Watkins,PIT,WR,26,685,5
Ronnie Bell,SFO,WR,24,682,5
Laviska Shenault,SEA,WR,25,662,5
Kyle Philips,TEN,WR,25,661,5
Jawhar Jordan,HOU,RB,25,655,5
Justyn Ross,KCC,WR,24,655,5
Jalen Guyton,LVR,WR,27,655,5
Devin Duvernay,JAC,WR,26,653,5
Anthony Schwartz,MIA,WR,23,643,5
Drew Lock,NYG,QB,27,640,5
Adam Trautman,DEN,TE,27,639,5
D'Ernest Johnson,JAC,RB,28,635,5
Jordan Travis,NYJ,QB,24,634,5
Rakim Jarrett,TBB,WR,23,625,5
Kalif Raymond,DET,WR,30,622,5
Hassan Haskins,TEN,RB,24,619,5
Zonovan Knight,DET,RB,23,615,5
Tyler Goodson,IND,RB,23,611,5
Malik Heath,GBP,WR,24,608,5
Jake Browning,CIN,QB,28,607,5
Tyler Johnson,LAR,WR,25,606,5
Denzel Mims,JAC,WR,26,602,5
Chase Edmonds,TBB,RB,28,597,5
Brandon Powell,MIN,WR,27,594,5
Cameron Latu,SFO,TE,24,585,4
Cedrick Wilson,NOS,WR,28,584,4
Kenny Pickett,PHI,QB,26,581,4
Nyheim Hines,CLE,RB,27,572,4
Foster Moreau,NOS,TE,27,568,4
Jameis Winston,CLE,QB,30,564,4
AJ Barner,SEA,TE,22,564,4
Jeffery Wilson,MIA,RB,28,564,4
Hendon Hooker,DET,QB,26,563,4
Elijah Higgins,ARI,TE,23,558,4
Justin Watson,KCC,WR,29,551,4
Jason Brownlee,NYJ,WR,25,542,4
Peyton Hendershot,DAL,TE,25,529,4
Chris Brooks,MIA,RB,24,527,4
Brock Wright,DET,TE,25,519,4
Tip Reiman,ARI,TE,22,505,4
Tim Patrick,DEN,WR,30,504,4
Ronnie Rivers,LAR,RB,25,497,4
Marquez Callaway,FA,WR,26,497,4
Albert Okwuegbunam,PHI,TE,26,476,3
Deonte Harty,BAL,WR,26,475,3
Emanuel Wilson,GBP,RB,25,470,3
Tyler Badie,DEN,RB,24,463,3
Dorian Thompson-Robinson,CLE,QB,24,459,3
Josh Whyle,TEN,TE,24,459,3
Craig Reynolds,DET,RB,28,457,3
Tylan Wallace,BAL,WR,25,456,3
Nick Westbrook-Ikhine,TEN,WR,27,454,3
Julius Chestnut,TEN,RB,23,452,3
Danny Gray,SFO,WR,25,451,3
Mac Jones,JAC,QB,25,433,3
Ben Skowronek,HOU,WR,27,429,3
Scotty Miller,PIT,WR,27,422,3
DeeJay Dallas,ARI,RB,25,419,3
Salvon Ahmed,MIA,RB,25,417,3
Erik Ezukanma,MIA,WR,24,397,3
KaVontae Turpin,DAL,WR,28,395,3
Zach Wilson,DEN,QB,25,385,2
Hunter Long,LAR,TE,26,385,2
Mack Hollins,BUF,WR,30,382,2
Lil'Jordan Humphrey,DEN,WR,26,381,2
Desmond Ridder,ARI,QB,24,378,2
Will Mallory,IND,TE,25,374,2
Hunter Renfrow,FA,WR,28,373,2
Olamide Zaccheaus,WAS,WR,27,371,2
Josh Oliver,MIN,TE,27,362,2
Royce Freeman,DAL,RB,28,361,2
Eno Benjamin,NOS,RB,25,358,2
Braxton Berrios,MIA,WR,28,353,2
Isaiah McKenzie,NYG,WR,29,347,2
Robert Tonyan,MIN,TE,30,338,2
Trenton Irwin,CIN,WR,28,338,2
Austin Hooper,NEP,TE,29,334,2
Kene Nwangwu,MIN,RB,26,333,2
Harrison Bryant,LVR,TE,26,309,2
Mo Alie-Cox,IND,TE,30,308,2
Jaelon Darden,CLE,WR,25,285,1
Tyler Huntley,CLE,QB,26,276,1
Drew Sample,CIN,TE,28,272,1
Jarrett Stidham,DEN,QB,28,267,1
Andrew Ogletree,IND,TE,26,254,1
Kareem Hunt,FA,RB,29,254,1
Lucas Krull,DEN,TE,26,240,1
Kyle Trask,TBB,QB,26,211,1
Malik Willis,TEN,QB,25,208,1
Malik Cunningham,BAL,QB,25,180,0
Clayton Tune,ARI,QB,25,178,0
Raheem Blackshear,CAR,RB,26,174,0
Tyson Bagent,CHI,QB,24,170,0
Michael Pratt,GBP,QB,22,170,0
Davis Mills,HOU,QB,25,170,0
Michael Gallup,FA,WR,28,170,0
Joshua Dobbs,SFO,QB,29,169,0
Mason Rudolph,TEN,QB,29,169,0
Mitchell Trubisky,BUF,QB,30,169,0
Taylor Heinicke,ATL,QB,31,169,0
Bailey Zappe,NEP,QB,25,168,0
Stetson Bennett,LAR,QB,26,167,0
Joe Flacco,IND,QB,39,167,0
Jimmy Garoppolo,LAR,QB,32,167,0
Joe Milton,NEP,QB,24,165,0
Tyrod Taylor,NYJ,QB,35,165,0
Rashaad Penny,FA,RB,28,159,0
Ihmir Smith-Marsette,CAR,WR,24,158,0
Ian Thomas,CAR,TE,28,150,0
Michael Thomas,FA,WR,31,140,0
Carson Wentz,KCC,QB,31,91,0
