Player,Team,Position,Age,KTC Trade Value,KTC_normalized
Jalen McMillan,TBB,WR,22,2892,28
Marvin Mims,DEN,WR,22,2879,28
2026 Late 2nd,FA,PICK,,2851,28
Roschon Johnson,CHI,RB,23,2829,28
Bo Nix,DEN,QB,24,2827,28
Kimani Vidal,LAC,RB,22,2796,27
Michael Mayer,LVR,TE,23,2795,27
Deshaun Watson,CLE,QB,28,2754,27
Gus Edwards,LAC,RB,29,2749,27
Bucky Irving,TBB,RB,21,2722,27
Luke McCaffrey,WAS,WR,23,2710,26
Gabriel Davis,JAC,WR,25,2702,26
Baker Mayfield,TBB,QB,29,2698,26
Audric Estime,DEN,RB,20,2698,26
Matthew Stafford,LAR,QB,36,2680,26
Braelon Allen,NYJ,RB,20,2673,26
Austin Ekeler,WAS,RB,29,2670,26
Tyler Lockett,SEA,WR,31,2649,26
2024 Early 3rd,FA,PICK,,2623,26
Wan'Dale Robinson,NYG,WR,23,2606,25
Rashod Bateman,BAL,WR,24,2572,25
Tyler Allgeier,ATL,RB,24,2520,25
Tucker Kraft,GBP,TE,23,2519,25
J.K. Dobbins,LAC,RB,25,2517,24
Ja'Tavion Sanders,CAR,TE,21,2509,24
Ray Davis,BUF,RB,24,2483,24
Justin Fields,PIT,QB,25,2454,24
2024 Mid 3rd,FA,PICK,,2452,24
Tyrone Tracy,NYG,RB,24,2449,24
Jalin Hyatt,NYG,WR,22,2442,24
2025 Early 3rd,FA,PICK,,2409,23
Rico Dowdle,DAL,RB,26,2404,23
Mike Williams,NYJ,WR,29,2401,23
Will Shipley,PHI,RB,21,2347,23
Ty Chandler,MIN,RB,26,2332,23
Chigoziem Okonkwo,TEN,TE,24,2324,23
Darnell Mooney,ATL,WR,26,2312,22
Antonio Gibson,NEP,RB,26,2291,22
Ezekiel Elliott,DAL,RB,29,2260,22
Aaron Rodgers,NYJ,QB,40,2220,22
Cade Otton,TBB,TE,25,2213,21
Dameon Pierce,HOU,RB,24,2213,21
2025 Mid 3rd,FA,PICK,,2205,21
Chuba Hubbard,CAR,RB,25,2204,21
2024 Late 3rd,FA,PICK,,2195,21
Greg Dulcich,DEN,TE,24,2161,21
Khalil Herbert,CHI,RB,26,2154,21
Tank Bigsby,JAC,RB,22,2142,21
Devontez Walker,BAL,WR,23,2097,20
Rondale Moore,ATL,WR,24,2044,20
Noah Fant,SEA,TE,26,2043,20
Malik Washington,MIA,WR,23,2039,20
Brandin Cooks,DAL,WR,30,2037,20
Brenden Rice,LAC,WR,22,2001,19
Trey Palmer,TBB,WR,23,2000,19
2026 Early 3rd,FA,PICK,,1989,19
Daniel Bellinger,NYG,TE,23,1988,19
Isaac Guerendo,SFO,RB,24,1971,19
Jonathan Mingo,CAR,WR,23,1969,19
Elijah Moore,CLE,WR,24,1955,19
Elijah Mitchell,SFO,RB,26,1937,19
Daniel Jones,NYG,QB,27,1928,19
Theo Johnson,NYG,TE,23,1913,18
2025 Late 3rd,FA,PICK,,1895,18
2026 Mid 3rd,FA,PICK,,1893,18
Geno Smith,SEA,QB,33,1832,18
Treylon Burks,TEN,WR,24,1811,17
Dylan Laube,LVR,RB,24,1800,17
A.T. Perry,NOS,WR,24,1783,17
Rasheen Ali,BAL,RB,23,1771,17
Hunter Henry,NEP,TE,29,1761,17
2026 Late 3rd,FA,PICK,,1750,17
Russell Wilson,PIT,QB,35,1736,17
Greg Dortch,ARI,WR,26,1724,17
Jelani Woods,IND,TE,25,1723,17
Tyler Boyd,TEN,WR,29,1678,16
Dawson Knox,BUF,TE,27,1674,16
Adam Thielen,CAR,WR,33,1660,16
2024 Early 4th,FA,PICK,,1658,16
Zay Jones,ARI,WR,29,1638,16
Erick All,CIN,TE,23,1626,16
John Metchie,HOU,WR,24,1609,15
Cedric Tillman,CLE,WR,24,1608,15
Kendrick Bourne,NEP,WR,28,1600,15
Evan Hull,IND,RB,23,1591,15
Parker Washington,JAC,WR,22,1580,15
Chris Rodriguez,WAS,RB,23,1579,15
Xavier Gipson,NYJ,WR,23,1578,15
Derek Carr,NOS,QB,33,1569,15
Luke Schoonmaker,DAL,TE,25,1567,15
Sam Howell,SEA,QB,23,1565,15
Bo Melton,GBP,WR,25,1547,15
Jared Wiley,KCC,TE,23,1544,15
Alec Pierce,IND,WR,24,1539,15
Tre Tucker,LVR,WR,23,1534,15
2024 Mid 4th,FA,PICK,,1532,15
Tutu Atwell,LAR,WR,24,1528,15
Gardner Minshew,LVR,QB,28,1521,14
Alexander Mattison,LVR,RB,26,1514,14
Cade Stover,HOU,TE,24,1511,14
Jacob Cowing,SFO,WR,23,1511,14
AJ Dillon,GBP,RB,26,1504,14
Jalen Tolbert,DAL,WR,25,1499,14
D.J. Chark,LAC,WR,27,1499,14
Frank Gore Jr.,BUF,RB,22,1491,14
Clyde Edwards-Helaire,KCC,RB,25,1488,14
Juwan Johnson,NOS,TE,27,1487,14
2025 Early 4th,FA,PICK,,1476,14
Spencer Rattler,NOS,QB,23,1475,14
Trey Sermon,IND,RB,25,1453,14
D'Onta Foreman,CLE,RB,28,1450,14
Calvin Austin III,PIT,WR,25,1447,14
Darius Slayton,NYG,WR,27,1443,14
Eric Gray,NYG,RB,24,1434,14
K.J. Osborn,NEP,WR,27,1432,14
Andrei Iosivas,CIN,WR,24,1423,14
Deuce Vaughn,DAL,RB,22,1421,13
2024 Late 4th,FA,PICK,,1415,13
2025 Mid 4th,FA,PICK,,1414,13
Tyler Conklin,NYJ,TE,28,1404,13
Jauan Jennings,SFO,WR,27,1397,13
Kenneth Gainwell,PHI,RB,25,1392,13
Colby Parkinson,LAR,TE,25,1376,13
Jonnu Smith,MIA,TE,28,1367,13
Aidan O'Connell,LVR,QB,25,1363,13
Mike Gesicki,CIN,TE,28,1359,13
2026 Early 4th,FA,PICK,,1344,13
Darnell Washington,PIT,TE,22,1324,13
Demarcus Robinson,LAR,WR,29,1315,12
2025 Late 4th,FA,PICK,,1309,12
Bub Means,NOS,WR,23,1294,12
Johnny Wilson,PHI,WR,23,1289,12
Noah Gray,KCC,TE,25,1282,12
Sam Darnold,MIN,QB,27,1280,12
Israel Abanikanda,NYJ,RB,21,1279,12
Noah Brown,HOU,WR,27,1276,12
Ainias Smith,PHI,WR,23,1273,12
Miles Sanders,CAR,RB,27,1247,12
Brevin Jordan,HOU,TE,24,1244,12
Skyy Moore,KCC,WR,23,1242,12
Taysom Hill,NOS,QB,33,1232,12
Josh Reynolds,DEN,WR,29,1228,12
Dillon Johnson,TEN,RB,23,1218,11
2026 Mid 4th,FA,PICK,,1212,11
Kayshon Boutte,NEP,WR,22,1209,11
Sean Tucker,TBB,RB,22,1204,11
Justice Hill,BAL,RB,26,1201,11
Isaiah Davis,NYJ,RB,22,1196,11
Tyler Higbee,LAR,TE,31,1193,11
Jamari Thrash,CLE,WR,23,1168,11
DeWayne McBride,MIN,RB,23,1162,11
Isaiah Spiller,LAC,RB,22,1136,11
Chase Claypool,BUF,WR,26,1135,11
Tyquan Thornton,NEP,WR,23,1121,10
Xavier Hutchinson,HOU,WR,24,1113,10
Michael Gallup,LVR,WR,28,1109,10
Zach Evans,LAR,RB,23,1100,10
Chris Evans,CIN,RB,26,1099,10
Donovan Peoples-Jones,DET,WR,25,1086,10
Tahj Washington,MIA,WR,23,1069,10
Blake Watson,DEN,RB,24,1064,10
Louis Rees-Zammit,KCC,RB,23,1055,10
Mecole Hardman,KCC,WR,26,1042,10
David Bell,CLE,WR,23,1027,10
Davis Allen,LAR,TE,23,1025,10
Trey Lance,DAL,QB,24,988,9
2026 Late 4th,FA,PICK,,986,9
Sione Vaki,DET,RB,22,980,9
Donald Parham,LAC,TE,26,972,9
Tyler Scott,CHI,WR,22,958,9
Isaiah Hodgins,NYG,WR,25,946,9
Malik Davis,DAL,RB,25,928,9
JuJu Smith-Schuster,NEP,WR,27,926,9
Keaontay Ingram,KCC,RB,24,921,8
Hayden Hurst,LAC,TE,30,920,8
Irv Smith,KCC,TE,25,914,8
Michael Carter,ARI,RB,25,910,8
KJ Hamler,BUF,WR,25,886,8
Jase McClellan,ATL,RB,22,885,8
Brenton Strange,JAC,TE,23,880,8
Derius Davis,LAC,WR,23,869,8
Odell Beckham,MIA,WR,31,865,8
Marquez Valdes-Scantling,BUF,WR,29,864,8
Van Jefferson,PIT,WR,27,861,8
Dyami Brown,WAS,WR,24,850,8
Justin Shorter,BUF,WR,24,836,8
Terrace Marshall,CAR,WR,24,836,8
Jordan Mason,SFO,RB,25,819,7
Jake Bobo,SEA,WR,25,797,7
Samaje Perine,DEN,RB,28,795,7
Pierre Strong Jr.,CLE,RB,25,784,7
Tommy Tremble,CAR,TE,24,781,7
Ronnie Bell,SFO,WR,24,774,7
Jacoby Brissett,NEP,QB,31,770,7
Jeremy Ruckert,NYJ,TE,23,766,7
Tyrion Davis-Price,PHI,RB,23,766,7
Jamaal Williams,NOS,RB,29,757,7
Kadarius Toney,KCC,WR,25,756,7
Gerald Everett,CHI,TE,30,747,7
Ty Johnson,BUF,RB,26,743,7
Ryan Flournoy,DAL,WR,24,740,7
Emari Demercado,ARI,RB,25,740,7
Will Dissly,LAC,TE,28,739,7
Cole Turner,WAS,TE,24,739,7
Kyle Philips,TEN,WR,25,729,7
Zonovan Knight,DET,RB,23,728,7
Rakim Jarrett,TBB,WR,23,724,7
Denzel Mims,JAC,WR,26,724,7
Jordan Travis,NYJ,QB,24,717,6
Trayveon Williams,CIN,RB,26,712,6
Charlie Jones,CIN,WR,25,710,6
Cameron Latu,SFO,TE,24,708,6
Justyn Ross,KCC,WR,24,706,6
Kenny McIntosh,SEA,RB,24,685,6
Devin Duvernay,JAC,WR,26,681,6
Zach Ertz,WAS,TE,33,676,6
Joshua Kelley,LAC,RB,26,661,6
Kalif Raymond,DET,WR,29,660,6
Jawhar Jordan,HOU,RB,24,656,6
Quez Watkins,PIT,WR,26,656,6
Allen Lazard,NYJ,WR,28,652,6
Drew Lock,NYG,QB,27,648,6
Deneric Prince,KCC,RB,24,648,6
Tyler Johnson,LAR,WR,25,642,6
Adam Trautman,DEN,TE,27,640,6
Kevin Harris,NEP,RB,23,639,6
Parris Campbell,PHI,WR,27,634,6
Elijah Higgins,ARI,TE,23,629,6
Kenny Pickett,PHI,QB,26,625,6
D'Ernest Johnson,JAC,RB,28,625,6
Kylen Granson,IND,TE,26,624,6
Jalen Guyton,LVR,WR,27,621,5
Laviska Shenault,SEA,WR,25,617,5
Jake Browning,CIN,QB,28,613,5
Foster Moreau,NOS,TE,27,611,5
Justin Watson,KCC,WR,29,602,5
Jeffery Wilson,MIA,RB,28,601,5
AJ Barner,SEA,TE,22,594,5
Hassan Haskins,TEN,RB,24,593,5
Hendon Hooker,DET,QB,26,589,5
Albert Okwuegbunam,PHI,TE,26,580,5
Anthony Schwartz,MIA,WR,23,576,5
Marquez Callaway,PIT,WR,26,573,5
Tip Reiman,ARI,TE,22,572,5
Chase Edmonds,TBB,RB,28,571,5
Emanuel Wilson,GBP,RB,25,569,5
Malik Heath,GBP,WR,24,549,5
Cedrick Wilson,NOS,WR,28,541,5
Jameis Winston,CLE,QB,30,537,5
Tim Patrick,DEN,WR,30,537,5
Nyheim Hines,CLE,RB,27,527,5
Peyton Hendershot,DAL,TE,25,527,5
Brock Wright,DET,TE,25,517,4
Jalen Nailor,MIN,WR,25,510,4
Salvon Ahmed,MIA,RB,25,509,4
Jason Brownlee,NYJ,WR,25,507,4
Dorian Thompson-Robinson,CLE,QB,24,498,4
Will Mallory,IND,TE,25,486,4
Chris Brooks,MIA,RB,24,485,4
Deonte Harty,BAL,WR,26,485,4
Nick Westbrook-Ikhine,TEN,WR,27,481,4
Ronnie Rivers,LAR,RB,25,471,4
Brandon Powell,MIN,WR,27,465,4
Hunter Renfrow,FA,WR,28,464,4
Tyler Badie,DEN,RB,24,458,4
Erik Ezukanma,MIA,WR,24,451,4
Rashaad Penny,CAR,RB,28,444,4
Zach Wilson,DEN,QB,24,439,4
Craig Reynolds,DET,RB,28,434,4
Mo Alie-Cox,IND,TE,30,429,4
Scotty Miller,PIT,WR,26,426,4
Mac Jones,JAC,QB,25,424,4
Eno Benjamin,NOS,RB,25,422,3
DeeJay Dallas,ARI,RB,25,421,3
Julius Chestnut,TEN,RB,23,415,3
Tylan Wallace,BAL,WR,25,411,3
Jaelon Darden,CLE,WR,25,411,3
Trenton Irwin,CIN,WR,28,396,3
Olamide Zaccheaus,WAS,WR,27,395,3
Danny Gray,SFO,WR,25,392,3
Lil'Jordan Humphrey,DEN,WR,26,384,3
Jarrett Stidham,DEN,QB,27,383,3
Kene Nwangwu,MIN,RB,26,369,3
Dalvin Cook,BAL,RB,28,368,3
Tyler Huntley,CLE,QB,26,353,3
Josh Oliver,MIN,TE,27,349,3
Hunter Long,LAR,TE,25,345,3
KaVontae Turpin,DAL,WR,27,338,3
Cam Akers,FA,RB,25,335,3
Desmond Ridder,ARI,QB,24,332,3
Royce Freeman,DAL,RB,28,331,3
Andrew Ogletree,IND,TE,25,322,2
Harrison Bryant,LVR,TE,26,322,2
Isaiah McKenzie,NYG,WR,29,310,2
Josh Whyle,TEN,TE,24,305,2
Ben Skowronek,HOU,WR,27,296,2
Robert Tonyan,MIN,TE,30,275,2
Braxton Berrios,MIA,WR,28,269,2
Drew Sample,CIN,TE,28,264,2
Mack Hollins,BUF,WR,30,251,2
Michael Thomas,FA,WR,31,234,2
Richie James,KCC,WR,29,221,1
Tyler Goodson,IND,RB,23,220,1
Austin Hooper,NEP,TE,29,218,1
Malik Willis,TEN,QB,25,199,1
Charlie Kolar,BAL,TE,25,189,1
Jimmy Garoppolo,LAR,QB,32,181,1
Clayton Tune,ARI,QB,25,181,1
Tyson Bagent,CHI,QB,24,180,1
Bailey Zappe,NEP,QB,25,180,1
Tommy DeVito,NYG,QB,25,180,1
Joshua Dobbs,SFO,QB,29,179,1
Malik Cunningham,BAL,QB,25,179,1
Michael Pratt,GBP,QB,22,178,1
Davis Mills,HOU,QB,25,177,1
Mason Rudolph,TEN,QB,29,177,1
Taylor Heinicke,ATL,QB,31,177,1
Kyle Trask,TBB,QB,26,173,1
Stetson Bennett,LAR,QB,26,172,1
Tyrod Taylor,NYJ,QB,34,168,1
Mitchell Trubisky,BUF,QB,29,162,1
Joe Flacco,IND,QB,39,160,1
Tanner Hudson,CIN,TE,29,147,1
Joe Milton,NEP,QB,24,144,1
Jake Haener,NOS,QB,25,55,0
Cooper Rush,DAL,QB,30,25,0
