Player,Team,Position,Age,KTC Trade Value,KTC_normalized
Xavier Legette,CAR,WR,23,4279,42
Jake Ferguson,DAL,TE,25,4226,41
Jaylen Warren,PIT,RB,25,4225,41
Adonai Mitchell,IND,WR,21,4217,41
Blake Corum,LAR,RB,23,4215,41
Brian Robinson,WAS,RB,25,4207,41
Marquise Brown,KCC,WR,27,4205,41
Najee Harris,PIT,RB,26,4184,41
2025 Early 2nd,FA,PICK,,4166,41
Diontae Johnson,CAR,WR,28,4156,41
Evan Engram,JAC,TE,29,4099,40
Alvin Kamara,NOS,RB,29,4045,40
Calvin Ridley,TEN,WR,29,4040,39
David Njoku,CLE,TE,28,4017,39
Jameson Williams,DET,WR,23,3998,39
Ja'Lynn Polk,NEP,WR,22,3979,39
Zach Charbonnet,SEA,RB,23,3977,39
MarShawn Lloyd,GBP,RB,23,3933,38
2024 Mid 2nd,FA,PICK,,3868,38
Drake Maye,NEP,QB,21,3840,37
Kendre Miller,NOS,RB,22,3827,37
Josh Downs,IND,WR,22,3825,37
Jared Goff,DET,QB,29,3787,37
Tony Pollard,TEN,RB,27,3780,37
Javonte Williams,DEN,RB,24,3761,37
Romeo Doubs,GBP,WR,24,3738,36
Dontayvion Wicks,GBP,WR,23,3728,36
Jaylen Wright,MIA,RB,21,3696,36
Zack Moss,CIN,RB,26,3659,36
Aaron Jones,MIN,RB,29,3641,35
Keenan Allen,CHI,WR,32,3636,35
2025 Mid 2nd,FA,PICK,,3608,35
Jermaine Burton,CIN,WR,23,3607,35
Khalil Shakir,BUF,WR,24,3563,35
2024 Late 2nd,FA,PICK,,3562,35
Pat Freiermuth,PIT,TE,25,3560,35
J.J. McCarthy,MIN,QB,21,3557,35
Roman Wilson,PIT,WR,23,3529,34
Jahan Dotson,WAS,WR,24,3516,34
Troy Franklin,DEN,WR,21,3504,34
Chase Brown,CIN,RB,24,3495,34
Bryce Young,CAR,QB,23,3489,34
2026 Early 2nd,FA,PICK,,3480,34
James Conner,ARI,RB,29,3469,34
Ben Sinnott,WAS,TE,22,3466,34
Nick Chubb,CLE,RB,28,3461,34
Jerome Ford,CLE,RB,24,3411,33
Luke Musgrave,GBP,TE,23,3405,33
2025 Late 2nd,FA,PICK,,3341,32
Jerry Jeudy,CLE,WR,25,3333,32
Cole Kmet,CHI,TE,25,3317,32
Courtland Sutton,DEN,WR,28,3303,32
Devin Singletary,NYG,RB,26,3299,32
Rashid Shaheed,NOS,WR,25,3292,32
Jakobi Meyers,LVR,WR,27,3241,31
Demario Douglas,NEP,WR,23,3217,31
2026 Mid 2nd,FA,PICK,,3208,31
Dallas Goedert,PHI,TE,29,3199,31
Dalton Schultz,HOU,TE,28,3171,31
Josh Palmer,LAC,WR,24,3136,30
Quentin Johnston,LAC,WR,22,3113,30
Raheem Mostert,MIA,RB,32,3104,30
Isaiah Likely,BAL,TE,24,3087,30
DeAndre Hopkins,TEN,WR,32,3072,30
Michael Wilson,ARI,WR,24,3045,29
Will Levis,TEN,QB,25,3024,29
Kimani Vidal,LAC,RB,22,2999,29
Curtis Samuel,BUF,WR,27,2970,29
Jaleel McLaughlin,DEN,RB,23,2968,29
Michael Penix Jr.,ATL,QB,24,2938,28
Javon Baker,NEP,WR,22,2929,28
Marvin Mims,DEN,WR,22,2926,28
Kirk Cousins,ATL,QB,35,2898,28
Malachi Corley,NYJ,WR,22,2890,28
Keaton Mitchell,BAL,RB,22,2885,28
Bo Nix,DEN,QB,24,2858,28
2026 Late 2nd,FA,PICK,,2800,27
Deshaun Watson,CLE,QB,28,2791,27
Roschon Johnson,CHI,RB,23,2786,27
Jalen McMillan,TBB,WR,22,2785,27
Luke McCaffrey,WAS,WR,23,2769,27
Audric Estime,DEN,RB,20,2762,27
Matthew Stafford,LAR,QB,36,2728,26
Gabriel Davis,JAC,WR,25,2726,26
Gus Edwards,LAC,RB,29,2712,26
Bucky Irving,TBB,RB,21,2697,26
Austin Ekeler,WAS,RB,29,2672,26
Michael Mayer,LVR,TE,23,2668,26
2024 Early 3rd,FA,PICK,,2665,26
Braelon Allen,NYJ,RB,20,2661,26
Baker Mayfield,TBB,QB,29,2656,26
Tyler Lockett,SEA,WR,31,2642,25
Wan'Dale Robinson,NYG,WR,23,2641,25
Tucker Kraft,GBP,TE,23,2593,25
Rashod Bateman,BAL,WR,24,2570,25
Tyler Allgeier,ATL,RB,24,2566,25
J.K. Dobbins,LAC,RB,25,2545,24
Ray Davis,BUF,RB,24,2508,24
Justin Fields,PIT,QB,25,2497,24
Rico Dowdle,DAL,RB,26,2487,24
2024 Mid 3rd,FA,PICK,,2441,23
Ja'Tavion Sanders,CAR,TE,21,2435,23
Jalin Hyatt,NYG,WR,22,2402,23
2025 Early 3rd,FA,PICK,,2392,23
Mike Williams,NYJ,WR,29,2386,23
Tyrone Tracy,NYG,RB,24,2382,23
Will Shipley,PHI,RB,21,2311,22
Antonio Gibson,NEP,RB,26,2298,22
Chigoziem Okonkwo,TEN,TE,24,2292,22
Ty Chandler,MIN,RB,26,2291,22
Darnell Mooney,ATL,WR,26,2278,22
Chuba Hubbard,CAR,RB,25,2272,22
Ezekiel Elliott,DAL,RB,29,2264,22
Khalil Herbert,CHI,RB,26,2236,21
Dameon Pierce,HOU,RB,24,2218,21
Cade Otton,TBB,TE,25,2195,21
2025 Mid 3rd,FA,PICK,,2176,21
2024 Late 3rd,FA,PICK,,2173,21
Devontez Walker,BAL,WR,23,2165,21
Tank Bigsby,JAC,RB,22,2163,21
Greg Dulcich,DEN,TE,24,2147,20
Rondale Moore,ATL,WR,24,2140,20
Aaron Rodgers,NYJ,QB,40,2126,20
Malik Washington,MIA,WR,23,2123,20
Elijah Mitchell,SFO,RB,26,2015,19
2026 Early 3rd,FA,PICK,,2006,19
Noah Fant,SEA,TE,26,2005,19
Trey Palmer,TBB,WR,23,2000,19
Daniel Jones,NYG,QB,27,1992,19
Brandin Cooks,DAL,WR,30,1980,19
Jonathan Mingo,CAR,WR,23,1950,18
Isaac Guerendo,SFO,RB,24,1931,18
Brenden Rice,LAC,WR,22,1930,18
Theo Johnson,NYG,TE,23,1911,18
2025 Late 3rd,FA,PICK,,1907,18
Geno Smith,SEA,QB,33,1903,18
Daniel Bellinger,NYG,TE,23,1897,18
Elijah Moore,CLE,WR,24,1897,18
2026 Mid 3rd,FA,PICK,,1864,18
Dylan Laube,LVR,RB,24,1814,17
A.T. Perry,NOS,WR,24,1766,17
Adam Thielen,CAR,WR,33,1749,16
Rasheen Ali,BAL,RB,23,1743,16
2026 Late 3rd,FA,PICK,,1737,16
Treylon Burks,TEN,WR,24,1725,16
Russell Wilson,PIT,QB,35,1711,16
Greg Dortch,ARI,WR,26,1711,16
Dawson Knox,BUF,TE,27,1707,16
Hunter Henry,NEP,TE,29,1703,16
Cedric Tillman,CLE,WR,24,1702,16
Zay Jones,ARI,WR,29,1676,16
Tyler Boyd,TEN,WR,29,1673,16
Jelani Woods,IND,TE,25,1656,15
Xavier Gipson,NYJ,WR,23,1639,15
2024 Early 4th,FA,PICK,,1638,15
Erick All,CIN,TE,23,1623,15
Luke Schoonmaker,DAL,TE,25,1582,15
D.J. Chark,LAC,WR,27,1579,15
Kendrick Bourne,NEP,WR,28,1572,15
Derek Carr,NOS,QB,33,1565,15
Tutu Atwell,LAR,WR,24,1564,14
Evan Hull,IND,RB,23,1564,14
Chris Rodriguez,WAS,RB,23,1563,14
Alexander Mattison,LVR,RB,26,1558,14
Alec Pierce,IND,WR,24,1552,14
Sam Howell,SEA,QB,23,1547,14
Jalen Tolbert,DAL,WR,25,1541,14
Spencer Rattler,NOS,QB,23,1538,14
Tyler Conklin,NYJ,TE,28,1524,14
John Metchie,HOU,WR,24,1524,14
Juwan Johnson,NOS,TE,27,1522,14
Gardner Minshew,LVR,QB,28,1520,14
Jonnu Smith,MIA,TE,28,1517,14
Jacob Cowing,SFO,WR,23,1514,14
Tre Tucker,LVR,WR,23,1514,14
2024 Mid 4th,FA,PICK,,1505,14
2025 Early 4th,FA,PICK,,1502,14
AJ Dillon,GBP,RB,26,1501,14
Jared Wiley,KCC,TE,23,1494,14
Darius Slayton,NYG,WR,27,1489,14
Parker Washington,JAC,WR,22,1489,14
Clyde Edwards-Helaire,KCC,RB,25,1482,14
Cade Stover,HOU,TE,24,1477,14
Bo Melton,GBP,WR,25,1472,14
Jauan Jennings,SFO,WR,27,1468,14
Frank Gore Jr.,BUF,RB,22,1438,13
Calvin Austin III,PIT,WR,25,1437,13
D'Onta Foreman,CLE,RB,28,1435,13
Deuce Vaughn,DAL,RB,22,1427,13
2025 Mid 4th,FA,PICK,,1426,13
Andrei Iosivas,CIN,WR,24,1411,13
2024 Late 4th,FA,PICK,,1407,13
Trey Sermon,IND,RB,25,1400,13
Mike Gesicki,CIN,TE,28,1397,13
K.J. Osborn,NEP,WR,27,1397,13
Colby Parkinson,LAR,TE,25,1395,13
Kenneth Gainwell,PHI,RB,25,1366,13
Aidan O'Connell,LVR,QB,25,1357,12
Johnny Wilson,PHI,WR,23,1354,12
Eric Gray,NYG,RB,24,1347,12
2026 Early 4th,FA,PICK,,1338,12
Sam Darnold,MIN,QB,27,1329,12
2025 Late 4th,FA,PICK,,1314,12
Bub Means,NOS,WR,23,1310,12
Dillon Johnson,TEN,RB,23,1304,12
Darnell Washington,PIT,TE,22,1285,12
Israel Abanikanda,NYJ,RB,21,1277,12
Justice Hill,BAL,RB,26,1268,12
Ainias Smith,PHI,WR,23,1262,11
Taysom Hill,NOS,QB,33,1259,11
Demarcus Robinson,LAR,WR,29,1251,11
Josh Reynolds,DEN,WR,29,1239,11
Brevin Jordan,HOU,TE,24,1237,11
2026 Mid 4th,FA,PICK,,1234,11
Miles Sanders,CAR,RB,27,1229,11
Sean Tucker,TBB,RB,22,1221,11
Skyy Moore,KCC,WR,23,1213,11
Noah Brown,HOU,WR,27,1211,11
Kayshon Boutte,NEP,WR,22,1209,11
Noah Gray,KCC,TE,25,1204,11
Isaiah Spiller,LAC,RB,22,1193,11
Isaiah Davis,NYJ,RB,22,1157,10
Xavier Hutchinson,HOU,WR,24,1150,10
Tyler Higbee,LAR,TE,31,1132,10
DeWayne McBride,MIN,RB,23,1118,10
Chris Evans,CIN,RB,26,1118,10
Donovan Peoples-Jones,DET,WR,25,1116,10
Zach Evans,LAR,RB,23,1101,10
Michael Gallup,LVR,WR,28,1093,10
Tyquan Thornton,NEP,WR,23,1074,10
Tahj Washington,MIA,WR,23,1070,10
Mecole Hardman,KCC,WR,26,1070,10
Chase Claypool,BUF,WR,26,1067,9
Van Jefferson,PIT,WR,27,1066,9
Jamari Thrash,CLE,WR,23,1061,9
Blake Watson,DEN,RB,24,1041,9
Davis Allen,LAR,TE,23,1032,9
Sione Vaki,DET,RB,22,1027,9
2026 Late 4th,FA,PICK,,1023,9
Isaiah Hodgins,NYG,WR,25,1017,9
Donald Parham,LAC,TE,26,1001,9
David Bell,CLE,WR,23,994,9
Louis Rees-Zammit,KCC,RB,23,961,8
Michael Carter,ARI,RB,25,956,8
Jase McClellan,ATL,RB,22,955,8
Malik Davis,DAL,RB,25,954,8
Odell Beckham,MIA,WR,31,940,8
Hayden Hurst,LAC,TE,30,920,8
KJ Hamler,BUF,WR,25,920,8
Keaontay Ingram,KCC,RB,24,896,8
JuJu Smith-Schuster,NEP,WR,27,895,8
Irv Smith,KCC,TE,25,893,8
Justin Shorter,BUF,WR,24,885,8
Tyler Scott,CHI,WR,22,885,8
Will Dissly,LAC,TE,28,882,8
Trey Lance,DAL,QB,24,876,8
Dyami Brown,WAS,WR,24,857,7
Terrace Marshall,CAR,WR,24,852,7
Derius Davis,LAC,WR,23,852,7
Gerald Everett,CHI,TE,30,822,7
Kadarius Toney,KCC,WR,25,822,7
Emari Demercado,ARI,RB,25,819,7
Brenton Strange,JAC,TE,23,819,7
Jordan Mason,SFO,RB,25,817,7
Marquez Valdes-Scantling,BUF,WR,29,812,7
Ronnie Bell,SFO,WR,24,778,7
Cole Turner,WAS,TE,24,778,7
Pierre Strong Jr.,CLE,RB,25,773,7
Jake Bobo,SEA,WR,25,771,7
Tyrion Davis-Price,PHI,RB,23,763,6
Jacoby Brissett,NEP,QB,31,744,6
Parris Campbell,PHI,WR,27,744,6
Zach Ertz,WAS,TE,33,739,6
Samaje Perine,DEN,RB,28,736,6
Ryan Flournoy,DAL,WR,24,728,6
Jamaal Williams,NOS,RB,29,725,6
Ty Johnson,BUF,RB,26,722,6
Tommy Tremble,CAR,TE,24,720,6
Kenny McIntosh,SEA,RB,24,717,6
Devin Duvernay,JAC,WR,26,709,6
Jordan Travis,NYJ,QB,24,702,6
Trayveon Williams,CIN,RB,26,700,6
Jeremy Ruckert,NYJ,TE,23,688,6
Charlie Jones,CIN,WR,25,688,6
Kalif Raymond,DET,WR,29,686,6
Laviska Shenault,SEA,WR,25,686,6
Tyler Johnson,LAR,WR,25,683,6
Cameron Latu,SFO,TE,24,682,6
Joshua Kelley,LAC,RB,26,678,6
Justyn Ross,KCC,WR,24,676,6
Jawhar Jordan,HOU,RB,24,672,6
Allen Lazard,NYJ,WR,28,670,5
Kyle Philips,TEN,WR,25,666,5
Jake Browning,CIN,QB,28,663,5
AJ Barner,SEA,TE,22,661,5
Kylen Granson,IND,TE,26,656,5
Deneric Prince,KCC,RB,24,653,5
D'Ernest Johnson,JAC,RB,28,651,5
Zonovan Knight,DET,RB,23,643,5
Jalen Guyton,LVR,WR,27,638,5
Adam Trautman,DEN,TE,27,632,5
Drew Lock,NYG,QB,27,631,5
Kenny Pickett,PHI,QB,26,620,5
Kevin Harris,NEP,RB,23,619,5
Quez Watkins,PIT,WR,26,616,5
Elijah Higgins,ARI,TE,23,613,5
Jeffery Wilson,MIA,RB,28,612,5
Rakim Jarrett,TBB,WR,23,611,5
Foster Moreau,NOS,TE,27,590,5
Tim Patrick,DEN,WR,30,586,5
Tip Reiman,ARI,TE,22,583,5
Jameis Winston,CLE,QB,30,580,5
Brandon Powell,MIN,WR,27,580,5
Justin Watson,KCC,WR,29,567,4
Marquez Callaway,PIT,WR,26,565,4
Hassan Haskins,TEN,RB,24,564,4
Hendon Hooker,DET,QB,26,562,4
Peyton Hendershot,DAL,TE,25,555,4
Anthony Schwartz,MIA,WR,23,553,4
Cedrick Wilson,NOS,WR,28,549,4
Malik Heath,GBP,WR,24,542,4
Emanuel Wilson,GBP,RB,25,530,4
Chris Brooks,MIA,RB,24,529,4
Jalen Nailor,MIN,WR,25,523,4
Jason Brownlee,NYJ,WR,25,513,4
Chase Edmonds,TBB,RB,28,511,4
Dorian Thompson-Robinson,CLE,QB,24,509,4
Nyheim Hines,CLE,RB,27,508,4
Will Mallory,IND,TE,25,507,4
Albert Okwuegbunam,PHI,TE,26,495,4
Erik Ezukanma,MIA,WR,24,487,4
Hunter Renfrow,FA,WR,28,479,4
DeeJay Dallas,ARI,RB,25,478,4
Brock Wright,DET,TE,25,475,4
Ronnie Rivers,LAR,RB,25,470,3
Craig Reynolds,DET,RB,28,469,3
Nick Westbrook-Ikhine,TEN,WR,27,468,3
Deonte Harty,BAL,WR,26,466,3
Tyler Badie,DEN,RB,24,460,3
Scotty Miller,PIT,WR,26,459,3
Kene Nwangwu,MIN,RB,26,448,3
Tylan Wallace,BAL,WR,25,442,3
Hunter Long,LAR,TE,25,442,3
Eno Benjamin,NOS,RB,25,439,3
Salvon Ahmed,MIA,RB,25,437,3
Zach Wilson,DEN,QB,24,427,3
Jaelon Darden,CLE,WR,25,427,3
Mac Jones,JAC,QB,25,416,3
Tyler Goodson,IND,RB,23,409,3
Mo Alie-Cox,IND,TE,30,405,3
Danny Gray,SFO,WR,25,405,3
Rashaad Penny,CAR,RB,28,400,3
Harrison Bryant,LVR,TE,26,394,3
KaVontae Turpin,DAL,WR,27,391,3
Julius Chestnut,TEN,RB,23,370,2
Olamide Zaccheaus,WAS,WR,27,358,2
Isaiah McKenzie,NYG,WR,29,353,2
Jarrett Stidham,DEN,QB,27,351,2
Tyler Huntley,CLE,QB,26,345,2
Trenton Irwin,CIN,WR,28,343,2
Andrew Ogletree,IND,TE,25,341,2
Ben Skowronek,HOU,WR,27,334,2
Josh Oliver,MIN,TE,27,332,2
Lil'Jordan Humphrey,DEN,WR,26,311,2
Desmond Ridder,ARI,QB,24,309,2
Josh Whyle,TEN,TE,24,294,2
Cam Akers,FA,RB,25,290,2
Royce Freeman,DAL,RB,28,289,2
Drew Sample,CIN,TE,28,276,2
Braxton Berrios,MIA,WR,28,246,1
Mack Hollins,BUF,WR,30,236,1
Dalvin Cook,BAL,RB,28,234,1
Austin Hooper,NEP,TE,29,232,1
Tanner Hudson,CIN,TE,29,221,1
Michael Thomas,FA,WR,31,219,1
Bailey Zappe,NEP,QB,25,208,1
Malik Willis,TEN,QB,25,192,1
Davis Mills,HOU,QB,25,180,1
Tommy DeVito,NYG,QB,25,178,1
Jimmy Garoppolo,LAR,QB,32,177,1
Joshua Dobbs,SFO,QB,29,176,1
Kyle Trask,TBB,QB,26,175,0
Michael Pratt,GBP,QB,22,175,0
Stetson Bennett,LAR,QB,26,174,0
Malik Cunningham,BAL,QB,25,174,0
Mason Rudolph,TEN,QB,29,174,0
Taylor Heinicke,ATL,QB,31,174,0
Joe Flacco,IND,QB,39,172,0
Tyson Bagent,CHI,QB,24,172,0
Tyrod Taylor,NYJ,QB,34,165,0
Mitchell Trubisky,BUF,QB,29,164,0
Miles Boykin,NYG,WR,27,161,0
Joe Milton,NEP,QB,24,148,0
Charlie Kolar,BAL,TE,25,146,0
Boston Scott,LAR,RB,29,141,0
Richie James,KCC,WR,29,136,0
Lucas Krull,DEN,TE,26,103,0
Skylar Thompson,MIA,QB,27,76,0
