Player,Team,Position,Age,KTC Trade Value,KTC_normalized
Brock Purdy,SFO,QB,24,4533,44
Joe Mixon,HOU,RB,28,4510,44
Tyjae Spears,TEN,RB,23,4407,43
Dak Prescott,DAL,QB,30,4387,43
Chris Godwin,TBB,WR,28,4383,43
2024 Early 2nd,FA,PICK,,4378,43
George Kittle,SFO,TE,30,4357,43
Tua Tagovailoa,MIA,QB,26,4303,42
Najee Harris,PIT,RB,26,4302,42
Stefon Diggs,HOU,WR,30,4293,42
David Montgomery,DET,RB,27,4292,42
Evan Engram,JAC,TE,29,4267,42
Marquise Brown,KCC,WR,27,4258,42
Adonai Mitchell,IND,WR,21,4253,42
Xavier Legette,CAR,WR,23,4236,41
Blake Corum,LAR,RB,23,4227,41
Jake Ferguson,DAL,TE,25,4217,41
Diontae Johnson,CAR,WR,28,4198,41
Jaylen Warren,PIT,RB,25,4175,41
2025 Early 2nd,FA,PICK,,4089,40
Calvin Ridley,TEN,WR,29,4067,40
Brian Robinson,WAS,RB,25,4062,40
David Njoku,CLE,TE,28,4056,40
Alvin Kamara,NOS,RB,29,4017,39
Jameson Williams,DET,WR,23,3983,39
Zach Charbonnet,SEA,RB,23,3940,38
Ja'Lynn Polk,NEP,WR,22,3924,38
2024 Mid 2nd,FA,PICK,,3923,38
Kendre Miller,NOS,RB,22,3919,38
MarShawn Lloyd,GBP,RB,23,3918,38
Drake Maye,NEP,QB,21,3898,38
Javonte Williams,DEN,RB,24,3816,37
Tony Pollard,TEN,RB,27,3809,37
Jared Goff,DET,QB,29,3808,37
Josh Downs,IND,WR,22,3775,37
Romeo Doubs,GBP,WR,24,3753,37
Dontayvion Wicks,GBP,WR,23,3733,36
Jaylen Wright,MIA,RB,21,3706,36
Keenan Allen,CHI,WR,32,3669,36
2025 Mid 2nd,FA,PICK,,3649,36
Zack Moss,CIN,RB,26,3615,35
2024 Late 2nd,FA,PICK,,3606,35
J.J. McCarthy,MIN,QB,21,3600,35
Aaron Jones,MIN,RB,29,3588,35
Pat Freiermuth,PIT,TE,25,3574,35
Jahan Dotson,WAS,WR,24,3560,35
Khalil Shakir,BUF,WR,24,3553,35
Chase Brown,CIN,RB,24,3539,34
Roman Wilson,PIT,WR,23,3528,34
Troy Franklin,DEN,WR,21,3516,34
Bryce Young,CAR,QB,23,3514,34
Jermaine Burton,CIN,WR,23,3504,34
2026 Early 2nd,FA,PICK,,3475,34
Ben Sinnott,WAS,TE,22,3452,34
Jerome Ford,CLE,RB,24,3450,34
Nick Chubb,CLE,RB,28,3397,33
James Conner,ARI,RB,29,3391,33
Devin Singletary,NYG,RB,26,3340,32
Jerry Jeudy,CLE,WR,25,3338,32
Luke Musgrave,GBP,TE,23,3331,32
Cole Kmet,CHI,TE,25,3306,32
Rashid Shaheed,NOS,WR,25,3290,32
2025 Late 2nd,FA,PICK,,3284,32
Courtland Sutton,DEN,WR,28,3279,32
2026 Mid 2nd,FA,PICK,,3269,32
Jakobi Meyers,LVR,WR,27,3233,31
Dalton Schultz,HOU,TE,28,3224,31
Demario Douglas,NEP,WR,23,3215,31
Isaiah Likely,BAL,TE,24,3214,31
Dallas Goedert,PHI,TE,29,3165,31
Josh Palmer,LAC,WR,24,3133,30
Raheem Mostert,MIA,RB,32,3118,30
Jaleel McLaughlin,DEN,RB,23,3054,30
Quentin Johnston,LAC,WR,22,3044,29
Will Levis,TEN,QB,25,3035,29
DeAndre Hopkins,TEN,WR,32,3030,29
Javon Baker,NEP,WR,22,2980,29
Curtis Samuel,BUF,WR,27,2947,28
Marvin Mims,DEN,WR,22,2939,28
Michael Wilson,ARI,WR,24,2933,28
Michael Penix Jr.,ATL,QB,24,2916,28
Malachi Corley,NYJ,WR,22,2916,28
Kirk Cousins,ATL,QB,35,2878,28
2026 Late 2nd,FA,PICK,,2866,28
Kimani Vidal,LAC,RB,22,2853,28
Keaton Mitchell,BAL,RB,22,2843,27
Jalen McMillan,TBB,WR,22,2823,27
Luke McCaffrey,WAS,WR,23,2799,27
Bo Nix,DEN,QB,24,2780,27
Deshaun Watson,CLE,QB,28,2773,27
Gus Edwards,LAC,RB,29,2768,27
Michael Mayer,LVR,TE,23,2756,27
Roschon Johnson,CHI,RB,23,2745,26
Gabriel Davis,JAC,WR,25,2731,26
Audric Estime,DEN,RB,20,2728,26
Matthew Stafford,LAR,QB,36,2723,26
Baker Mayfield,TBB,QB,29,2699,26
Bucky Irving,TBB,RB,21,2693,26
Tyler Lockett,SEA,WR,31,2690,26
Rashod Bateman,BAL,WR,24,2637,25
2024 Early 3rd,FA,PICK,,2625,25
Austin Ekeler,WAS,RB,29,2622,25
Braelon Allen,NYJ,RB,20,2613,25
J.K. Dobbins,LAC,RB,25,2604,25
Wan'Dale Robinson,NYG,WR,23,2578,25
Tucker Kraft,GBP,TE,23,2540,24
Ray Davis,BUF,RB,24,2535,24
Tyler Allgeier,ATL,RB,24,2521,24
Justin Fields,PIT,QB,25,2501,24
Ja'Tavion Sanders,CAR,TE,21,2498,24
Rico Dowdle,DAL,RB,26,2473,24
2024 Mid 3rd,FA,PICK,,2448,23
Jalin Hyatt,NYG,WR,22,2440,23
2025 Early 3rd,FA,PICK,,2425,23
Tyrone Tracy,NYG,RB,24,2414,23
Will Shipley,PHI,RB,21,2372,23
Mike Williams,NYJ,WR,29,2363,23
Ty Chandler,MIN,RB,26,2337,22
Darnell Mooney,ATL,WR,26,2293,22
Antonio Gibson,NEP,RB,26,2293,22
Dameon Pierce,HOU,RB,24,2252,21
Cade Otton,TBB,TE,25,2251,21
Chigoziem Okonkwo,TEN,TE,24,2209,21
Ezekiel Elliott,DAL,RB,29,2202,21
Khalil Herbert,CHI,RB,26,2196,21
Chuba Hubbard,CAR,RB,25,2191,21
2025 Mid 3rd,FA,PICK,,2190,21
2024 Late 3rd,FA,PICK,,2161,21
Greg Dulcich,DEN,TE,24,2157,21
Tank Bigsby,JAC,RB,22,2148,20
Aaron Rodgers,NYJ,QB,40,2135,20
Devontez Walker,BAL,WR,23,2093,20
Rondale Moore,ATL,WR,24,2064,20
Noah Fant,SEA,TE,26,2060,20
2026 Early 3rd,FA,PICK,,2032,19
Brandin Cooks,DAL,WR,30,2023,19
Elijah Mitchell,SFO,RB,26,2012,19
Brenden Rice,LAC,WR,22,2012,19
Malik Washington,MIA,WR,23,2004,19
Daniel Bellinger,NYG,TE,23,1991,19
Trey Palmer,TBB,WR,23,1966,19
Daniel Jones,NYG,QB,27,1958,19
Jonathan Mingo,CAR,WR,23,1954,18
Isaac Guerendo,SFO,RB,24,1944,18
Elijah Moore,CLE,WR,24,1920,18
2025 Late 3rd,FA,PICK,,1898,18
Geno Smith,SEA,QB,33,1888,18
Theo Johnson,NYG,TE,23,1875,18
2026 Mid 3rd,FA,PICK,,1874,18
Rasheen Ali,BAL,RB,23,1813,17
A.T. Perry,NOS,WR,24,1809,17
Dylan Laube,LVR,RB,24,1778,17
Jelani Woods,IND,TE,25,1767,17
Treylon Burks,TEN,WR,24,1742,16
Hunter Henry,NEP,TE,29,1739,16
Tyler Boyd,TEN,WR,29,1738,16
2026 Late 3rd,FA,PICK,,1730,16
Russell Wilson,PIT,QB,35,1719,16
2024 Early 4th,FA,PICK,,1672,16
Adam Thielen,CAR,WR,33,1667,16
Xavier Gipson,NYJ,WR,23,1662,16
Dawson Knox,BUF,TE,27,1657,15
Cedric Tillman,CLE,WR,24,1644,15
Zay Jones,ARI,WR,29,1643,15
Greg Dortch,ARI,WR,26,1627,15
Evan Hull,IND,RB,23,1590,15
Derek Carr,NOS,QB,33,1589,15
Kendrick Bourne,NEP,WR,28,1587,15
Sam Howell,SEA,QB,23,1581,15
Luke Schoonmaker,DAL,TE,25,1572,15
D.J. Chark,LAC,WR,27,1561,15
Erick All,CIN,TE,23,1555,14
Parker Washington,JAC,WR,22,1547,14
Chris Rodriguez,WAS,RB,23,1544,14
Tutu Atwell,LAR,WR,24,1542,14
Tre Tucker,LVR,WR,23,1536,14
John Metchie,HOU,WR,24,1530,14
Bo Melton,GBP,WR,25,1530,14
Spencer Rattler,NOS,QB,23,1525,14
Alec Pierce,IND,WR,24,1521,14
Alexander Mattison,LVR,RB,26,1521,14
2024 Mid 4th,FA,PICK,,1518,14
Gardner Minshew,LVR,QB,28,1516,14
AJ Dillon,GBP,RB,26,1513,14
Juwan Johnson,NOS,TE,27,1508,14
Cade Stover,HOU,TE,24,1500,14
2025 Early 4th,FA,PICK,,1487,14
Jalen Tolbert,DAL,WR,25,1483,14
Jacob Cowing,SFO,WR,23,1473,14
Tyler Conklin,NYJ,TE,28,1472,14
Frank Gore Jr.,BUF,RB,22,1472,14
K.J. Osborn,NEP,WR,27,1468,14
Calvin Austin III,PIT,WR,25,1463,14
Deuce Vaughn,DAL,RB,22,1455,13
Jonnu Smith,MIA,TE,28,1449,13
Colby Parkinson,LAR,TE,25,1441,13
Jared Wiley,KCC,TE,23,1441,13
Darius Slayton,NYG,WR,27,1441,13
Clyde Edwards-Helaire,KCC,RB,25,1439,13
2024 Late 4th,FA,PICK,,1436,13
D'Onta Foreman,CLE,RB,28,1431,13
Trey Sermon,IND,RB,25,1417,13
Andrei Iosivas,CIN,WR,24,1417,13
2025 Mid 4th,FA,PICK,,1416,13
Jauan Jennings,SFO,WR,27,1412,13
Mike Gesicki,CIN,TE,28,1407,13
Eric Gray,NYG,RB,24,1395,13
Kenneth Gainwell,PHI,RB,25,1380,13
Aidan O'Connell,LVR,QB,25,1359,12
2026 Early 4th,FA,PICK,,1346,12
Johnny Wilson,PHI,WR,23,1333,12
Noah Gray,KCC,TE,25,1302,12
Demarcus Robinson,LAR,WR,29,1302,12
Ainias Smith,PHI,WR,23,1298,12
Josh Reynolds,DEN,WR,29,1297,12
2025 Late 4th,FA,PICK,,1297,12
Sam Darnold,MIN,QB,27,1292,12
Dillon Johnson,TEN,RB,23,1275,12
Bub Means,NOS,WR,23,1268,12
Brevin Jordan,HOU,TE,24,1267,12
Sean Tucker,TBB,RB,22,1261,11
Israel Abanikanda,NYJ,RB,21,1260,11
Darnell Washington,PIT,TE,22,1258,11
Skyy Moore,KCC,WR,23,1241,11
Miles Sanders,CAR,RB,27,1237,11
Justice Hill,BAL,RB,26,1233,11
2026 Mid 4th,FA,PICK,,1218,11
Taysom Hill,NOS,QB,33,1216,11
Isaiah Davis,NYJ,RB,22,1193,11
Noah Brown,HOU,WR,27,1187,11
Xavier Hutchinson,HOU,WR,24,1170,11
Tyler Higbee,LAR,TE,31,1154,10
Isaiah Spiller,LAC,RB,22,1145,10
Kayshon Boutte,NEP,WR,22,1144,10
DeWayne McBride,MIN,RB,23,1142,10
Tyquan Thornton,NEP,WR,23,1140,10
Michael Gallup,LVR,WR,28,1127,10
Jamari Thrash,CLE,WR,23,1120,10
Chris Evans,CIN,RB,26,1116,10
Zach Evans,LAR,RB,23,1106,10
Donovan Peoples-Jones,DET,WR,25,1080,10
Chase Claypool,BUF,WR,26,1042,9
Mecole Hardman,KCC,WR,26,1036,9
Donald Parham,LAC,TE,26,1035,9
Blake Watson,DEN,RB,24,1032,9
Sione Vaki,DET,RB,22,1032,9
Louis Rees-Zammit,KCC,RB,23,1028,9
Tahj Washington,MIA,WR,23,1027,9
David Bell,CLE,WR,23,1007,9
2026 Late 4th,FA,PICK,,995,9
Davis Allen,LAR,TE,23,980,9
Odell Beckham,MIA,WR,31,974,9
Tyler Scott,CHI,WR,22,972,9
Isaiah Hodgins,NYG,WR,25,967,9
Keaontay Ingram,KCC,RB,24,963,8
Van Jefferson,PIT,WR,27,959,8
Trey Lance,DAL,QB,24,955,8
Hayden Hurst,LAC,TE,30,939,8
Michael Carter,ARI,RB,25,937,8
Jase McClellan,ATL,RB,22,935,8
Malik Davis,DAL,RB,25,935,8
KJ Hamler,BUF,WR,25,906,8
JuJu Smith-Schuster,NEP,WR,27,859,7
Gerald Everett,CHI,TE,30,855,7
Dyami Brown,WAS,WR,24,855,7
Irv Smith,KCC,TE,25,853,7
Terrace Marshall,CAR,WR,24,848,7
Derius Davis,LAC,WR,23,846,7
Marquez Valdes-Scantling,BUF,WR,29,838,7
Jordan Mason,SFO,RB,25,837,7
Justin Shorter,BUF,WR,24,819,7
Brenton Strange,JAC,TE,23,819,7
Emari Demercado,ARI,RB,25,799,7
Kadarius Toney,KCC,WR,25,790,7
Pierre Strong Jr.,CLE,RB,25,782,7
Cole Turner,WAS,TE,24,781,7
Jacoby Brissett,NEP,QB,31,778,7
Ryan Flournoy,DAL,WR,24,778,7
Tyrion Davis-Price,PHI,RB,23,771,7
Ronnie Bell,SFO,WR,24,767,7
Kyle Philips,TEN,WR,25,755,6
Tommy Tremble,CAR,TE,24,742,6
Will Dissly,LAC,TE,28,738,6
Jamaal Williams,NOS,RB,29,738,6
Ty Johnson,BUF,RB,26,729,6
Jordan Travis,NYJ,QB,24,726,6
Zach Ertz,WAS,TE,33,724,6
Jeremy Ruckert,NYJ,TE,23,716,6
Samaje Perine,DEN,RB,28,715,6
Jake Bobo,SEA,WR,25,710,6
Zonovan Knight,DET,RB,23,707,6
Parris Campbell,PHI,WR,27,706,6
Charlie Jones,CIN,WR,25,701,6
Devin Duvernay,JAC,WR,26,698,6
Trayveon Williams,CIN,RB,26,698,6
Tyler Johnson,LAR,WR,25,692,6
Denzel Mims,JAC,WR,26,690,6
Allen Lazard,NYJ,WR,28,683,6
Kalif Raymond,DET,WR,29,669,6
Jawhar Jordan,HOU,RB,24,669,6
Kenny McIntosh,SEA,RB,24,664,5
Deneric Prince,KCC,RB,24,662,5
Cameron Latu,SFO,TE,24,660,5
Joshua Kelley,LAC,RB,26,659,5
Laviska Shenault,SEA,WR,25,654,5
D'Ernest Johnson,JAC,RB,28,639,5
AJ Barner,SEA,TE,22,635,5
Drew Lock,NYG,QB,27,634,5
Adam Trautman,DEN,TE,27,634,5
Justyn Ross,KCC,WR,24,628,5
Rakim Jarrett,TBB,WR,23,628,5
Kenny Pickett,PHI,QB,26,625,5
Jeffery Wilson,MIA,RB,28,624,5
Quez Watkins,PIT,WR,26,621,5
Hendon Hooker,DET,QB,26,620,5
Kevin Harris,NEP,RB,23,620,5
Jake Browning,CIN,QB,28,610,5
Kylen Granson,IND,TE,26,608,5
Foster Moreau,NOS,TE,27,599,5
Jalen Guyton,LVR,WR,27,599,5
Elijah Higgins,ARI,TE,23,597,5
Justin Watson,KCC,WR,29,594,5
Hassan Haskins,TEN,RB,24,593,5
Tim Patrick,DEN,WR,30,588,5
Tip Reiman,ARI,TE,22,580,5
Cedrick Wilson,NOS,WR,28,576,5
Jameis Winston,CLE,QB,30,573,5
Anthony Schwartz,MIA,WR,23,568,5
Marquez Callaway,PIT,WR,26,565,4
Peyton Hendershot,DAL,TE,25,559,4
Nyheim Hines,CLE,RB,27,555,4
Albert Okwuegbunam,PHI,TE,26,551,4
Emanuel Wilson,GBP,RB,25,537,4
Malik Heath,GBP,WR,24,536,4
Will Mallory,IND,TE,25,516,4
Jalen Nailor,MIN,WR,25,508,4
Brandon Powell,MIN,WR,27,507,4
Chris Brooks,MIA,RB,24,502,4
Dorian Thompson-Robinson,CLE,QB,24,499,4
Chase Edmonds,TBB,RB,28,493,4
Hunter Renfrow,FA,WR,28,488,4
Nick Westbrook-Ikhine,TEN,WR,27,481,4
Jason Brownlee,NYJ,WR,25,471,4
Ronnie Rivers,LAR,RB,25,468,4
Brock Wright,DET,TE,25,466,3
Tyler Badie,DEN,RB,24,465,3
Rashaad Penny,CAR,RB,28,461,3
Erik Ezukanma,MIA,WR,24,460,3
Deonte Harty,BAL,WR,26,455,3
Scotty Miller,PIT,WR,26,446,3
Salvon Ahmed,MIA,RB,25,445,3
Eno Benjamin,NOS,RB,25,436,3
DeeJay Dallas,ARI,RB,25,434,3
Tylan Wallace,BAL,WR,25,434,3
Zach Wilson,DEN,QB,24,430,3
Harrison Bryant,LVR,TE,26,426,3
Mo Alie-Cox,IND,TE,30,418,3
Kene Nwangwu,MIN,RB,26,411,3
Mac Jones,JAC,QB,25,409,3
Craig Reynolds,DET,RB,28,408,3
Jaelon Darden,CLE,WR,25,405,3
Hunter Long,LAR,TE,25,394,3
Julius Chestnut,TEN,RB,23,391,3
Jarrett Stidham,DEN,QB,27,375,3
Olamide Zaccheaus,WAS,WR,27,373,3
Royce Freeman,DAL,RB,28,365,2
Danny Gray,SFO,WR,25,363,2
KaVontae Turpin,DAL,WR,27,362,2
Andrew Ogletree,IND,TE,25,354,2
Josh Oliver,MIN,TE,27,346,2
Ben Skowronek,HOU,WR,27,334,2
Desmond Ridder,ARI,QB,24,333,2
Lil'Jordan Humphrey,DEN,WR,26,329,2
Tyler Huntley,CLE,QB,26,324,2
Braxton Berrios,MIA,WR,28,320,2
Drew Sample,CIN,TE,28,318,2
Isaiah McKenzie,NYG,WR,29,317,2
Trenton Irwin,CIN,WR,28,315,2
Cam Akers,FA,RB,25,310,2
Dalvin Cook,BAL,RB,28,307,2
Josh Whyle,TEN,TE,24,306,2
Michael Thomas,FA,WR,31,266,1
Tyler Goodson,IND,RB,23,264,1
James Mitchell,DET,TE,24,246,1
Samori Toure,GBP,WR,26,237,1
Austin Hooper,NEP,TE,29,234,1
Mack Hollins,BUF,WR,30,231,1
Malik Willis,TEN,QB,25,200,1
Jimmy Garoppolo,LAR,QB,32,188,1
Malik Cunningham,BAL,QB,25,183,1
Michael Pratt,GBP,QB,22,179,1
Davis Mills,HOU,QB,25,178,1
Mason Rudolph,TEN,QB,29,178,1
Taylor Heinicke,ATL,QB,31,178,1
Bailey Zappe,NEP,QB,25,177,1
Tommy DeVito,NYG,QB,25,176,1
Richie James,KCC,WR,29,176,1
Joshua Dobbs,SFO,QB,29,175,1
Kyle Trask,TBB,QB,26,174,1
Stetson Bennett,LAR,QB,26,173,1
Tyson Bagent,CHI,QB,24,171,1
Miles Boykin,NYG,WR,27,171,1
Tyrod Taylor,NYJ,QB,34,169,0
Joe Flacco,IND,QB,39,166,0
Mitchell Trubisky,BUF,QB,29,163,0
Charlie Kolar,BAL,TE,25,160,0
Joe Milton,NEP,QB,24,155,0
Tanner Hudson,CIN,TE,29,151,0
Lucas Krull,DEN,TE,26,70,0
