Player,Team,Position,Age,KTC Trade Value,KTC_normalized
J.J. McCarthy,MIN,QB,21,3575,35
Khalil Shakir,BUF,WR,24,3562,34
Jermaine Burton,CIN,WR,23,3542,34
Chase Brown,CIN,RB,24,3529,34
Bryce Young,CAR,QB,23,3499,34
Ben Sinnott,WAS,TE,22,3494,34
Jahan Dotson,WAS,WR,24,3492,34
Troy Franklin,DEN,WR,21,3491,34
Roman Wilson,PIT,WR,23,3485,34
Jerome Ford,CLE,RB,24,3478,34
2026 Early 2nd,FA,PICK,,3470,34
James Conner,ARI,RB,29,3417,33
Nick Chubb,CLE,RB,28,3402,33
Luke Musgrave,GBP,TE,23,3374,33
Jerry Jeudy,CLE,WR,25,3335,32
Courtland Sutton,DEN,WR,28,3326,32
Devin Singletary,NYG,RB,26,3316,32
2025 Late 2nd,FA,PICK,,3303,32
Cole Kmet,CHI,TE,25,3302,32
Rashid Shaheed,NOS,WR,25,3302,32
Demario Douglas,NEP,WR,23,3265,32
2026 Mid 2nd,FA,PICK,,3231,31
Jakobi Meyers,LVR,WR,27,3200,31
Dallas Goedert,PHI,TE,29,3196,31
Dalton Schultz,HOU,TE,28,3167,31
Josh Palmer,LAC,WR,24,3147,30
Isaiah Likely,BAL,TE,24,3111,30
Raheem Mostert,MIA,RB,32,3104,30
DeAndre Hopkins,TEN,WR,32,3070,30
Will Levis,TEN,QB,25,3053,29
Quentin Johnston,LAC,WR,22,3044,29
Michael Wilson,ARI,WR,24,3005,29
Jaleel McLaughlin,DEN,RB,23,2989,29
Javon Baker,NEP,WR,22,2972,29
Marvin Mims,DEN,WR,22,2964,28
Curtis Samuel,BUF,WR,27,2941,28
Kimani Vidal,LAC,RB,22,2933,28
Michael Penix Jr.,ATL,QB,24,2916,28
Kirk Cousins,ATL,QB,35,2902,28
Malachi Corley,NYJ,WR,22,2893,28
Keaton Mitchell,BAL,RB,22,2886,28
Bo Nix,DEN,QB,24,2834,27
2026 Late 2nd,FA,PICK,,2823,27
Deshaun Watson,CLE,QB,28,2795,27
Luke McCaffrey,WAS,WR,23,2788,27
Audric Estime,DEN,RB,20,2782,27
Jalen McMillan,TBB,WR,22,2777,27
Gus Edwards,LAC,RB,29,2757,26
Roschon Johnson,CHI,RB,23,2743,26
Tyler Lockett,SEA,WR,31,2705,26
Matthew Stafford,LAR,QB,36,2702,26
Gabriel Davis,JAC,WR,25,2695,26
Michael Mayer,LVR,TE,23,2684,26
Bucky Irving,TBB,RB,21,2674,26
Braelon Allen,NYJ,RB,20,2660,25
Austin Ekeler,WAS,RB,29,2654,25
Baker Mayfield,TBB,QB,29,2649,25
2024 Early 3rd,FA,PICK,,2625,25
Wan'Dale Robinson,NYG,WR,23,2622,25
Rashod Bateman,BAL,WR,24,2598,25
Tyler Allgeier,ATL,RB,24,2589,25
J.K. Dobbins,LAC,RB,25,2577,25
Ray Davis,BUF,RB,24,2533,24
Tucker Kraft,GBP,TE,23,2527,24
Rico Dowdle,DAL,RB,26,2497,24
Justin Fields,PIT,QB,25,2487,24
2024 Mid 3rd,FA,PICK,,2476,24
Ja'Tavion Sanders,CAR,TE,21,2435,23
Jalin Hyatt,NYG,WR,22,2410,23
Tyrone Tracy,NYG,RB,24,2406,23
2025 Early 3rd,FA,PICK,,2401,23
Mike Williams,NYJ,WR,29,2387,23
Will Shipley,PHI,RB,21,2347,22
Ty Chandler,MIN,RB,26,2330,22
Antonio Gibson,NEP,RB,26,2302,22
Darnell Mooney,ATL,WR,26,2271,21
Ezekiel Elliott,DAL,RB,29,2264,21
Khalil Herbert,CHI,RB,26,2254,21
Cade Otton,TBB,TE,25,2235,21
Chuba Hubbard,CAR,RB,25,2227,21
Dameon Pierce,HOU,RB,24,2227,21
Chigoziem Okonkwo,TEN,TE,24,2218,21
2025 Mid 3rd,FA,PICK,,2181,21
2024 Late 3rd,FA,PICK,,2162,20
Rondale Moore,ATL,WR,24,2146,20
Devontez Walker,BAL,WR,23,2142,20
Greg Dulcich,DEN,TE,24,2140,20
Tank Bigsby,JAC,RB,22,2140,20
Aaron Rodgers,NYJ,QB,40,2121,20
Malik Washington,MIA,WR,23,2099,20
Noah Fant,SEA,TE,26,2048,19
Elijah Mitchell,SFO,RB,26,2037,19
Daniel Jones,NYG,QB,27,2015,19
2026 Early 3rd,FA,PICK,,2015,19
Brandin Cooks,DAL,WR,30,1992,19
Trey Palmer,TBB,WR,23,1982,19
Jonathan Mingo,CAR,WR,23,1976,18
Brenden Rice,LAC,WR,22,1938,18
Daniel Bellinger,NYG,TE,23,1924,18
Isaac Guerendo,SFO,RB,24,1912,18
2025 Late 3rd,FA,PICK,,1901,18
Geno Smith,SEA,QB,33,1898,18
Elijah Moore,CLE,WR,24,1894,18
Theo Johnson,NYG,TE,23,1874,17
2026 Mid 3rd,FA,PICK,,1846,17
Dylan Laube,LVR,RB,24,1805,17
A.T. Perry,NOS,WR,24,1789,17
Adam Thielen,CAR,WR,33,1751,16
Rasheen Ali,BAL,RB,23,1744,16
2026 Late 3rd,FA,PICK,,1732,16
Tyler Boyd,TEN,WR,29,1727,16
Hunter Henry,NEP,TE,29,1725,16
Greg Dortch,ARI,WR,26,1720,16
Russell Wilson,PIT,QB,35,1710,16
Treylon Burks,TEN,WR,24,1699,16
Cedric Tillman,CLE,WR,24,1685,16
Dawson Knox,BUF,TE,27,1684,16
Jelani Woods,IND,TE,25,1676,15
Zay Jones,ARI,WR,29,1646,15
2024 Early 4th,FA,PICK,,1643,15
Xavier Gipson,NYJ,WR,23,1634,15
D.J. Chark,LAC,WR,27,1597,15
Kendrick Bourne,NEP,WR,28,1578,14
Sam Howell,SEA,QB,23,1577,14
Evan Hull,IND,RB,23,1571,14
Luke Schoonmaker,DAL,TE,25,1568,14
Derek Carr,NOS,QB,33,1564,14
Erick All,CIN,TE,23,1562,14
Tutu Atwell,LAR,WR,24,1560,14
Chris Rodriguez,WAS,RB,23,1555,14
Alexander Mattison,LVR,RB,26,1550,14
Spencer Rattler,NOS,QB,23,1539,14
Gardner Minshew,LVR,QB,28,1534,14
Juwan Johnson,NOS,TE,27,1525,14
John Metchie,HOU,WR,24,1524,14
Jonnu Smith,MIA,TE,28,1523,14
Parker Washington,JAC,WR,22,1520,14
Jalen Tolbert,DAL,WR,25,1519,14
Tre Tucker,LVR,WR,23,1514,14
Tyler Conklin,NYJ,TE,28,1512,14
AJ Dillon,GBP,RB,26,1508,14
2024 Mid 4th,FA,PICK,,1504,14
Jacob Cowing,SFO,WR,23,1500,14
Jared Wiley,KCC,TE,23,1498,14
Alec Pierce,IND,WR,24,1490,14
2025 Early 4th,FA,PICK,,1487,14
Cade Stover,HOU,TE,24,1484,14
Darius Slayton,NYG,WR,27,1477,13
Clyde Edwards-Helaire,KCC,RB,25,1476,13
Bo Melton,GBP,WR,25,1475,13
K.J. Osborn,NEP,WR,27,1466,13
Frank Gore Jr.,BUF,RB,22,1444,13
Calvin Austin III,PIT,WR,25,1443,13
D'Onta Foreman,CLE,RB,28,1439,13
Jauan Jennings,SFO,WR,27,1426,13
2024 Late 4th,FA,PICK,,1422,13
Mike Gesicki,CIN,TE,28,1414,13
Deuce Vaughn,DAL,RB,22,1414,13
Andrei Iosivas,CIN,WR,24,1413,13
2025 Mid 4th,FA,PICK,,1412,13
Colby Parkinson,LAR,TE,25,1400,13
Kenneth Gainwell,PHI,RB,25,1385,13
Trey Sermon,IND,RB,25,1373,12
Aidan O'Connell,LVR,QB,25,1357,12
Eric Gray,NYG,RB,24,1356,12
Johnny Wilson,PHI,WR,23,1344,12
2026 Early 4th,FA,PICK,,1327,12
Bub Means,NOS,WR,23,1310,12
Sam Darnold,MIN,QB,27,1303,12
2025 Late 4th,FA,PICK,,1299,12
Dillon Johnson,TEN,RB,23,1294,12
Darnell Washington,PIT,TE,22,1282,11
Brevin Jordan,HOU,TE,24,1276,11
Josh Reynolds,DEN,WR,29,1275,11
Miles Sanders,CAR,RB,27,1268,11
Ainias Smith,PHI,WR,23,1268,11
Sean Tucker,TBB,RB,22,1266,11
Israel Abanikanda,NYJ,RB,21,1260,11
Justice Hill,BAL,RB,26,1255,11
2026 Mid 4th,FA,PICK,,1243,11
Demarcus Robinson,LAR,WR,29,1231,11
Noah Gray,KCC,TE,25,1218,11
Noah Brown,HOU,WR,27,1217,11
Skyy Moore,KCC,WR,23,1217,11
Taysom Hill,NOS,QB,33,1214,11
Isaiah Spiller,LAC,RB,22,1207,11
Xavier Hutchinson,HOU,WR,24,1202,11
Isaiah Davis,NYJ,RB,22,1196,11
Kayshon Boutte,NEP,WR,22,1180,10
Tyler Higbee,LAR,TE,31,1170,10
Donovan Peoples-Jones,DET,WR,25,1139,10
DeWayne McBride,MIN,RB,23,1099,10
Jamari Thrash,CLE,WR,23,1093,10
Zach Evans,LAR,RB,23,1093,10
Tyquan Thornton,NEP,WR,23,1091,10
Michael Gallup,LVR,WR,28,1078,9
Chris Evans,CIN,RB,26,1077,9
Tahj Washington,MIA,WR,23,1063,9
Chase Claypool,BUF,WR,26,1056,9
Sione Vaki,DET,RB,22,1055,9
Donald Parham,LAC,TE,26,1050,9
Mecole Hardman,KCC,WR,26,1046,9
Davis Allen,LAR,TE,23,1026,9
Blake Watson,DEN,RB,24,1016,9
2026 Late 4th,FA,PICK,,1011,9
Van Jefferson,PIT,WR,27,1009,9
Malik Davis,DAL,RB,25,985,8
David Bell,CLE,WR,23,977,8
Isaiah Hodgins,NYG,WR,25,976,8
Michael Carter,ARI,RB,25,975,8
Jase McClellan,ATL,RB,22,961,8
Louis Rees-Zammit,KCC,RB,23,959,8
Keaontay Ingram,KCC,RB,24,940,8
Tyler Scott,CHI,WR,22,931,8
KJ Hamler,BUF,WR,25,917,8
Trey Lance,DAL,QB,24,911,8
Odell Beckham,MIA,WR,31,899,8
Hayden Hurst,LAC,TE,30,884,7
Justin Shorter,BUF,WR,24,881,7
Irv Smith,KCC,TE,25,867,7
JuJu Smith-Schuster,NEP,WR,27,861,7
Terrace Marshall,CAR,WR,24,857,7
Gerald Everett,CHI,TE,30,852,7
Derius Davis,LAC,WR,23,849,7
Dyami Brown,WAS,WR,24,845,7
Emari Demercado,ARI,RB,25,824,7
Will Dissly,LAC,TE,28,821,7
Marquez Valdes-Scantling,BUF,WR,29,819,7
Jordan Mason,SFO,RB,25,813,7
Cole Turner,WAS,TE,24,807,7
Ronnie Bell,SFO,WR,24,806,7
Brenton Strange,JAC,TE,23,801,7
Kadarius Toney,KCC,WR,25,797,7
Pierre Strong Jr.,CLE,RB,25,796,7
Tyrion Davis-Price,PHI,RB,23,771,6
Ryan Flournoy,DAL,WR,24,750,6
Jacoby Brissett,NEP,QB,31,747,6
Samaje Perine,DEN,RB,28,744,6
Ty Johnson,BUF,RB,26,736,6
Tommy Tremble,CAR,TE,24,729,6
Zach Ertz,WAS,TE,33,721,6
Jamaal Williams,NOS,RB,29,719,6
Parris Campbell,PHI,WR,27,717,6
Jake Bobo,SEA,WR,25,713,6
Trayveon Williams,CIN,RB,26,711,6
Kyle Philips,TEN,WR,25,706,6
Jeremy Ruckert,NYJ,TE,23,705,6
Kenny McIntosh,SEA,RB,24,703,6
Jordan Travis,NYJ,QB,24,702,6
Tyler Johnson,LAR,WR,25,693,6
Kalif Raymond,DET,WR,29,690,5
Charlie Jones,CIN,WR,25,684,5
Cameron Latu,SFO,TE,24,683,5
Devin Duvernay,JAC,WR,26,678,5
Laviska Shenault,SEA,WR,25,673,5
AJ Barner,SEA,TE,22,671,5
Deneric Prince,KCC,RB,24,662,5
Denzel Mims,JAC,WR,26,660,5
Allen Lazard,NYJ,WR,28,657,5
Adam Trautman,DEN,TE,27,656,5
Jake Browning,CIN,QB,28,653,5
Zonovan Knight,DET,RB,23,653,5
Joshua Kelley,LAC,RB,26,649,5
D'Ernest Johnson,JAC,RB,28,648,5
Jawhar Jordan,HOU,RB,24,641,5
Quez Watkins,PIT,WR,26,641,5
Kenny Pickett,PHI,QB,26,640,5
Justyn Ross,KCC,WR,24,640,5
Drew Lock,NYG,QB,27,621,5
Kylen Granson,IND,TE,26,621,5
Rakim Jarrett,TBB,WR,23,620,5
Jalen Guyton,LVR,WR,27,614,5
Elijah Higgins,ARI,TE,23,610,5
Kevin Harris,NEP,RB,23,603,5
Tip Reiman,ARI,TE,22,601,5
Jeffery Wilson,MIA,RB,28,601,5
Foster Moreau,NOS,TE,27,596,5
Tim Patrick,DEN,WR,30,590,4
Jameis Winston,CLE,QB,30,589,4
Hassan Haskins,TEN,RB,24,587,4
Hendon Hooker,DET,QB,26,586,4
Marquez Callaway,PIT,WR,26,585,4
Cedrick Wilson,NOS,WR,28,560,4
Anthony Schwartz,MIA,WR,23,559,4
Justin Watson,KCC,WR,29,558,4
Peyton Hendershot,DAL,TE,25,550,4
Emanuel Wilson,GBP,RB,25,548,4
Malik Heath,GBP,WR,24,542,4
Brandon Powell,MIN,WR,27,541,4
Chris Brooks,MIA,RB,24,528,4
Chase Edmonds,TBB,RB,28,523,4
Nyheim Hines,CLE,RB,27,520,4
Jalen Nailor,MIN,WR,25,520,4
Will Mallory,IND,TE,25,518,4
Albert Okwuegbunam,PHI,TE,26,514,4
Dorian Thompson-Robinson,CLE,QB,24,495,4
Nick Westbrook-Ikhine,TEN,WR,27,493,4
Erik Ezukanma,MIA,WR,24,482,3
Brock Wright,DET,TE,25,479,3
Jason Brownlee,NYJ,WR,25,478,3
Ronnie Rivers,LAR,RB,25,474,3
Deonte Harty,BAL,WR,26,471,3
Hunter Renfrow,FA,WR,28,469,3
Tyler Badie,DEN,RB,24,465,3
Craig Reynolds,DET,RB,28,458,3
Tylan Wallace,BAL,WR,25,456,3
Kene Nwangwu,MIN,RB,26,448,3
DeeJay Dallas,ARI,RB,25,447,3
Eno Benjamin,NOS,RB,25,440,3
Salvon Ahmed,MIA,RB,25,440,3
Scotty Miller,PIT,WR,26,438,3
Zach Wilson,DEN,QB,24,431,3
Rashaad Penny,CAR,RB,28,424,3
Hunter Long,LAR,TE,25,422,3
Jaelon Darden,CLE,WR,25,413,3
Mac Jones,JAC,QB,25,410,3
Mo Alie-Cox,IND,TE,30,401,3
Danny Gray,SFO,WR,25,392,2
Harrison Bryant,LVR,TE,26,379,2
Julius Chestnut,TEN,RB,23,377,2
KaVontae Turpin,DAL,WR,27,372,2
Jarrett Stidham,DEN,QB,27,366,2
Tyler Goodson,IND,RB,23,359,2
Ben Skowronek,HOU,WR,27,348,2
Trenton Irwin,CIN,WR,28,342,2
Isaiah McKenzie,NYG,WR,29,342,2
Royce Freeman,DAL,RB,28,341,2
Tyler Huntley,CLE,QB,26,340,2
Olamide Zaccheaus,WAS,WR,27,337,2
Josh Oliver,MIN,TE,27,333,2
Lil'Jordan Humphrey,DEN,WR,26,332,2
Desmond Ridder,ARI,QB,24,324,2
Andrew Ogletree,IND,TE,25,324,2
Josh Whyle,TEN,TE,24,300,2
Dalvin Cook,BAL,RB,28,285,1
Cam Akers,FA,RB,25,282,1
Drew Sample,CIN,TE,28,270,1
Michael Thomas,FA,WR,31,246,1
Braxton Berrios,MIA,WR,28,245,1
Mack Hollins,BUF,WR,30,240,1
Austin Hooper,NEP,TE,29,206,1
Tanner Hudson,CIN,TE,29,200,1
Malik Willis,TEN,QB,25,196,1
Bailey Zappe,NEP,QB,25,188,0
Jimmy Garoppolo,LAR,QB,32,181,0
Michael Pratt,GBP,QB,22,180,0
Davis Mills,HOU,QB,25,179,0
Taylor Heinicke,ATL,QB,31,179,0
Tommy DeVito,NYG,QB,25,177,0
Jaren Hall,MIN,QB,26,177,0
Joshua Dobbs,SFO,QB,29,176,0
Kyle Trask,TBB,QB,26,175,0
Stetson Bennett,LAR,QB,26,174,0
Malik Cunningham,BAL,QB,25,174,0
Mason Rudolph,TEN,QB,29,174,0
Joe Flacco,IND,QB,39,172,0
Tyson Bagent,CHI,QB,24,172,0
Tyrod Taylor,NYJ,QB,34,165,0
Mitchell Trubisky,BUF,QB,29,164,0
Richie James,KCC,WR,29,161,0
Charlie Kolar,BAL,TE,25,153,0
Miles Boykin,NYG,WR,27,151,0
Joe Milton,NEP,QB,24,148,0
Darrell Henderson,FA,RB,26,146,0
Lucas Krull,DEN,TE,26,96,0
