Player,Team,Position,Age,KTC Trade Value,KTC_normalized
Ricky Pearsall,SFO,WR,23,4428,43
D'Andre Swift,CHI,RB,25,4413,43
Tua Tagovailoa,MIA,QB,26,4388,43
Joe Mixon,HOU,RB,28,4388,43
Diontae Johnson,CAR,WR,28,4373,43
2024 Early 2nd,FA,PICK,,4345,42
Jaylen Warren,PIT,RB,25,4339,42
Dak Prescott,DAL,QB,31,4338,42
Zamir White,LVR,RB,24,4283,42
Marquise Brown,KCC,WR,27,4283,42
Xavier Legette,CAR,WR,23,4278,42
David Montgomery,DET,RB,27,4264,42
Adonai Mitchell,IND,WR,21,4227,41
Jameson Williams,DET,WR,23,4202,41
Alvin Kamara,NOS,RB,29,4149,40
Jake Ferguson,DAL,TE,25,4141,40
Calvin Ridley,TEN,WR,29,4072,40
Najee Harris,PIT,RB,26,4064,40
2025 Early 2nd,FA,PICK,,4063,40
Blake Corum,LAR,RB,23,4052,40
Evan Engram,JAC,TE,29,4036,39
Brian Robinson,WAS,RB,25,4016,39
Javonte Williams,DEN,RB,24,4001,39
David Njoku,CLE,TE,28,3973,39
Ja'Lynn Polk,NEP,WR,22,3962,39
Chase Brown,CIN,RB,24,3938,38
Jared Goff,DET,QB,29,3887,38
Romeo Doubs,GBP,WR,24,3850,37
Keenan Allen,CHI,WR,32,3812,37
MarShawn Lloyd,GBP,RB,23,3805,37
2024 Mid 2nd,FA,PICK,,3798,37
Josh Downs,IND,WR,23,3798,37
Zach Charbonnet,SEA,RB,23,3783,37
Drake Maye,NEP,QB,21,3747,36
Tony Pollard,TEN,RB,27,3715,36
James Conner,ARI,RB,29,3713,36
Jaylen Wright,MIA,RB,21,3708,36
Dontayvion Wicks,GBP,WR,23,3648,35
Pat Freiermuth,PIT,TE,25,3634,35
Aaron Jones,MIN,RB,29,3617,35
2025 Mid 2nd,FA,PICK,,3609,35
Zack Moss,CIN,RB,26,3593,35
Nick Chubb,CLE,RB,28,3577,35
2026 Early 2nd,FA,PICK,,3559,35
Khalil Shakir,BUF,WR,24,3529,34
J.J. McCarthy,MIN,QB,21,3509,34
Jermaine Burton,CIN,WR,23,3495,34
2024 Late 2nd,FA,PICK,,3471,34
Jahan Dotson,WAS,WR,24,3462,34
Roman Wilson,PIT,WR,23,3434,33
Jerome Ford,CLE,RB,24,3430,33
Bryce Young,CAR,QB,23,3371,33
Kendre Miller,NOS,RB,22,3358,33
Raheem Mostert,MIA,RB,32,3344,32
Jerry Jeudy,CLE,WR,25,3344,32
Luke Musgrave,GBP,TE,23,3342,32
2025 Late 2nd,FA,PICK,,3339,32
Devin Singletary,NYG,RB,26,3331,32
Rashid Shaheed,NOS,WR,25,3324,32
Troy Franklin,DEN,WR,21,3290,32
Isaiah Likely,BAL,TE,24,3284,32
Josh Palmer,LAC,WR,24,3283,32
2026 Mid 2nd,FA,PICK,,3278,32
Ben Sinnott,WAS,TE,22,3277,32
Courtland Sutton,DEN,WR,28,3253,31
Cole Kmet,CHI,TE,25,3234,31
Dallas Goedert,PHI,TE,29,3206,31
Dalton Schultz,HOU,TE,28,3195,31
Will Levis,TEN,QB,25,3120,30
Javon Baker,NEP,WR,22,3104,30
Jakobi Meyers,LVR,WR,27,3097,30
Curtis Samuel,BUF,WR,28,3094,30
DeAndre Hopkins,TEN,WR,32,3051,29
Demario Douglas,NEP,WR,23,3009,29
Michael Wilson,ARI,WR,24,3008,29
Audric Estime,DEN,RB,20,2995,29
Marvin Mims,DEN,WR,22,2991,29
Jaleel McLaughlin,DEN,RB,23,2967,29
Jalen McMillan,TBB,WR,22,2950,28
2026 Late 2nd,FA,PICK,,2873,28
Michael Penix Jr.,ATL,QB,24,2865,28
Kimani Vidal,LAC,RB,22,2858,27
Kirk Cousins,ATL,QB,36,2854,27
Deshaun Watson,CLE,QB,28,2830,27
Gus Edwards,LAC,RB,29,2818,27
Keaton Mitchell,BAL,RB,22,2808,27
Michael Mayer,LVR,TE,23,2787,27
Matthew Stafford,LAR,QB,36,2761,26
Gabriel Davis,JAC,WR,25,2754,26
Bucky Irving,TBB,RB,22,2754,26
Malachi Corley,NYJ,WR,22,2738,26
Tyler Allgeier,ATL,RB,24,2733,26
Baker Mayfield,TBB,QB,29,2721,26
Braelon Allen,NYJ,RB,20,2704,26
Bo Nix,DEN,QB,24,2701,26
Roschon Johnson,CHI,RB,23,2698,26
Justin Fields,PIT,QB,25,2696,26
Luke McCaffrey,WAS,WR,23,2657,25
Austin Ekeler,WAS,RB,29,2653,25
Tyler Lockett,SEA,WR,31,2634,25
Rashod Bateman,BAL,WR,24,2611,25
2024 Early 3rd,FA,PICK,,2601,25
J.K. Dobbins,LAC,RB,25,2587,25
Quentin Johnston,LAC,WR,22,2551,24
Ray Davis,BUF,RB,24,2550,24
Wan'Dale Robinson,NYG,WR,23,2481,24
Rico Dowdle,DAL,RB,26,2449,23
Tyrone Tracy,NYG,RB,24,2448,23
Darnell Mooney,ATL,WR,26,2436,23
Chuba Hubbard,CAR,RB,25,2418,23
Ja'Tavion Sanders,CAR,TE,21,2400,23
Jalin Hyatt,NYG,WR,22,2395,23
2024 Mid 3rd,FA,PICK,,2393,23
2025 Early 3rd,FA,PICK,,2370,23
Will Shipley,PHI,RB,21,2365,22
Tucker Kraft,GBP,TE,23,2353,22
Ty Chandler,MIN,RB,26,2336,22
Aaron Rodgers,NYJ,QB,40,2316,22
Khalil Herbert,CHI,RB,26,2296,22
Mike Williams,NYJ,WR,29,2287,22
Dameon Pierce,HOU,RB,24,2266,21
Greg Dulcich,DEN,TE,24,2254,21
Chigoziem Okonkwo,TEN,TE,24,2237,21
2025 Mid 3rd,FA,PICK,,2230,21
Cade Otton,TBB,TE,25,2222,21
Tank Bigsby,JAC,RB,22,2219,21
2024 Late 3rd,FA,PICK,,2214,21
2026 Early 3rd,FA,PICK,,2196,21
Antonio Gibson,NEP,RB,26,2177,21
Theo Johnson,NYG,TE,23,2155,20
Jonathan Mingo,CAR,WR,23,2134,20
Ezekiel Elliott,DAL,RB,29,2095,20
Noah Fant,SEA,TE,26,2079,20
Brandin Cooks,DAL,WR,30,2078,20
Malik Washington,MIA,WR,23,2006,19
Daniel Jones,NYG,QB,27,2005,19
Devontez Walker,BAL,WR,23,2005,19
Elijah Mitchell,SFO,RB,26,1991,19
Trey Palmer,TBB,WR,23,1977,19
Geno Smith,SEA,QB,33,1959,18
Dylan Laube,LVR,RB,24,1958,18
Elijah Moore,CLE,WR,24,1956,18
Rondale Moore,ATL,WR,24,1955,18
Greg Dortch,ARI,WR,26,1952,18
2025 Late 3rd,FA,PICK,,1938,18
2026 Mid 3rd,FA,PICK,,1908,18
Brenden Rice,LAC,WR,22,1856,17
Andrei Iosivas,CIN,WR,24,1792,17
Dawson Knox,BUF,TE,27,1785,17
Tyler Boyd,TEN,WR,29,1778,17
Treylon Burks,TEN,WR,24,1741,16
A.T. Perry,NOS,WR,24,1738,16
Isaac Guerendo,SFO,RB,24,1695,16
2026 Late 3rd,FA,PICK,,1675,16
Alec Pierce,IND,WR,24,1667,15
Jalen Tolbert,DAL,WR,25,1654,15
Hunter Henry,NEP,TE,29,1654,15
D.J. Chark,LAC,WR,27,1653,15
Rasheen Ali,BAL,RB,23,1649,15
Daniel Bellinger,NYG,TE,23,1633,15
Trey Sermon,IND,RB,25,1631,15
Erick All,CIN,TE,23,1630,15
Jelani Woods,IND,TE,25,1629,15
Adam Thielen,CAR,WR,34,1623,15
2024 Early 4th,FA,PICK,,1608,15
Cedric Tillman,CLE,WR,24,1608,15
AJ Dillon,GBP,RB,26,1587,15
Kendrick Bourne,NEP,WR,29,1583,15
Zay Jones,ARI,WR,29,1578,15
Derek Carr,NOS,QB,33,1577,15
2025 Early 4th,FA,PICK,,1572,14
2024 Mid 4th,FA,PICK,,1571,14
Russell Wilson,PIT,QB,35,1559,14
Luke Schoonmaker,DAL,TE,25,1559,14
Mike Gesicki,CIN,TE,28,1556,14
Juwan Johnson,NOS,TE,27,1543,14
Spencer Rattler,NOS,QB,23,1530,14
Gardner Minshew,LVR,QB,28,1516,14
John Metchie,HOU,WR,24,1516,14
Deneric Prince,KCC,RB,24,1502,14
Tyler Conklin,NYJ,TE,29,1497,14
Justice Hill,BAL,RB,26,1496,14
2025 Mid 4th,FA,PICK,,1492,14
Chris Rodriguez,WAS,RB,23,1491,14
Calvin Austin III,PIT,WR,25,1487,14
Parker Washington,JAC,WR,22,1485,14
Xavier Gipson,NYJ,WR,23,1481,14
Cade Stover,HOU,TE,24,1469,13
Alexander Mattison,LVR,RB,26,1458,13
Colby Parkinson,LAR,TE,25,1456,13
Johnny Wilson,PHI,WR,23,1453,13
Jonnu Smith,MIA,TE,29,1452,13
2024 Late 4th,FA,PICK,,1452,13
Demarcus Robinson,LAR,WR,29,1446,13
Kenneth Gainwell,PHI,RB,25,1441,13
Aidan O'Connell,LVR,QB,25,1440,13
Tutu Atwell,LAR,WR,24,1440,13
Jacob Cowing,SFO,WR,23,1438,13
Evan Hull,IND,RB,23,1438,13
Sam Howell,SEA,QB,23,1426,13
Jauan Jennings,SFO,WR,27,1425,13
Sam Darnold,MIN,QB,27,1423,13
Jared Wiley,KCC,TE,23,1410,13
Tre Tucker,LVR,WR,23,1401,13
Deuce Vaughn,DAL,RB,22,1401,13
Frank Gore Jr.,BUF,RB,22,1396,13
Bo Melton,GBP,WR,25,1370,12
Darius Slayton,NYG,WR,27,1365,12
2026 Early 4th,FA,PICK,,1365,12
K.J. Osborn,NEP,WR,27,1344,12
Taysom Hill,NOS,QB,34,1341,12
Clyde Edwards-Helaire,KCC,RB,25,1326,12
2025 Late 4th,FA,PICK,,1312,12
Noah Gray,KCC,TE,25,1285,12
Jordan Mason,SFO,RB,25,1254,11
Josh Reynolds,DEN,WR,29,1248,11
Jordan Whittington,LAR,WR,23,1248,11
Miles Sanders,CAR,RB,27,1247,11
Darnell Washington,PIT,TE,23,1238,11
2026 Mid 4th,FA,PICK,,1236,11
Skyy Moore,KCC,WR,23,1230,11
Brevin Jordan,HOU,TE,24,1216,11
Eric Gray,NYG,RB,24,1212,11
Noah Brown,HOU,WR,27,1210,11
Israel Abanikanda,NYJ,RB,21,1203,11
Tahj Washington,MIA,WR,23,1190,11
Ainias Smith,PHI,WR,23,1181,11
Donovan Peoples-Jones,DET,WR,25,1178,11
Tyquan Thornton,NEP,WR,23,1169,10
Isaiah Spiller,LAC,RB,23,1163,10
Tyler Higbee,LAR,TE,31,1162,10
Bub Means,NOS,WR,23,1157,10
Isaiah Davis,NYJ,RB,22,1146,10
Xavier Hutchinson,HOU,WR,24,1141,10
D'Onta Foreman,CLE,RB,28,1138,10
DeWayne McBride,MIN,RB,23,1134,10
Sean Tucker,TBB,RB,22,1133,10
Kayshon Boutte,NEP,WR,22,1103,10
Davis Allen,LAR,TE,23,1085,10
Blake Watson,DEN,RB,24,1075,9
2026 Late 4th,FA,PICK,,1069,9
Mecole Hardman,KCC,WR,26,1055,9
Van Jefferson,PIT,WR,28,1051,9
Zach Evans,LAR,RB,23,1051,9
Jase McClellan,ATL,RB,22,1034,9
Isaiah Hodgins,NYG,WR,25,1033,9
Louis Rees-Zammit,KCC,RB,23,1010,9
Chris Evans,CIN,RB,26,1006,9
Samaje Perine,DEN,RB,28,993,9
Jamaal Williams,NOS,RB,29,976,8
KJ Hamler,BUF,WR,25,955,8
Jamari Thrash,CLE,WR,23,953,8
Jalen Nailor,MIN,WR,25,946,8
Sione Vaki,DET,RB,23,945,8
Tyler Scott,CHI,WR,22,931,8
Pierre Strong Jr.,CLE,RB,25,924,8
Terrace Marshall,CAR,WR,24,914,8
Cam Akers,HOU,RB,25,909,8
Dyami Brown,WAS,WR,24,896,8
Dillon Johnson,CAR,RB,23,884,8
Kadarius Toney,KCC,WR,25,872,7
Donald Parham,LAC,TE,27,871,7
Michael Carter,ARI,RB,25,862,7
Odell Beckham,MIA,WR,31,853,7
Emari Demercado,ARI,RB,25,850,7
Derius Davis,LAC,WR,23,849,7
Keaontay Ingram,KCC,RB,24,845,7
Parris Campbell,PHI,WR,27,835,7
Justin Shorter,BUF,WR,24,832,7
Malik Davis,DAL,RB,25,830,7
Gerald Everett,CHI,TE,30,828,7
Hayden Hurst,LAC,TE,31,827,7
Tommy Tremble,CAR,TE,24,822,7
Trey Lance,DAL,QB,24,817,7
Irv Smith,KCC,TE,26,812,7
JuJu Smith-Schuster,NEP,WR,27,811,7
Allen Lazard,NYJ,WR,28,793,7
Ryan Flournoy,DAL,WR,24,792,7
Zach Ertz,WAS,TE,33,790,7
Cole Turner,WAS,TE,24,785,7
Chase Claypool,BUF,WR,26,783,7
Will Dissly,LAC,TE,28,775,6
Jake Bobo,SEA,WR,26,772,6
Brenton Strange,JAC,TE,23,758,6
Justyn Ross,KCC,WR,24,754,6
Quez Watkins,PIT,WR,26,743,6
Marquez Valdes-Scantling,BUF,WR,29,736,6
Jacoby Brissett,NEP,QB,31,729,6
Tyler Goodson,IND,RB,23,718,6
Jeremy Ruckert,NYJ,TE,24,717,6
Kylen Granson,IND,TE,26,709,6
Kenny McIntosh,SEA,RB,24,697,6
Ty Johnson,BUF,RB,26,691,6
Jalen Guyton,LVR,WR,27,689,6
Joshua Kelley,LAC,RB,26,686,6
D'Ernest Johnson,JAC,RB,28,685,6
Charlie Jones,CIN,WR,25,677,5
Tyrion Davis-Price,PHI,RB,23,677,5
Kevin Harris,NEP,RB,23,674,5
Kyle Philips,TEN,WR,25,674,5
Trayveon Williams,CIN,RB,26,667,5
Jawhar Jordan,HOU,RB,25,667,5
Devin Duvernay,JAC,WR,26,663,5
Anthony Schwartz,MIA,WR,23,662,5
Chase Edmonds,TBB,RB,28,649,5
AJ Barner,SEA,TE,22,642,5
Brandon Powell,MIN,WR,27,640,5
Rakim Jarrett,TBB,WR,23,631,5
Drew Lock,NYG,QB,27,623,5
Adam Trautman,DEN,TE,27,621,5
Ronnie Bell,SFO,WR,24,619,5
Jordan Travis,NYJ,QB,24,618,5
Denzel Mims,JAC,WR,26,611,5
Jake Browning,CIN,QB,28,608,5
Elijah Higgins,ARI,TE,23,597,5
Jeffery Wilson,MIA,RB,28,594,5
Malik Heath,GBP,WR,24,591,5
Tyler Johnson,LAR,WR,26,584,5
Cedrick Wilson,NOS,WR,28,582,4
Zonovan Knight,DET,RB,23,581,4
Nyheim Hines,CLE,RB,27,577,4
Hendon Hooker,DET,QB,26,565,4
Kalif Raymond,DET,WR,30,565,4
Cameron Latu,SFO,TE,24,557,4
Justin Watson,KCC,WR,29,552,4
Hassan Haskins,TEN,RB,24,548,4
Kenny Pickett,PHI,QB,26,543,4
Jameis Winston,CLE,QB,30,535,4
Royce Freeman,DAL,RB,28,530,4
Laviska Shenault,SEA,WR,25,528,4
Marquez Callaway,NOS,WR,26,523,4
Jason Brownlee,NYJ,WR,25,514,4
Tip Reiman,ARI,TE,22,512,4
Tim Patrick,DEN,WR,30,510,4
Emanuel Wilson,GBP,RB,25,507,4
Nick Westbrook-Ikhine,TEN,WR,27,507,4
Danny Gray,SFO,WR,25,506,4
Craig Reynolds,DET,RB,28,503,4
Brock Wright,DET,TE,25,500,4
Foster Moreau,NOS,TE,27,486,4
Peyton Hendershot,DAL,TE,25,486,4
Josh Whyle,TEN,TE,24,479,3
Ronnie Rivers,LAR,RB,25,477,3
KaVontae Turpin,DAL,WR,28,462,3
Julius Chestnut,TEN,RB,23,459,3
Albert Okwuegbunam,PHI,TE,26,458,3
Tyler Badie,DEN,RB,24,452,3
Deonte Harty,BAL,WR,26,450,3
Cordarrelle Patterson,PIT,RB,33,450,3
Mac Jones,JAC,QB,25,440,3
Tylan Wallace,BAL,WR,25,438,3
Salvon Ahmed,MIA,RB,25,433,3
Dorian Thompson-Robinson,CLE,QB,24,431,3
Chris Brooks,MIA,RB,24,431,3
Will Mallory,IND,TE,25,419,3
DeeJay Dallas,ARI,RB,25,410,3
Isaiah McKenzie,NYG,WR,29,407,3
Lil'Jordan Humphrey,DEN,WR,26,406,3
Josh Oliver,MIN,TE,27,398,3
Eno Benjamin,NOS,RB,25,398,3
Olamide Zaccheaus,WAS,WR,27,391,3
Austin Hooper,NEP,TE,29,382,2
Trenton Irwin,CIN,WR,28,371,2
Desmond Ridder,ARI,QB,24,366,2
Ben Skowronek,HOU,WR,27,365,2
Zach Wilson,DEN,QB,25,362,2
Mack Hollins,BUF,WR,30,356,2
Scotty Miller,PIT,WR,27,352,2
Erik Ezukanma,MIA,WR,24,347,2
Braxton Berrios,MIA,WR,28,332,2
Harrison Bryant,LVR,TE,26,328,2
Hunter Long,LAR,TE,26,326,2
Drew Sample,CIN,TE,28,326,2
Hunter Renfrow,FA,WR,28,308,2
Kene Nwangwu,MIN,RB,26,306,2
Robert Tonyan,MIN,TE,30,304,2
Tyler Huntley,CLE,QB,26,284,1
Andrew Ogletree,IND,TE,26,284,1
Jarrett Stidham,DEN,QB,28,275,1
Jaelon Darden,CLE,WR,25,273,1
Malik Willis,TEN,QB,25,270,1
Samori Toure,GBP,WR,26,254,1
Mo Alie-Cox,IND,TE,30,246,1
John Bates,WAS,TE,26,243,1
Lucas Krull,DEN,TE,26,226,1
Joe Milton,NEP,QB,24,206,1
Trent Sherfield,MIN,WR,28,204,1
Kyle Trask,TBB,QB,26,203,1
Clayton Tune,ARI,QB,25,191,1
Raheem Blackshear,CAR,RB,26,186,0
Ian Thomas,CAR,TE,28,172,0
Ihmir Smith-Marsette,CAR,WR,24,171,0
Tanner Hudson,CIN,TE,29,171,0
Malik Cunningham,BAL,QB,25,170,0
Jimmy Garoppolo,LAR,QB,32,169,0
Tommy DeVito,NYG,QB,26,169,0
Davis Mills,HOU,QB,25,167,0
Tyrod Taylor,NYJ,QB,35,167,0
Joshua Dobbs,SFO,QB,29,166,0
Mason Rudolph,TEN,QB,29,166,0
Bailey Zappe,NEP,QB,25,166,0
Tyson Bagent,CHI,QB,24,165,0
Joe Flacco,IND,QB,39,165,0
Stetson Bennett,LAR,QB,26,165,0
Michael Pratt,GBP,QB,22,162,0
Skylar Thompson,MIA,QB,27,88,0
