Player,Team,Position,Age,KTC Trade Value,KTC_normalized
Keon Coleman,BUF,WR,21,5072,50
Davante Adams,LVR,WR,31,5022,49
Mike Evans,TBB,WR,30,4996,49
Travis Kelce,KCC,TE,34,4909,48
Rhamondre Stevenson,NEP,RB,26,4843,48
Trevor Lawrence,JAC,QB,24,4810,47
Christian Kirk,JAC,WR,27,4797,47
Ricky Pearsall,SFO,WR,23,4734,47
2026 Late 1st,FA,PICK,,4707,46
Cooper Kupp,LAR,WR,31,4679,46
Derrick Henry,BAL,RB,30,4625,45
Amari Cooper,CLE,WR,30,4606,45
Terry McLaurin,WAS,WR,28,4594,45
Christian Watson,GBP,WR,25,4538,45
D'Andre Swift,CHI,RB,25,4526,44
Brock Purdy,SFO,QB,24,4477,44
Zamir White,LVR,RB,24,4433,44
2024 Early 2nd,FA,PICK,,4430,43
David Montgomery,DET,RB,27,4386,43
Adonai Mitchell,IND,WR,21,4385,43
Joe Mixon,HOU,RB,28,4381,43
Chris Godwin,TBB,WR,28,4369,43
Dak Prescott,DAL,QB,30,4366,43
Stefon Diggs,HOU,WR,30,4365,43
Tua Tagovailoa,MIA,QB,26,4329,42
Evan Engram,JAC,TE,29,4321,42
Tyjae Spears,TEN,RB,23,4310,42
Xavier Legette,CAR,WR,23,4306,42
Diontae Johnson,CAR,WR,28,4287,42
Najee Harris,PIT,RB,26,4267,42
Marquise Brown,KCC,WR,27,4267,42
Jake Ferguson,DAL,TE,25,4257,42
George Kittle,SFO,TE,30,4257,42
Jaylen Warren,PIT,RB,25,4219,41
Blake Corum,LAR,RB,23,4099,40
2025 Early 2nd,FA,PICK,,4087,40
Calvin Ridley,TEN,WR,29,4079,40
Alvin Kamara,NOS,RB,29,4053,40
Kendre Miller,NOS,RB,22,4047,40
Brian Robinson,WAS,RB,25,4038,40
2024 Mid 2nd,FA,PICK,,3991,39
David Njoku,CLE,TE,28,3990,39
Jameson Williams,DET,WR,23,3983,39
Zach Charbonnet,SEA,RB,23,3967,39
Ja'Lynn Polk,NEP,WR,22,3902,38
Jared Goff,DET,QB,29,3899,38
Javonte Williams,DEN,RB,24,3857,38
MarShawn Lloyd,GBP,RB,23,3844,38
Drake Maye,NEP,QB,21,3791,37
Romeo Doubs,GBP,WR,24,3786,37
Tony Pollard,TEN,RB,27,3772,37
Josh Downs,IND,WR,22,3746,37
Dontayvion Wicks,GBP,WR,23,3703,36
Keenan Allen,CHI,WR,32,3658,36
2025 Mid 2nd,FA,PICK,,3655,36
Jaylen Wright,MIA,RB,21,3653,36
Zack Moss,CIN,RB,26,3614,35
2024 Late 2nd,FA,PICK,,3611,35
Troy Franklin,DEN,WR,21,3609,35
Aaron Jones,MIN,RB,29,3606,35
Jahan Dotson,WAS,WR,24,3597,35
Roman Wilson,PIT,WR,23,3592,35
J.J. McCarthy,MIN,QB,21,3578,35
Jermaine Burton,CIN,WR,23,3565,35
Chase Brown,CIN,RB,24,3547,35
Pat Freiermuth,PIT,TE,25,3523,34
Bryce Young,CAR,QB,23,3521,34
2026 Early 2nd,FA,PICK,,3477,34
Khalil Shakir,BUF,WR,24,3464,34
Ben Sinnott,WAS,TE,22,3445,34
Jerome Ford,CLE,RB,24,3434,33
Devin Singletary,NYG,RB,26,3386,33
Jerry Jeudy,CLE,WR,25,3372,33
Nick Chubb,CLE,RB,28,3369,33
James Conner,ARI,RB,29,3357,33
Luke Musgrave,GBP,TE,23,3328,32
Courtland Sutton,DEN,WR,28,3320,32
2026 Mid 2nd,FA,PICK,,3283,32
2025 Late 2nd,FA,PICK,,3276,32
Demario Douglas,NEP,WR,23,3269,32
Rashid Shaheed,NOS,WR,25,3265,32
Cole Kmet,CHI,TE,25,3255,32
Isaiah Likely,BAL,TE,24,3235,31
Jakobi Meyers,LVR,WR,27,3219,31
Dallas Goedert,PHI,TE,29,3169,31
Dalton Schultz,HOU,TE,28,3145,31
DeAndre Hopkins,TEN,WR,32,3109,30
Josh Palmer,LAC,WR,24,3086,30
Raheem Mostert,MIA,RB,32,3081,30
Quentin Johnston,LAC,WR,22,3065,30
Jaleel McLaughlin,DEN,RB,23,3056,30
Will Levis,TEN,QB,25,3019,29
Javon Baker,NEP,WR,22,3002,29
Malachi Corley,NYJ,WR,22,2954,29
Michael Wilson,ARI,WR,24,2946,29
Keaton Mitchell,BAL,RB,22,2940,29
Curtis Samuel,BUF,WR,27,2914,28
Kirk Cousins,ATL,QB,35,2906,28
Michael Penix Jr.,ATL,QB,24,2904,28
Jalen McMillan,TBB,WR,22,2898,28
Marvin Mims,DEN,WR,22,2890,28
2026 Late 2nd,FA,PICK,,2871,28
Bo Nix,DEN,QB,24,2823,27
Roschon Johnson,CHI,RB,23,2796,27
Michael Mayer,LVR,TE,23,2791,27
Kimani Vidal,LAC,RB,22,2778,27
Luke McCaffrey,WAS,WR,23,2756,27
Deshaun Watson,CLE,QB,28,2749,27
Bucky Irving,TBB,RB,21,2748,27
Gus Edwards,LAC,RB,29,2704,26
Austin Ekeler,WAS,RB,29,2700,26
Audric Estime,DEN,RB,20,2694,26
Braelon Allen,NYJ,RB,20,2693,26
Baker Mayfield,TBB,QB,29,2688,26
Gabriel Davis,JAC,WR,25,2678,26
Matthew Stafford,LAR,QB,36,2675,26
2024 Early 3rd,FA,PICK,,2644,26
Tyler Lockett,SEA,WR,31,2638,25
Wan'Dale Robinson,NYG,WR,23,2563,25
Tucker Kraft,GBP,TE,23,2538,24
Rashod Bateman,BAL,WR,24,2515,24
Tyler Allgeier,ATL,RB,24,2514,24
Ja'Tavion Sanders,CAR,TE,21,2513,24
J.K. Dobbins,LAC,RB,25,2487,24
Ray Davis,BUF,RB,24,2476,24
Justin Fields,PIT,QB,25,2470,24
2024 Mid 3rd,FA,PICK,,2448,24
Jalin Hyatt,NYG,WR,22,2448,24
Tyrone Tracy,NYG,RB,24,2443,24
Mike Williams,NYJ,WR,29,2438,23
2025 Early 3rd,FA,PICK,,2388,23
Will Shipley,PHI,RB,21,2361,23
Rico Dowdle,DAL,RB,26,2360,23
Ty Chandler,MIN,RB,26,2350,23
Chigoziem Okonkwo,TEN,TE,24,2312,22
Antonio Gibson,NEP,RB,26,2307,22
Darnell Mooney,ATL,WR,26,2306,22
Chuba Hubbard,CAR,RB,25,2251,22
Dameon Pierce,HOU,RB,24,2241,21
Ezekiel Elliott,DAL,RB,29,2234,21
2025 Mid 3rd,FA,PICK,,2215,21
Aaron Rodgers,NYJ,QB,40,2214,21
2024 Late 3rd,FA,PICK,,2210,21
Cade Otton,TBB,TE,25,2202,21
Tank Bigsby,JAC,RB,22,2173,21
Khalil Herbert,CHI,RB,26,2152,21
Greg Dulcich,DEN,TE,24,2152,21
Devontez Walker,BAL,WR,23,2082,20
Brandin Cooks,DAL,WR,30,2069,20
Rondale Moore,ATL,WR,24,2048,20
Trey Palmer,TBB,WR,23,2033,19
Malik Washington,MIA,WR,23,2028,19
Noah Fant,SEA,TE,26,2021,19
Jonathan Mingo,CAR,WR,23,1992,19
2026 Early 3rd,FA,PICK,,1983,19
Isaac Guerendo,SFO,RB,24,1976,19
Elijah Mitchell,SFO,RB,26,1974,19
Daniel Bellinger,NYG,TE,23,1968,19
Brenden Rice,LAC,WR,22,1968,19
Elijah Moore,CLE,WR,24,1955,19
Daniel Jones,NYG,QB,27,1933,18
2026 Mid 3rd,FA,PICK,,1899,18
2025 Late 3rd,FA,PICK,,1881,18
Theo Johnson,NYG,TE,23,1880,18
Geno Smith,SEA,QB,33,1810,17
Rasheen Ali,BAL,RB,23,1794,17
Treylon Burks,TEN,WR,24,1785,17
A.T. Perry,NOS,WR,24,1783,17
Dylan Laube,LVR,RB,24,1778,17
Hunter Henry,NEP,TE,29,1769,17
2026 Late 3rd,FA,PICK,,1763,17
Jelani Woods,IND,TE,25,1753,17
Greg Dortch,ARI,WR,26,1728,16
Russell Wilson,PIT,QB,35,1727,16
Tyler Boyd,TEN,WR,29,1700,16
2024 Early 4th,FA,PICK,,1657,16
Zay Jones,ARI,WR,29,1657,16
Adam Thielen,CAR,WR,33,1649,16
Dawson Knox,BUF,TE,27,1637,15
Erick All,CIN,TE,23,1635,15
Evan Hull,IND,RB,23,1618,15
Cedric Tillman,CLE,WR,24,1616,15
Luke Schoonmaker,DAL,TE,25,1612,15
John Metchie,HOU,WR,24,1595,15
Derek Carr,NOS,QB,33,1584,15
Parker Washington,JAC,WR,22,1582,15
Sam Howell,SEA,QB,23,1581,15
Chris Rodriguez,WAS,RB,23,1580,15
Kendrick Bourne,NEP,WR,28,1570,15
Xavier Gipson,NYJ,WR,23,1568,15
Tre Tucker,LVR,WR,23,1550,15
Alec Pierce,IND,WR,24,1549,15
Bo Melton,GBP,WR,25,1547,15
Cade Stover,HOU,TE,24,1543,14
Jared Wiley,KCC,TE,23,1539,14
2024 Mid 4th,FA,PICK,,1537,14
Gardner Minshew,LVR,QB,28,1536,14
Alexander Mattison,LVR,RB,26,1525,14
Tutu Atwell,LAR,WR,24,1513,14
Jacob Cowing,SFO,WR,23,1511,14
Juwan Johnson,NOS,TE,27,1506,14
AJ Dillon,GBP,RB,26,1506,14
D.J. Chark,LAC,WR,27,1489,14
Jalen Tolbert,DAL,WR,25,1482,14
2025 Early 4th,FA,PICK,,1471,14
Spencer Rattler,NOS,QB,23,1470,14
D'Onta Foreman,CLE,RB,28,1467,14
Clyde Edwards-Helaire,KCC,RB,25,1465,14
Frank Gore Jr.,BUF,RB,22,1457,14
K.J. Osborn,NEP,WR,27,1447,13
Andrei Iosivas,CIN,WR,24,1439,13
Eric Gray,NYG,RB,24,1437,13
2024 Late 4th,FA,PICK,,1430,13
Deuce Vaughn,DAL,RB,22,1429,13
2025 Mid 4th,FA,PICK,,1424,13
Darius Slayton,NYG,WR,27,1423,13
Calvin Austin III,PIT,WR,25,1422,13
Trey Sermon,IND,RB,25,1414,13
Jonnu Smith,MIA,TE,28,1407,13
Kenneth Gainwell,PHI,RB,25,1398,13
Jauan Jennings,SFO,WR,27,1393,13
Tyler Conklin,NYJ,TE,28,1390,13
Aidan O'Connell,LVR,QB,25,1368,13
Colby Parkinson,LAR,TE,25,1359,13
Mike Gesicki,CIN,TE,28,1334,12
2026 Early 4th,FA,PICK,,1334,12
Demarcus Robinson,LAR,WR,29,1326,12
2025 Late 4th,FA,PICK,,1314,12
Noah Gray,KCC,TE,25,1312,12
Johnny Wilson,PHI,WR,23,1298,12
Darnell Washington,PIT,TE,22,1288,12
Sam Darnold,MIN,QB,27,1285,12
Bub Means,NOS,WR,23,1285,12
Noah Brown,HOU,WR,27,1276,12
Ainias Smith,PHI,WR,23,1275,12
Israel Abanikanda,NYJ,RB,21,1272,12
Skyy Moore,KCC,WR,23,1264,12
Miles Sanders,CAR,RB,27,1248,11
Brevin Jordan,HOU,TE,24,1233,11
Dillon Johnson,TEN,RB,23,1230,11
Josh Reynolds,DEN,WR,29,1223,11
Kayshon Boutte,NEP,WR,22,1211,11
Justice Hill,BAL,RB,26,1208,11
2026 Mid 4th,FA,PICK,,1207,11
Taysom Hill,NOS,QB,33,1198,11
Sean Tucker,TBB,RB,22,1194,11
Jamari Thrash,CLE,WR,23,1187,11
Tyler Higbee,LAR,TE,31,1182,11
Isaiah Davis,NYJ,RB,22,1170,11
Isaiah Spiller,LAC,RB,22,1159,11
Xavier Hutchinson,HOU,WR,24,1149,11
Chase Claypool,BUF,WR,26,1137,10
DeWayne McBride,MIN,RB,23,1134,10
Tyquan Thornton,NEP,WR,23,1116,10
Donovan Peoples-Jones,DET,WR,25,1102,10
Zach Evans,LAR,RB,23,1097,10
Michael Gallup,LVR,WR,28,1090,10
Blake Watson,DEN,RB,24,1087,10
Chris Evans,CIN,RB,26,1078,10
Tahj Washington,MIA,WR,23,1074,10
Davis Allen,LAR,TE,23,1060,10
Louis Rees-Zammit,KCC,RB,23,1046,9
David Bell,CLE,WR,23,1012,9
2026 Late 4th,FA,PICK,,1006,9
Mecole Hardman,KCC,WR,26,989,9
Trey Lance,DAL,QB,24,988,9
Malik Davis,DAL,RB,25,980,9
Isaiah Hodgins,NYG,WR,25,955,9
Sione Vaki,DET,RB,22,950,9
Hayden Hurst,LAC,TE,30,945,8
JuJu Smith-Schuster,NEP,WR,27,941,8
Michael Carter,ARI,RB,25,938,8
Tyler Scott,CHI,WR,22,936,8
Keaontay Ingram,KCC,RB,24,935,8
Donald Parham,LAC,TE,26,934,8
KJ Hamler,BUF,WR,25,913,8
Jase McClellan,ATL,RB,22,889,8
Irv Smith,KCC,TE,25,874,8
Van Jefferson,PIT,WR,27,873,8
Odell Beckham,MIA,WR,31,867,8
Derius Davis,LAC,WR,23,862,8
Marquez Valdes-Scantling,BUF,WR,29,861,8
Brenton Strange,JAC,TE,23,836,7
Terrace Marshall,CAR,WR,24,833,7
Justin Shorter,BUF,WR,24,823,7
Jordan Mason,SFO,RB,25,823,7
Dyami Brown,WAS,WR,24,815,7
Jeremy Ruckert,NYJ,TE,23,785,7
Jacoby Brissett,NEP,QB,31,780,7
Samaje Perine,DEN,RB,28,770,7
Pierre Strong Jr.,CLE,RB,25,769,7
Will Dissly,LAC,TE,28,766,7
Jake Bobo,SEA,WR,25,765,7
Gerald Everett,CHI,TE,30,764,7
Tommy Tremble,CAR,TE,24,762,7
Ryan Flournoy,DAL,WR,24,761,7
Cole Turner,WAS,TE,24,759,7
Tyrion Davis-Price,PHI,RB,23,751,6
Ty Johnson,BUF,RB,26,747,6
Kadarius Toney,KCC,WR,25,746,6
Ronnie Bell,SFO,WR,24,745,6
Zonovan Knight,DET,RB,23,743,6
Emari Demercado,ARI,RB,25,740,6
Rakim Jarrett,TBB,WR,23,740,6
Jamaal Williams,NOS,RB,29,733,6
Justyn Ross,KCC,WR,24,723,6
Trayveon Williams,CIN,RB,26,723,6
Charlie Jones,CIN,WR,25,717,6
Denzel Mims,JAC,WR,26,715,6
Cameron Latu,SFO,TE,24,704,6
Jordan Travis,NYJ,QB,24,702,6
Kyle Philips,TEN,WR,25,699,6
Kenny McIntosh,SEA,RB,24,685,6
Kalif Raymond,DET,WR,29,683,6
Devin Duvernay,JAC,WR,26,681,6
Zach Ertz,WAS,TE,33,667,6
Kevin Harris,NEP,RB,23,664,6
Jawhar Jordan,HOU,RB,24,660,6
Drew Lock,NYG,QB,27,657,6
Joshua Kelley,LAC,RB,26,656,6
Quez Watkins,PIT,WR,26,655,6
Adam Trautman,DEN,TE,27,654,6
Parris Campbell,PHI,WR,27,653,6
Allen Lazard,NYJ,WR,28,652,6
Kenny Pickett,PHI,QB,26,644,5
Foster Moreau,NOS,TE,27,640,5
Deneric Prince,KCC,RB,24,638,5
Hassan Haskins,TEN,RB,24,634,5
Jalen Guyton,LVR,WR,27,627,5
Tyler Johnson,LAR,WR,25,621,5
Jake Browning,CIN,QB,28,618,5
Laviska Shenault,SEA,WR,25,614,5
Kylen Granson,IND,TE,26,609,5
Elijah Higgins,ARI,TE,23,609,5
Jeffery Wilson,MIA,RB,28,601,5
D'Ernest Johnson,JAC,RB,28,601,5
AJ Barner,SEA,TE,22,599,5
Emanuel Wilson,GBP,RB,25,599,5
Justin Watson,KCC,WR,29,597,5
Marquez Callaway,PIT,WR,26,593,5
Hendon Hooker,DET,QB,26,588,5
Albert Okwuegbunam,PHI,TE,26,580,5
Tip Reiman,ARI,TE,22,572,5
Anthony Schwartz,MIA,WR,23,562,5
Chase Edmonds,TBB,RB,28,562,5
Tim Patrick,DEN,WR,30,556,5
Peyton Hendershot,DAL,TE,25,547,4
Cedrick Wilson,NOS,WR,28,542,4
Malik Heath,GBP,WR,24,539,4
Jameis Winston,CLE,QB,30,532,4
Salvon Ahmed,MIA,RB,25,522,4
Nyheim Hines,CLE,RB,27,521,4
Jalen Nailor,MIN,WR,25,512,4
Dorian Thompson-Robinson,CLE,QB,24,504,4
Jason Brownlee,NYJ,WR,25,502,4
Brock Wright,DET,TE,25,496,4
Deonte Harty,BAL,WR,26,490,4
Chris Brooks,MIA,RB,24,485,4
Nick Westbrook-Ikhine,TEN,WR,27,481,4
Hunter Renfrow,FA,WR,28,480,4
Brandon Powell,MIN,WR,27,471,4
Will Mallory,IND,TE,25,470,4
Ronnie Rivers,LAR,RB,25,470,4
Tyler Badie,DEN,RB,24,457,4
Zach Wilson,DEN,QB,24,444,3
Rashaad Penny,CAR,RB,28,444,3
Scotty Miller,PIT,WR,26,441,3
Mac Jones,JAC,QB,25,439,3
Erik Ezukanma,MIA,WR,24,432,3
Craig Reynolds,DET,RB,28,424,3
DeeJay Dallas,ARI,RB,25,420,3
Tylan Wallace,BAL,WR,25,415,3
Julius Chestnut,TEN,RB,23,414,3
Trenton Irwin,CIN,WR,28,411,3
Mo Alie-Cox,IND,TE,30,410,3
Eno Benjamin,NOS,RB,25,408,3
Olamide Zaccheaus,WAS,WR,27,405,3
Jaelon Darden,CLE,WR,25,397,3
Jarrett Stidham,DEN,QB,27,393,3
Danny Gray,SFO,WR,25,388,3
Lil'Jordan Humphrey,DEN,WR,26,386,3
Dalvin Cook,BAL,RB,28,377,3
Kene Nwangwu,MIN,RB,26,369,3
Josh Oliver,MIN,TE,27,355,3
Hunter Long,LAR,TE,25,350,2
KaVontae Turpin,DAL,WR,27,349,2
Tyler Huntley,CLE,QB,26,338,2
Desmond Ridder,ARI,QB,24,337,2
Andrew Ogletree,IND,TE,25,326,2
Royce Freeman,DAL,RB,28,324,2
Isaiah McKenzie,NYG,WR,29,320,2
Josh Whyle,TEN,TE,24,311,2
Cam Akers,FA,RB,25,308,2
Harrison Bryant,LVR,TE,26,308,2
Braxton Berrios,MIA,WR,28,293,2
Ben Skowronek,HOU,WR,27,291,2
Drew Sample,CIN,TE,28,289,2
Robert Tonyan,MIN,TE,30,275,2
Mack Hollins,BUF,WR,30,234,1
Michael Thomas,FA,WR,31,232,1
Richie James,KCC,WR,29,226,1
Malik Willis,TEN,QB,25,212,1
Austin Hooper,NEP,TE,29,212,1
Jimmy Garoppolo,LAR,QB,32,181,1
Clayton Tune,ARI,QB,25,181,1
Tyson Bagent,CHI,QB,24,180,1
Tommy DeVito,NYG,QB,25,180,1
Bailey Zappe,NEP,QB,25,180,1
Joshua Dobbs,SFO,QB,29,179,1
Malik Cunningham,BAL,QB,25,179,1
Michael Pratt,GBP,QB,22,178,1
Davis Mills,HOU,QB,25,177,1
Mason Rudolph,TEN,QB,29,177,1
Taylor Heinicke,ATL,QB,31,177,1
Charlie Kolar,BAL,TE,25,177,1
Kyle Trask,TBB,QB,26,173,1
Stetson Bennett,LAR,QB,26,172,1
Tyrod Taylor,NYJ,QB,34,168,1
Mitchell Trubisky,BUF,QB,29,162,1
Joe Flacco,IND,QB,39,160,1
Joe Milton,NEP,QB,24,148,0
Tanner Hudson,CIN,TE,29,141,0
Mike White,MIA,QB,29,129,0
Nick Mullens,MIN,QB,29,71,0
Jake Haener,NOS,QB,25,55,0
