Player,Team,Position,Age,KTC Trade Value,KTC_normalized
Justin Jefferson,MIN,WR,25,9999,100
CeeDee Lamb,DAL,WR,25,9997,99
Ja'Marr Chase,CIN,WR,24,9974,99
Bijan Robinson,ATL,RB,22,9522,95
Amon-Ra St. Brown,DET,WR,24,9415,94
Marvin Harrison Jr.,ARI,WR,21,8914,89
Breece Hall,NYJ,RB,23,8781,87
Jahmyr Gibbs,DET,RB,22,8336,83
Puka Nacua,LAR,WR,23,8063,80
Christian McCaffrey,SFO,RB,28,8045,80
Garrett Wilson,NYJ,WR,24,7918,79
Josh Allen,BUF,QB,28,7826,78
A.J. Brown,PHI,WR,27,7826,78
Sam LaPorta,DET,TE,23,7806,77
Patrick Mahomes,KCC,QB,28,7727,77
Malik Nabers,NYG,WR,20,7606,75
2024 Early 1st,FA,PICK,,7252,72
Tyreek Hill,MIA,WR,30,7117,71
Chris Olave,NOS,WR,24,7095,70
Jaylen Waddle,MIA,WR,25,7080,70
Drake London,ATL,WR,23,7035,70
Jonathan Taylor,IND,RB,25,6987,69
C.J. Stroud,HOU,QB,22,6910,68
Rome Odunze,CHI,WR,22,6753,67
2025 Early 1st,FA,PICK,,6743,67
Brandon Aiyuk,SFO,WR,26,6743,67
Nico Collins,HOU,WR,25,6736,67
Jalen Hurts,PHI,QB,25,6715,66
Lamar Jackson,BAL,QB,27,6695,66
DeVonta Smith,PHI,WR,25,6659,66
De'Von Achane,MIA,RB,22,6543,65
Travis Etienne,JAC,RB,25,6504,64
Anthony Richardson,IND,QB,22,6501,64
Trey McBride,ARI,TE,24,6443,64
Dalton Kincaid,BUF,TE,24,6424,64
DK Metcalf,SEA,WR,26,6397,63
Brock Bowers,LVR,TE,21,6252,62
2024 Mid 1st,FA,PICK,,6223,62
Kyren Williams,LAR,RB,23,6207,61
Joe Burrow,CIN,QB,27,6201,61
Saquon Barkley,PHI,RB,27,6198,61
Michael Pittman,IND,WR,26,6185,61
Tank Dell,HOU,WR,24,6183,61
D.J. Moore,CHI,WR,27,6166,61
Zay Flowers,BAL,WR,23,6149,61
Jonathon Brooks,CAR,RB,21,6082,60
Tee Higgins,CIN,WR,25,6071,60
George Pickens,PIT,WR,23,6044,60
Kyle Pitts,ATL,TE,23,6002,59
Jaxon Smith-Njigba,SEA,WR,22,5992,59
Caleb Williams,CHI,QB,22,5951,59
2026 Early 1st,FA,PICK,,5946,59
Jordan Addison,MIN,WR,22,5913,58
Kenneth Walker III,SEA,RB,23,5862,58
2025 Mid 1st,FA,PICK,,5826,58
Mark Andrews,BAL,TE,28,5818,57
Jordan Love,GBP,QB,25,5804,57
Justin Herbert,LAC,QB,26,5803,57
Isiah Pacheco,KCC,RB,25,5798,57
Brian Thomas Jr.,JAC,WR,21,5683,56
Ladd McConkey,LAC,WR,22,5642,56
Xavier Worthy,KCC,WR,21,5633,56
James Cook,BUF,RB,24,5620,55
Kyler Murray,ARI,QB,26,5525,55
2024 Late 1st,FA,PICK,,5494,54
Rachaad White,TBB,RB,25,5463,54
Jayden Daniels,WAS,QB,23,5451,54
Deebo Samuel,SFO,WR,28,5437,54
Jayden Reed,GBP,WR,24,5355,53
2025 Late 1st,FA,PICK,,5323,52
2026 Mid 1st,FA,PICK,,5302,52
T.J. Hockenson,MIN,TE,27,5256,52
Trey Benson,ARI,RB,22,5198,51
Josh Jacobs,GBP,RB,26,5160,51
Rashee Rice,KCC,WR,24,5148,51
Keon Coleman,BUF,WR,21,5120,50
Mike Evans,TBB,WR,30,5050,50
Davante Adams,LVR,WR,31,4998,49
Travis Kelce,KCC,TE,34,4925,48
Rhamondre Stevenson,NEP,RB,26,4846,48
Trevor Lawrence,JAC,QB,24,4789,47
Christian Kirk,JAC,WR,27,4770,47
2026 Late 1st,FA,PICK,,4729,46
Cooper Kupp,LAR,WR,31,4710,46
Ricky Pearsall,SFO,WR,23,4653,46
Amari Cooper,CLE,WR,30,4651,46
Derrick Henry,BAL,RB,30,4621,45
Christian Watson,GBP,WR,25,4548,45
Zamir White,LVR,RB,24,4545,45
Terry McLaurin,WAS,WR,28,4537,45
Brock Purdy,SFO,QB,24,4520,44
D'Andre Swift,CHI,RB,25,4505,44
2024 Early 2nd,FA,PICK,,4420,43
Joe Mixon,HOU,RB,28,4409,43
Tyjae Spears,TEN,RB,23,4367,43
David Montgomery,DET,RB,27,4360,43
Tua Tagovailoa,MIA,QB,26,4357,43
Chris Godwin,TBB,WR,28,4357,43
Stefon Diggs,HOU,WR,30,4346,43
Dak Prescott,DAL,QB,30,4336,43
George Kittle,SFO,TE,30,4305,42
Evan Engram,JAC,TE,29,4285,42
Najee Harris,PIT,RB,26,4279,42
Adonai Mitchell,IND,WR,21,4269,42
Xavier Legette,CAR,WR,23,4264,42
Marquise Brown,KCC,WR,27,4263,42
Diontae Johnson,CAR,WR,28,4226,41
Jaylen Warren,PIT,RB,25,4217,41
Blake Corum,LAR,RB,23,4155,41
Jake Ferguson,DAL,TE,25,4123,40
Calvin Ridley,TEN,WR,29,4093,40
2025 Early 2nd,FA,PICK,,4076,40
Brian Robinson,WAS,RB,25,4065,40
Alvin Kamara,NOS,RB,29,4055,40
Jameson Williams,DET,WR,23,4013,39
Kendre Miller,NOS,RB,22,4005,39
David Njoku,CLE,TE,28,3977,39
Zach Charbonnet,SEA,RB,23,3964,39
2024 Mid 2nd,FA,PICK,,3931,38
Ja'Lynn Polk,NEP,WR,22,3918,38
MarShawn Lloyd,GBP,RB,23,3881,38
Drake Maye,NEP,QB,21,3826,37
Jared Goff,DET,QB,29,3821,37
Tony Pollard,TEN,RB,27,3812,37
Javonte Williams,DEN,RB,24,3811,37
Romeo Doubs,GBP,WR,24,3772,37
Josh Downs,IND,WR,22,3743,37
Jaylen Wright,MIA,RB,21,3723,36
Dontayvion Wicks,GBP,WR,23,3715,36
Keenan Allen,CHI,WR,32,3661,36
Zack Moss,CIN,RB,26,3631,35
2025 Mid 2nd,FA,PICK,,3613,35
Troy Franklin,DEN,WR,21,3602,35
J.J. McCarthy,MIN,QB,21,3595,35
2024 Late 2nd,FA,PICK,,3587,35
Jahan Dotson,WAS,WR,24,3575,35
Roman Wilson,PIT,WR,23,3573,35
Pat Freiermuth,PIT,TE,25,3558,35
Aaron Jones,MIN,RB,29,3555,35
Jermaine Burton,CIN,WR,23,3548,35
Chase Brown,CIN,RB,24,3529,34
Khalil Shakir,BUF,WR,24,3513,34
Bryce Young,CAR,QB,23,3507,34
Jerome Ford,CLE,RB,24,3489,34
2026 Early 2nd,FA,PICK,,3478,34
Ben Sinnott,WAS,TE,22,3426,33
James Conner,ARI,RB,29,3377,33
Jerry Jeudy,CLE,WR,25,3354,33
Nick Chubb,CLE,RB,28,3352,33
Devin Singletary,NYG,RB,26,3345,33
Cole Kmet,CHI,TE,25,3327,32
2026 Mid 2nd,FA,PICK,,3298,32
Luke Musgrave,GBP,TE,23,3291,32
Courtland Sutton,DEN,WR,28,3285,32
2025 Late 2nd,FA,PICK,,3273,32
Isaiah Likely,BAL,TE,24,3271,32
Rashid Shaheed,NOS,WR,25,3257,32
Dalton Schultz,HOU,TE,28,3256,32
Jakobi Meyers,LVR,WR,27,3205,31
Demario Douglas,NEP,WR,23,3197,31
Dallas Goedert,PHI,TE,29,3174,31
Raheem Mostert,MIA,RB,32,3139,31
Josh Palmer,LAC,WR,24,3134,30
Jaleel McLaughlin,DEN,RB,23,3056,30
Quentin Johnston,LAC,WR,22,3054,30
DeAndre Hopkins,TEN,WR,32,3045,30
Will Levis,TEN,QB,25,3011,29
Javon Baker,NEP,WR,22,3002,29
Michael Wilson,ARI,WR,24,2940,29
Malachi Corley,NYJ,WR,22,2936,28
Michael Penix Jr.,ATL,QB,24,2916,28
Curtis Samuel,BUF,WR,27,2904,28
Kirk Cousins,ATL,QB,35,2890,28
Jalen McMillan,TBB,WR,22,2874,28
